timestamp,demand_mw,price_gbp_per_mwh,national_renewable_output_mw
2024-03-26 18:00:00,28824.1,52.61,884.5
2024-03-26 19:00:00,27775.5,46.52,463.0
2024-03-26 20:00:00,25476.6,44.34,468.5
2024-03-26 21:00:00,23910.9,44.81,306.0
2024-03-26 22:00:00,20925.7,42.19,205.5
2024-03-26 23:00:00,19180.0,27.45,468.5
2024-03-27 00:00:00,16336.0,26.13,473.5
2024-03-27 01:00:00,15407.1,23.81,441.5
2024-03-27 02:00:00,14348.9,19.89,516.5
2024-03-27 03:00:00,14000.0,25.16,231.0
2024-03-27 04:00:00,14000.0,30.26,340.0
2024-03-27 05:00:00,16416.7,27.73,133.0
2024-03-27 06:00:00,20234.0,29.54,477.5
2024-03-27 07:00:00,23381.0,27.76,1956.5
2024-03-27 08:00:00,24966.2,31.88,3057.5
2024-03-27 09:00:00,25387.3,33.08,4018.0
2024-03-27 10:00:00,23801.4,23.3,4260.5
2024-03-27 11:00:00,21298.4,19.15,4505.0
2024-03-27 12:00:00,20278.9,24.6,4279.5
2024-03-27 13:00:00,20080.9,19.25,4020.0
2024-03-27 14:00:00,20486.1,17.86,3970.0
2024-03-27 15:00:00,23031.3,19.7,3452.0
2024-03-27 16:00:00,26136.4,39.07,2575.0
2024-03-27 17:00:00,28301.1,47.48,1466.0
2024-03-27 18:00:00,28473.7,53.63,452.0
2024-03-27 19:00:00,28196.6,45.47,230.0
2024-03-27 20:00:00,26339.4,46.35,394.5
2024-03-27 21:00:00,23489.7,42.29,704.5
2024-03-27 22:00:00,20730.5,27.75,771.5
2024-03-27 23:00:00,18864.6,31.25,439.5
2024-03-28 00:00:00,16194.5,29.92,309.0
2024-03-28 01:00:00,15495.6,21.3,258.5
2024-03-28 02:00:00,14130.9,25.5,298.5
2024-03-28 03:00:00,14000.0,20.36,551.0
2024-03-28 04:00:00,14000.0,20.62,565.0
2024-03-28 05:00:00,16603.1,30.24,362.5
2024-03-28 06:00:00,20288.7,29.96,473.0
2024-03-28 07:00:00,24073.0,30.14,1664.0
2024-03-28 08:00:00,25965.1,34.29,2571.5
2024-03-28 09:00:00,25082.6,31.02,3533.0
2024-03-28 10:00:00,23047.0,23.65,4328.0
2024-03-28 11:00:00,22134.5,20.96,4591.0
2024-03-28 12:00:00,20288.9,11.9,4942.5
2024-03-28 13:00:00,19473.4,15.77,4757.5
2024-03-28 14:00:00,20863.4,17.71,4089.5
2024-03-28 15:00:00,23531.2,32.13,3586.5
2024-03-28 16:00:00,25769.0,38.34,2633.0
2024-03-28 17:00:00,27814.0,45.95,1533.0
2024-03-28 18:00:00,29469.9,51.56,365.0
2024-03-28 19:00:00,27581.1,48.42,1.5
2024-03-28 20:00:00,25532.2,44.6,33.5
2024-03-28 21:00:00,23202.9,41.85,14.0
2024-03-28 22:00:00,20801.3,39.74,26.5
2024-03-28 23:00:00,19065.7,25.74,68.5
2024-03-29 00:00:00,16508.3,23.79,370.0
2024-03-29 01:00:00,15373.9,28.73,374.5
2024-03-29 02:00:00,14138.3,18.36,444.5
2024-03-29 03:00:00,14000.0,16.33,722.5
2024-03-29 04:00:00,14000.0,23.36,1200.5
2024-03-29 05:00:00,16364.7,26.94,732.0
2024-03-29 06:00:00,20246.9,32.26,1117.5
2024-03-29 07:00:00,23975.7,35.58,2832.0
2024-03-29 08:00:00,25744.0,32.52,3142.5
2024-03-29 09:00:00,25307.8,29.7,3975.5
2024-03-29 10:00:00,23311.7,25.47,3645.5
2024-03-29 11:00:00,21572.0,18.16,4080.0
2024-03-29 12:00:00,20124.6,15.16,4049.0
2024-03-29 13:00:00,19967.9,12.94,3987.5
2024-03-29 14:00:00,21703.1,18.51,3924.5
2024-03-29 15:00:00,22990.0,23.66,3426.0
2024-03-29 16:00:00,25940.9,27.83,2600.0
2024-03-29 17:00:00,28368.5,47.49,1597.5
2024-03-29 18:00:00,28794.2,51.78,450.0
2024-03-29 19:00:00,28892.0,58.82,40.5
2024-03-29 20:00:00,25595.8,39.91,144.0
2024-03-29 21:00:00,23152.2,35.9,220.5
2024-03-29 22:00:00,20353.5,37.97,331.0
2024-03-29 23:00:00,18752.3,25.53,368.5
2024-03-30 00:00:00,14166.5,21.25,144.5
2024-03-30 01:00:00,14000.0,19.62,354.0
2024-03-30 02:00:00,14000.0,26.65,560.0
2024-03-30 03:00:00,14000.0,19.78,662.0
2024-03-30 04:00:00,14000.0,20.28,420.5
2024-03-30 05:00:00,14088.9,20.58,917.5
2024-03-30 06:00:00,18199.7,23.82,925.0
2024-03-30 07:00:00,20661.7,26.61,1709.5
2024-03-30 08:00:00,21887.6,22.47,2899.5
2024-03-30 09:00:00,21689.9,25.95,3594.5
2024-03-30 10:00:00,20161.8,19.62,4445.0
2024-03-30 11:00:00,18938.5,9.19,4937.0
2024-03-30 12:00:00,17352.7,7.96,5068.0
2024-03-30 13:00:00,17287.9,7.32,6070.0
2024-03-30 14:00:00,18188.8,5.62,5112.5
2024-03-30 15:00:00,20302.1,20.12,4917.0
2024-03-30 16:00:00,22056.1,20.53,3999.5
2024-03-30 17:00:00,23807.0,24.24,3688.0
2024-03-30 18:00:00,25001.4,35.42,4033.0
2024-03-30 19:00:00,24408.6,39.16,3160.0
2024-03-30 20:00:00,22420.1,34.39,4032.0
2024-03-30 21:00:00,19725.1,28.75,3145.5
2024-03-30 22:00:00,18034.4,20.56,3071.0
2024-03-30 23:00:00,16155.3,26.36,3490.0
2024-03-31 00:00:00,14000.0,14.6,3365.0
2024-03-31 01:00:00,14000.0,10.42,3374.5
2024-03-31 02:00:00,14000.0,18.56,3286.0
2024-03-31 03:00:00,14000.0,17.43,2468.5
2024-03-31 04:00:00,14000.0,24.91,2392.0
2024-03-31 05:00:00,14368.5,23.59,2419.5
2024-03-31 06:00:00,18157.7,22.18,2538.5
2024-03-31 07:00:00,19936.2,18.2,3572.0
2024-03-31 08:00:00,21796.7,21.14,4520.5
2024-03-31 09:00:00,21631.6,9.08,5785.0
2024-03-31 10:00:00,20111.9,15.56,5231.0
2024-03-31 11:00:00,18303.2,14.6,5363.0
2024-03-31 12:00:00,17302.5,8.76,5063.0
2024-03-31 13:00:00,16874.5,10.89,4795.5
2024-03-31 14:00:00,18226.8,15.15,4963.0
2024-03-31 15:00:00,20019.6,24.84,4328.5
2024-03-31 16:00:00,22414.0,26.81,3819.0
2024-03-31 17:00:00,24287.4,31.48,3683.0
2024-03-31 18:00:00,25045.6,37.31,1909.0
2024-03-31 19:00:00,23962.0,44.63,2106.5
2024-03-31 20:00:00,22929.6,32.33,2544.0
2024-03-31 21:00:00,19960.2,37.86,1826.5
2024-03-31 22:00:00,17287.1,23.69,1534.5
2024-03-31 23:00:00,16029.7,18.5,1739.5
2024-04-01 00:00:00,15677.2,23.15,1698.5
2024-04-01 01:00:00,15154.9,21.53,1583.0
2024-04-01 02:00:00,14000.0,12.55,895.5
2024-04-01 03:00:00,14000.0,21.53,1336.0
2024-04-01 04:00:00,14001.9,10.51,1506.5
2024-04-01 05:00:00,16282.4,31.22,1235.0
2024-04-01 06:00:00,20165.8,24.9,1299.5
2024-04-01 07:00:00,23099.9,36.09,1573.5
2024-04-01 08:00:00,24858.0,38.73,1856.5
2024-04-01 09:00:00,25012.5,38.45,2405.0
2024-04-01 10:00:00,23385.8,22.64,3118.5
2024-04-01 11:00:00,20707.9,23.64,3649.0
2024-04-01 12:00:00,19846.6,14.71,3771.0
2024-04-01 13:00:00,19684.2,18.62,4277.5
2024-04-01 14:00:00,20697.9,13.15,3869.0
2024-04-01 15:00:00,22624.7,30.19,2914.0
2024-04-01 16:00:00,25273.4,42.87,1820.5
2024-04-01 17:00:00,27525.1,43.67,1290.5
2024-04-01 18:00:00,28458.3,50.33,488.0
2024-04-01 19:00:00,27840.7,52.49,273.0
2024-04-01 20:00:00,25856.8,47.19,254.5
2024-04-01 21:00:00,22673.3,32.17,346.0
2024-04-01 22:00:00,20222.8,28.65,327.5
2024-04-01 23:00:00,18756.1,28.02,796.5
2024-04-02 00:00:00,16182.0,24.75,815.5
2024-04-02 01:00:00,14994.0,20.09,669.5
2024-04-02 02:00:00,14000.0,19.74,984.5
2024-04-02 03:00:00,14000.0,22.49,1500.5
2024-04-02 04:00:00,14000.0,16.58,1571.0
2024-04-02 05:00:00,16516.0,19.63,1152.0
2024-04-02 06:00:00,19613.0,32.91,740.0
2024-04-02 07:00:00,23341.3,40.47,1548.0
2024-04-02 08:00:00,25142.8,37.8,2043.0
2024-04-02 09:00:00,24865.2,31.88,2490.5
2024-04-02 10:00:00,23008.7,27.35,2961.0
2024-04-02 11:00:00,20745.7,20.58,3180.5
2024-04-02 12:00:00,19850.9,19.73,4042.0
2024-04-02 13:00:00,19378.0,8.85,3947.0
2024-04-02 14:00:00,20711.2,23.34,3138.0
2024-04-02 15:00:00,22543.8,27.07,3054.5
2024-04-02 16:00:00,24962.3,37.64,3221.0
2024-04-02 17:00:00,27588.0,36.27,2571.5
2024-04-02 18:00:00,28373.7,43.84,999.0
2024-04-02 19:00:00,27722.4,50.98,344.5
2024-04-02 20:00:00,26176.8,51.55,424.5
2024-04-02 21:00:00,22780.1,36.76,1177.0
2024-04-02 22:00:00,20430.9,30.62,1578.0
2024-04-02 23:00:00,18261.6,22.48,2183.0
2024-04-03 00:00:00,15664.7,20.22,2302.5
2024-04-03 01:00:00,15390.8,18.43,875.0
2024-04-03 02:00:00,14000.0,13.49,1113.5
2024-04-03 03:00:00,14000.0,22.07,761.5
2024-04-03 04:00:00,14000.0,16.99,357.5
2024-04-03 05:00:00,16003.0,27.26,548.5
2024-04-03 06:00:00,19526.3,29.42,1092.5
2024-04-03 07:00:00,23139.7,37.28,2098.0
2024-04-03 08:00:00,25503.0,29.09,3354.5
2024-04-03 09:00:00,24505.6,33.35,3597.5
2024-04-03 10:00:00,22661.2,24.46,3951.0
2024-04-03 11:00:00,21435.2,13.68,4249.0
2024-04-03 12:00:00,19892.4,14.24,4035.5
2024-04-03 13:00:00,19346.2,13.72,3820.5
2024-04-03 14:00:00,20115.4,22.28,3195.5
2024-04-03 15:00:00,22473.3,22.39,3016.5
2024-04-03 16:00:00,25262.0,30.65,2171.0
2024-04-03 17:00:00,27863.8,42.84,1441.0
2024-04-03 18:00:00,27761.5,51.95,585.0
2024-04-03 19:00:00,27342.5,49.45,236.0
2024-04-03 20:00:00,25503.3,43.52,393.0
2024-04-03 21:00:00,21790.7,39.47,356.0
2024-04-03 22:00:00,20518.1,28.68,1104.5
2024-04-03 23:00:00,18161.8,35.94,816.0
2024-04-04 00:00:00,15990.4,29.8,1312.0
2024-04-04 01:00:00,15031.1,19.27,1097.0
2024-04-04 02:00:00,14000.0,20.76,472.0
2024-04-04 03:00:00,14000.0,19.84,502.5
2024-04-04 04:00:00,14000.0,18.39,361.5
2024-04-04 05:00:00,15774.7,27.93,471.5
2024-04-04 06:00:00,19758.6,23.27,1399.0
2024-04-04 07:00:00,23088.4,30.2,2744.0
2024-04-04 08:00:00,25123.0,34.11,3916.0
2024-04-04 09:00:00,25002.0,33.28,5621.0
2024-04-04 10:00:00,23265.9,28.14,5485.0
2024-04-04 11:00:00,20986.9,14.55,5184.5
2024-04-04 12:00:00,19125.4,8.67,5903.0
2024-04-04 13:00:00,19319.5,8.97,6631.0
2024-04-04 14:00:00,20652.9,22.55,5629.5
2024-04-04 15:00:00,22268.9,25.46,4298.5
2024-04-04 16:00:00,25423.4,44.22,4029.5
2024-04-04 17:00:00,27650.7,40.79,4231.5
2024-04-04 18:00:00,28144.3,51.85,2479.0
2024-04-04 19:00:00,26017.9,43.13,1441.0
2024-04-04 20:00:00,24667.7,37.49,1317.5
2024-04-04 21:00:00,23147.3,48.94,794.5
2024-04-04 22:00:00,19961.6,25.7,1228.5
2024-04-04 23:00:00,17870.0,27.8,1332.0
2024-04-05 00:00:00,16143.3,24.29,962.5
2024-04-05 01:00:00,14920.8,18.4,1122.0
2024-04-05 02:00:00,14000.0,19.99,1348.0
2024-04-05 03:00:00,14000.0,18.21,1173.0
2024-04-05 04:00:00,14000.0,16.02,780.0
2024-04-05 05:00:00,15987.5,17.88,1044.0
2024-04-05 06:00:00,19846.9,31.15,1486.0
2024-04-05 07:00:00,23854.5,30.37,2481.0
2024-04-05 08:00:00,25209.7,31.88,2744.0
2024-04-05 09:00:00,24030.4,25.95,3110.0
2024-04-05 10:00:00,23120.1,21.4,3827.0
2024-04-05 11:00:00,21332.3,19.4,3943.0
2024-04-05 12:00:00,19947.5,11.88,3879.5
2024-04-05 13:00:00,19253.2,15.49,3595.0
2024-04-05 14:00:00,20802.6,23.47,3375.5
2024-04-05 15:00:00,22865.5,30.33,2789.0
2024-04-05 16:00:00,26055.5,34.48,2396.0
2024-04-05 17:00:00,26867.8,38.31,1755.5
2024-04-05 18:00:00,27769.2,52.19,866.5
2024-04-05 19:00:00,27041.0,48.66,820.0
2024-04-05 20:00:00,24868.4,42.92,1599.5
2024-04-05 21:00:00,22124.0,40.71,1388.5
2024-04-05 22:00:00,19217.9,33.08,1700.5
2024-04-05 23:00:00,18227.3,30.86,1438.5
2024-04-06 00:00:00,14000.0,11.27,1237.5
2024-04-06 01:00:00,14000.0,15.81,1470.0
2024-04-06 02:00:00,14000.0,12.5,1482.5
2024-04-06 03:00:00,14000.0,23.38,1708.5
2024-04-06 04:00:00,14000.0,16.3,1677.5
2024-04-06 05:00:00,14000.0,14.31,1803.5
2024-04-06 06:00:00,17233.0,22.94,2545.5
2024-04-06 07:00:00,20074.1,27.43,3056.0
2024-04-06 08:00:00,21976.2,27.21,4032.5
2024-04-06 09:00:00,21349.2,24.61,3181.0
2024-04-06 10:00:00,20051.6,23.72,3992.5
2024-04-06 11:00:00,18276.0,14.53,3383.0
2024-04-06 12:00:00,16907.5,6.15,3493.0
2024-04-06 13:00:00,16895.0,11.43,3446.5
2024-04-06 14:00:00,18312.5,15.35,3235.5
2024-04-06 15:00:00,19464.8,22.72,3290.0
2024-04-06 16:00:00,21878.6,29.41,3754.0
2024-04-06 17:00:00,23993.9,29.06,3470.0
2024-04-06 18:00:00,24665.2,29.75,1843.0
2024-04-06 19:00:00,23547.0,45.12,2162.5
2024-04-06 20:00:00,20935.3,31.29,2596.0
2024-04-06 21:00:00,19583.5,18.24,2945.0
2024-04-06 22:00:00,16796.6,14.49,2792.5
2024-04-06 23:00:00,16250.8,21.21,2774.0
2024-04-07 00:00:00,14000.0,11.24,3789.5
2024-04-07 01:00:00,14000.0,19.5,3368.5
2024-04-07 02:00:00,14000.0,14.65,2176.5
2024-04-07 03:00:00,14000.0,15.91,2452.0
2024-04-07 04:00:00,14000.0,12.83,2866.0
2024-04-07 05:00:00,14000.0,14.61,2946.5
2024-04-07 06:00:00,16831.3,19.49,3295.0
2024-04-07 07:00:00,19938.5,29.9,3086.0
2024-04-07 08:00:00,22341.4,29.55,2856.5
2024-04-07 09:00:00,21515.0,25.1,3147.0
2024-04-07 10:00:00,20138.8,22.73,3723.5
2024-04-07 11:00:00,18335.2,20.44,3836.5
2024-04-07 12:00:00,17290.8,7.11,3691.0
2024-04-07 13:00:00,16680.5,9.11,3557.0
2024-04-07 14:00:00,17106.3,14.87,3295.5
2024-04-07 15:00:00,19413.6,20.4,2956.5
2024-04-07 16:00:00,21921.6,26.17,2241.5
2024-04-07 17:00:00,23117.4,25.35,1936.5
2024-04-07 18:00:00,24092.9,38.58,774.5
2024-04-07 19:00:00,23208.7,41.59,344.5
2024-04-07 20:00:00,22115.0,43.56,443.5
2024-04-07 21:00:00,19575.6,31.85,653.0
2024-04-07 22:00:00,17477.1,28.25,227.5
2024-04-07 23:00:00,15986.5,21.9,179.0
2024-04-08 00:00:00,15658.1,24.44,212.5
2024-04-08 01:00:00,14789.5,20.23,351.0
2024-04-08 02:00:00,14000.0,23.01,362.5
2024-04-08 03:00:00,14000.0,22.19,537.5
2024-04-08 04:00:00,14000.0,26.33,481.5
2024-04-08 05:00:00,15793.9,25.6,359.5
2024-04-08 06:00:00,19767.1,33.0,703.0
2024-04-08 07:00:00,23337.9,28.8,1605.5
2024-04-08 08:00:00,25139.7,34.95,3205.5
2024-04-08 09:00:00,23965.8,32.72,3175.0
2024-04-08 10:00:00,22581.5,25.25,3541.5
2024-04-08 11:00:00,20880.7,21.57,3310.5
2024-04-08 12:00:00,20103.7,18.92,3428.0
2024-04-08 13:00:00,19579.0,24.0,3985.0
2024-04-08 14:00:00,20548.9,14.14,3481.0
2024-04-08 15:00:00,22161.9,30.82,3387.0
2024-04-08 16:00:00,24469.6,34.39,2848.5
2024-04-08 17:00:00,27178.0,40.26,1761.5
2024-04-08 18:00:00,27202.8,48.38,799.5
2024-04-08 19:00:00,26756.5,49.08,401.0
2024-04-08 20:00:00,24721.1,39.1,315.0
2024-04-08 21:00:00,22694.4,42.76,644.0
2024-04-08 22:00:00,19712.1,32.75,726.0
2024-04-08 23:00:00,17471.8,23.76,786.5
2024-04-09 00:00:00,15724.7,30.65,406.0
2024-04-09 01:00:00,14535.1,24.44,308.0
2024-04-09 02:00:00,14000.0,22.9,70.5
2024-04-09 03:00:00,14000.0,25.54,115.0
2024-04-09 04:00:00,14000.0,21.32,101.0
2024-04-09 05:00:00,15842.7,28.31,290.0
2024-04-09 06:00:00,18895.6,31.56,893.0
2024-04-09 07:00:00,22536.7,29.21,1896.5
2024-04-09 08:00:00,24717.9,31.87,2663.0
2024-04-09 09:00:00,24013.2,25.56,3539.5
2024-04-09 10:00:00,22068.4,27.33,3895.5
2024-04-09 11:00:00,20858.7,11.84,4097.5
2024-04-09 12:00:00,19618.7,16.96,4070.5
2024-04-09 13:00:00,19067.2,20.7,3889.0
2024-04-09 14:00:00,19539.7,11.13,3822.0
2024-04-09 15:00:00,22441.0,25.14,3248.5
2024-04-09 16:00:00,24087.8,36.3,2617.0
2024-04-09 17:00:00,26880.8,39.31,1765.0
2024-04-09 18:00:00,27186.3,46.12,922.0
2024-04-09 19:00:00,26283.9,45.74,260.5
2024-04-09 20:00:00,24505.0,38.68,385.5
2024-04-09 21:00:00,22018.8,35.9,364.0
2024-04-09 22:00:00,19550.6,29.92,209.5
2024-04-09 23:00:00,18225.2,23.42,189.0
2024-04-10 00:00:00,15442.7,29.6,434.5
2024-04-10 01:00:00,14847.9,24.33,349.0
2024-04-10 02:00:00,14000.0,19.72,35.5
2024-04-10 03:00:00,14000.0,19.29,57.0
2024-04-10 04:00:00,14000.0,19.56,32.5
2024-04-10 05:00:00,15211.6,20.79,0.0
2024-04-10 06:00:00,19350.1,27.62,770.0
2024-04-10 07:00:00,22505.4,28.37,1608.0
2024-04-10 08:00:00,23505.7,33.53,2450.0
2024-04-10 09:00:00,23949.5,20.11,3265.5
2024-04-10 10:00:00,22222.9,23.77,3579.0
2024-04-10 11:00:00,21058.6,15.32,3906.5
2024-04-10 12:00:00,18728.7,18.02,3894.5
2024-04-10 13:00:00,18595.9,13.41,3851.5
2024-04-10 14:00:00,20388.5,19.83,3749.0
2024-04-10 15:00:00,22570.9,23.17,3095.0
2024-04-10 16:00:00,24333.1,38.05,2393.5
2024-04-10 17:00:00,26401.5,34.72,1707.5
2024-04-10 18:00:00,27701.1,44.22,721.0
2024-04-10 19:00:00,25716.5,41.42,217.5
2024-04-10 20:00:00,23887.8,41.54,160.0
2024-04-10 21:00:00,21902.2,37.85,252.0
2024-04-10 22:00:00,20122.8,28.53,200.5
2024-04-10 23:00:00,17878.7,24.28,396.0
2024-04-11 00:00:00,15510.7,18.76,548.5
2024-04-11 01:00:00,14824.6,15.11,891.0
2024-04-11 02:00:00,14000.0,17.58,448.0
2024-04-11 03:00:00,14000.0,27.51,565.0
2024-04-11 04:00:00,14000.0,20.68,622.5
2024-04-11 05:00:00,15962.0,21.17,743.5
2024-04-11 06:00:00,18754.2,26.24,1051.0
2024-04-11 07:00:00,22886.6,25.37,2003.0
2024-04-11 08:00:00,23908.8,24.21,2840.5
2024-04-11 09:00:00,24088.1,24.46,3587.0
2024-04-11 10:00:00,22359.5,15.9,4473.0
2024-04-11 11:00:00,20199.1,19.8,4400.0
2024-04-11 12:00:00,18863.8,21.95,4152.5
2024-04-11 13:00:00,19012.7,16.68,4675.0
2024-04-11 14:00:00,20276.2,14.86,3914.5
2024-04-11 15:00:00,21993.2,22.49,3949.0
2024-04-11 16:00:00,24539.7,32.24,3731.5
2024-04-11 17:00:00,26779.7,38.81,3376.5
2024-04-11 18:00:00,26943.9,46.49,3119.5
2024-04-11 19:00:00,26839.2,39.34,1899.5
2024-04-11 20:00:00,24780.7,40.86,1812.5
2024-04-11 21:00:00,22766.4,34.87,2247.5
2024-04-11 22:00:00,19479.9,27.98,1666.0
2024-04-11 23:00:00,17804.3,20.11,1303.5
2024-04-12 00:00:00,15606.2,16.74,905.5
2024-04-12 01:00:00,14699.5,27.15,540.0
2024-04-12 02:00:00,14000.0,23.53,693.0
2024-04-12 03:00:00,14000.0,15.32,612.0
2024-04-12 04:00:00,14000.0,11.68,1011.5
2024-04-12 05:00:00,15285.9,21.2,1439.5
2024-04-12 06:00:00,19001.4,22.83,3160.5
2024-04-12 07:00:00,22483.4,19.04,4440.0
2024-04-12 08:00:00,24548.4,32.64,6296.0
2024-04-12 09:00:00,23742.1,23.04,7581.0
2024-04-12 10:00:00,21737.8,7.23,8001.0
2024-04-12 11:00:00,19828.5,12.47,8319.0
2024-04-12 12:00:00,18712.7,5.94,8149.0
2024-04-12 13:00:00,18490.4,10.97,6520.0
2024-04-12 14:00:00,19855.5,9.42,5489.5
2024-04-12 15:00:00,21560.5,20.73,5210.5
2024-04-12 16:00:00,24163.0,37.41,3986.5
2024-04-12 17:00:00,26143.8,41.58,2809.5
2024-04-12 18:00:00,27058.1,47.63,1104.5
2024-04-12 19:00:00,26968.0,40.42,203.0
2024-04-12 20:00:00,24628.6,46.54,366.5
2024-04-12 21:00:00,21832.4,39.36,197.0
2024-04-12 22:00:00,19380.7,29.01,125.0
2024-04-12 23:00:00,17743.1,27.82,38.5
2024-04-13 00:00:00,14000.0,20.78,121.0
2024-04-13 01:00:00,14000.0,23.35,142.0
2024-04-13 02:00:00,14000.0,14.78,267.0
2024-04-13 03:00:00,14000.0,21.02,283.5
2024-04-13 04:00:00,14000.0,26.71,571.0
2024-04-13 05:00:00,14000.0,22.49,549.0
2024-04-13 06:00:00,16759.9,16.45,1978.0
2024-04-13 07:00:00,19378.3,23.74,2687.0
2024-04-13 08:00:00,21533.9,25.66,3480.0
2024-04-13 09:00:00,20490.9,9.02,4271.5
2024-04-13 10:00:00,19438.6,15.73,4397.5
2024-04-13 11:00:00,17684.4,11.14,4230.5
2024-04-13 12:00:00,16505.6,2.24,4105.5
2024-04-13 13:00:00,16319.5,16.41,4139.5
2024-04-13 14:00:00,17276.3,11.42,4290.0
2024-04-13 15:00:00,19267.6,15.96,3662.5
2024-04-13 16:00:00,21602.4,21.21,2958.5
2024-04-13 17:00:00,22924.1,31.57,2267.0
2024-04-13 18:00:00,23895.8,38.57,1588.0
2024-04-13 19:00:00,22677.1,44.25,451.5
2024-04-13 20:00:00,21378.4,33.68,1297.0
2024-04-13 21:00:00,18701.2,21.23,2083.0
2024-04-13 22:00:00,17190.8,24.42,1593.0
2024-04-13 23:00:00,15991.6,22.1,1483.5
2024-04-14 00:00:00,14000.0,23.56,2250.5
2024-04-14 01:00:00,14000.0,19.03,1710.0
2024-04-14 02:00:00,14000.0,20.17,1349.0
2024-04-14 03:00:00,14000.0,17.18,910.5
2024-04-14 04:00:00,14000.0,22.08,382.0
2024-04-14 05:00:00,14000.0,17.27,286.5
2024-04-14 06:00:00,16757.4,23.69,1077.0
2024-04-14 07:00:00,19527.2,28.6,1802.0
2024-04-14 08:00:00,21264.8,25.26,2619.0
2024-04-14 09:00:00,20972.1,26.58,3255.0
2024-04-14 10:00:00,19742.6,23.15,3705.5
2024-04-14 11:00:00,17721.8,16.08,4144.5
2024-04-14 12:00:00,16691.5,9.96,3968.0
2024-04-14 13:00:00,16210.5,4.66,4048.0
2024-04-14 14:00:00,17028.3,6.49,3932.5
2024-04-14 15:00:00,19438.8,21.1,3263.5
2024-04-14 16:00:00,21153.2,25.46,2851.0
2024-04-14 17:00:00,23113.7,32.52,1822.0
2024-04-14 18:00:00,23561.3,35.45,904.5
2024-04-14 19:00:00,22630.6,39.42,75.0
2024-04-14 20:00:00,21059.0,30.35,40.0
2024-04-14 21:00:00,19251.7,29.5,107.5
2024-04-14 22:00:00,16990.3,26.63,93.5
2024-04-14 23:00:00,15023.9,26.41,38.5
2024-04-15 00:00:00,15204.3,27.83,91.0
2024-04-15 01:00:00,14740.6,14.68,52.5
2024-04-15 02:00:00,14000.0,14.54,90.5
2024-04-15 03:00:00,14000.0,24.31,45.5
2024-04-15 04:00:00,14000.0,21.7,61.0
2024-04-15 05:00:00,15459.5,26.95,72.5
2024-04-15 06:00:00,18882.9,25.1,945.0
2024-04-15 07:00:00,22075.4,27.83,1904.0
2024-04-15 08:00:00,24301.6,27.27,3172.5
2024-04-15 09:00:00,23495.6,15.84,3385.0
2024-04-15 10:00:00,22483.3,18.32,3698.5
2024-04-15 11:00:00,20348.6,12.35,4140.5
2024-04-15 12:00:00,18926.4,9.57,4321.0
2024-04-15 13:00:00,18689.1,8.87,4342.5
2024-04-15 14:00:00,19624.8,12.96,3792.0
2024-04-15 15:00:00,22043.9,22.12,3617.5
2024-04-15 16:00:00,23830.6,31.98,3067.5
2024-04-15 17:00:00,25515.3,24.18,2469.5
2024-04-15 18:00:00,27178.0,38.98,1973.5
2024-04-15 19:00:00,26391.7,42.03,762.0
2024-04-15 20:00:00,24284.1,35.68,419.0
2024-04-15 21:00:00,21712.0,41.31,444.0
2024-04-15 22:00:00,19202.0,26.77,422.5
2024-04-15 23:00:00,17865.5,30.15,521.5
2024-04-16 00:00:00,15185.9,18.92,781.5
2024-04-16 01:00:00,14198.4,24.88,1073.5
2024-04-16 02:00:00,14000.0,16.31,724.0
2024-04-16 03:00:00,14000.0,16.1,681.5
2024-04-16 04:00:00,14000.0,19.48,543.5
2024-04-16 05:00:00,15359.7,28.95,755.5
2024-04-16 06:00:00,18357.5,26.57,1731.5
2024-04-16 07:00:00,22079.8,24.94,2900.5
2024-04-16 08:00:00,23668.6,26.52,4330.5
2024-04-16 09:00:00,22861.2,18.7,5059.5
2024-04-16 10:00:00,22148.1,21.52,6667.0
2024-04-16 11:00:00,19994.0,14.94,6234.5
2024-04-16 12:00:00,18194.8,7.04,6569.5
2024-04-16 13:00:00,18812.4,11.04,5734.0
2024-04-16 14:00:00,20024.5,10.41,5597.5
2024-04-16 15:00:00,22105.3,18.0,5694.5
2024-04-16 16:00:00,24182.8,26.06,5917.0
2024-04-16 17:00:00,26071.3,35.26,5024.0
2024-04-16 18:00:00,27363.2,37.01,3986.0
2024-04-16 19:00:00,26703.2,32.74,3000.0
2024-04-16 20:00:00,24428.3,39.91,3000.0
2024-04-16 21:00:00,21195.4,27.56,3000.0
2024-04-16 22:00:00,19280.4,29.72,3000.0
2024-04-16 23:00:00,17706.6,16.47,3000.0
2024-04-17 00:00:00,14728.6,17.98,3000.0
2024-04-17 01:00:00,14349.7,14.96,3000.0
2024-04-17 02:00:00,14000.0,15.55,1889.5
2024-04-17 03:00:00,14000.0,25.24,1072.5
2024-04-17 04:00:00,14000.0,15.99,1117.0
2024-04-17 05:00:00,15230.1,26.71,1394.0
2024-04-17 06:00:00,18740.8,34.8,1570.0
2024-04-17 07:00:00,22159.0,23.28,2491.0
2024-04-17 08:00:00,23444.0,24.24,3188.0
2024-04-17 09:00:00,23171.2,23.44,3833.5
2024-04-17 10:00:00,22354.0,20.54,4020.5
2024-04-17 11:00:00,20445.8,21.42,4263.5
2024-04-17 12:00:00,18437.9,17.09,4310.0
