ticket_id,created_at,category,priority,assigned_tech_id,resolved_at,resolution_hours,sla_target_hours,sla_breached,reopened
HD-00287,2025-04-28T11:04,Email & Calendar,Low,T08,2025-04-28T13:01,1.95,48,False,False
HD-00276,2025-04-28T11:39,Password Reset,Low,T04,2025-04-28T12:28,0.83,48,False,False
HD-00308,2025-04-28T13:08,Network & VPN,Medium,T04,2025-04-29T10:07,20.98,24,False,False
HD-00290,2025-04-28T13:19,Email & Calendar,Medium,T02,2025-04-28T14:54,1.58,24,False,False
HD-00285,2025-04-28T14:11,Account Access,Medium,T08,2025-04-28T18:17,4.1,24,False,False
HD-00284,2025-04-29T09:49,Account Access,Low,T03,2025-04-29T11:02,1.22,48,False,True
HD-00288,2025-04-29T09:57,Email & Calendar,Medium,T08,2025-04-29T13:57,4.0,24,False,True
HD-00313,2025-04-29T10:15,Network & VPN,High,T08,2025-04-30T00:33,14.31,8,True,False
HD-00296,2025-04-29T10:37,Hardware,High,T02,2025-04-29T17:41,7.06,8,False,False
HD-00282,2025-04-29T16:01,Password Reset,Low,T01,2025-04-29T16:26,0.42,48,False,False
HD-00309,2025-04-29T16:18,Network & VPN,Low,T06,2025-04-30T00:39,8.34,48,False,False
HD-00293,2025-04-29T16:41,Email & Calendar,Medium,T03,2025-04-29T19:52,3.19,24,False,False
HD-00303,2025-04-30T10:05,Software Install,Medium,T01,2025-05-01T06:30,20.42,24,False,False
HD-00291,2025-04-30T10:10,Email & Calendar,Low,T04,2025-04-30T13:08,2.97,48,False,False
HD-00310,2025-04-30T10:39,Network & VPN,Medium,T07,2025-05-01T06:32,19.88,24,False,True
HD-00292,2025-04-30T11:14,Email & Calendar,Medium,T08,2025-04-30T12:16,1.04,24,False,False
HD-00298,2025-04-30T12:13,Hardware,High,T07,2025-04-30T19:03,6.84,8,False,False
HD-00305,2025-04-30T13:22,Software Install,Medium,T04,2025-04-30T19:55,6.56,24,False,False
HD-00295,2025-04-30T14:28,Hardware,High,T04,2025-04-30T17:27,2.98,8,False,False
HD-00294,2025-04-30T15:16,Email & Calendar,Low,T03,2025-04-30T20:49,5.54,48,False,False
HD-00302,2025-04-30T15:51,Software Install,Medium,T07,2025-04-30T22:05,6.24,24,False,False
HD-00283,2025-04-30T16:08,Password Reset,High,T08,2025-04-30T16:20,0.21,8,False,True
HD-00280,2025-04-30T16:33,Password Reset,Low,T02,2025-04-30T17:12,0.65,48,False,False
HD-00301,2025-05-01T09:07,Hardware,High,T05,2025-05-01T17:09,8.03,8,True,False
HD-00278,2025-05-01T10:09,Password Reset,Medium,T03,2025-05-01T11:01,0.86,24,False,False
HD-00299,2025-05-01T10:58,Hardware,Medium,T06,2025-05-01T16:48,5.82,24,False,False
HD-00297,2025-05-01T12:09,Hardware,High,T03,2025-05-01T16:41,4.53,8,False,False
HD-00311,2025-05-01T12:23,Network & VPN,High,T03,2025-05-02T03:26,15.04,8,True,False
HD-00304,2025-05-01T13:06,Software Install,Low,T04,2025-05-01T21:15,8.15,48,False,False
HD-00275,2025-05-01T15:01,Password Reset,Medium,T04,2025-05-01T15:32,0.51,24,False,False
HD-00279,2025-05-01T15:40,Password Reset,Medium,T08,2025-05-01T15:57,0.29,24,False,False
HD-00281,2025-05-02T10:30,Password Reset,Critical,T05,2025-05-02T11:08,0.63,4,False,False
HD-00306,2025-05-02T12:40,Software Install,Medium,T03,2025-05-02T22:33,9.89,24,False,False
HD-00277,2025-05-02T15:02,Password Reset,Low,T02,2025-05-02T15:43,0.68,48,False,False
HD-00289,2025-05-02T15:23,Email & Calendar,Low,T03,2025-05-02T19:58,4.59,48,False,False
HD-00286,2025-05-02T15:37,Account Access,Critical,T03,2025-05-02T19:54,4.29,4,True,False
HD-00300,2025-05-02T16:55,Hardware,Critical,T01,2025-05-02T21:21,4.43,4,True,False
HD-00333,2025-05-05T09:02,Email & Calendar,Medium,T04,2025-05-05T15:55,6.89,24,False,False
HD-00331,2025-05-05T10:54,Account Access,High,T02,2025-05-05T12:09,1.24,8,False,False
HD-00348,2025-05-05T11:28,Network & VPN,Critical,T07,2025-05-05T23:27,11.99,4,True,False
HD-00340,2025-05-05T12:43,Hardware,Medium,T02,2025-05-05T18:35,5.87,24,False,False
HD-00319,2025-05-05T12:44,Password Reset,Critical,T03,2025-05-05T13:05,0.35,4,False,False
HD-00346,2025-05-05T13:11,Network & VPN,Low,T03,2025-05-06T07:54,18.73,48,False,False
HD-00326,2025-05-05T14:04,Account Access,Low,T06,2025-05-05T20:10,6.1,48,False,False
HD-00344,2025-05-05T14:27,Software Install,High,T07,2025-05-05T21:34,7.13,8,False,False
HD-00314,2025-05-05T14:40,Password Reset,Low,T07,2025-05-05T15:37,0.96,48,False,False
HD-00334,2025-05-06T12:01,Hardware,Low,T03,2025-05-06T16:48,4.78,48,False,False
HD-00318,2025-05-06T13:42,Password Reset,High,T08,2025-05-06T13:58,0.27,8,False,False
HD-00324,2025-05-06T13:42,Account Access,High,T07,2025-05-06T16:52,3.16,8,False,False
HD-00337,2025-05-06T14:31,Hardware,High,T03,2025-05-06T18:12,3.68,8,False,False
HD-00342,2025-05-06T14:36,Software Install,Medium,T05,2025-05-07T12:16,21.66,24,False,False
HD-00339,2025-05-06T15:00,Hardware,Low,T07,2025-05-07T03:51,12.86,48,False,False
HD-00315,2025-05-06T15:49,Password Reset,Medium,T08,2025-05-06T16:39,0.83,24,False,False
HD-00336,2025-05-06T16:24,Hardware,Low,T05,2025-05-06T22:46,6.38,48,False,False
HD-00328,2025-05-07T08:07,Account Access,Critical,T01,2025-05-07T08:50,0.72,4,False,False
HD-00323,2025-05-07T09:05,Password Reset,Low,T07,2025-05-07T10:34,1.48,48,False,False
HD-00320,2025-05-07T10:48,Password Reset,High,T07,2025-05-07T11:30,0.69,8,False,False
HD-00349,2025-05-07T12:53,Network & VPN,High,T07,2025-05-08T00:10,11.28,8,True,False
HD-00341,2025-05-07T14:41,Software Install,High,T07,2025-05-07T22:44,8.06,8,True,False
HD-00325,2025-05-07T16:20,Account Access,Medium,T04,2025-05-07T19:50,3.51,24,False,False
HD-00327,2025-05-08T09:11,Account Access,Medium,T01,2025-05-08T10:37,1.42,24,False,False
HD-00329,2025-05-08T09:52,Account Access,Medium,T02,2025-05-08T11:20,1.47,24,False,True
HD-00317,2025-05-08T12:13,Password Reset,Medium,T01,2025-05-08T12:34,0.35,24,False,False
HD-00345,2025-05-08T12:21,Network & VPN,Medium,T06,2025-05-08T19:42,7.34,24,False,False
HD-00322,2025-05-08T14:19,Password Reset,High,T05,2025-05-08T15:01,0.69,8,False,False
HD-00338,2025-05-08T15:53,Hardware,Low,T05,2025-05-08T21:26,5.55,48,False,True
HD-00347,2025-05-08T16:20,Network & VPN,Medium,T04,2025-05-09T02:16,9.93,24,False,False
HD-00343,2025-05-09T09:56,Software Install,Low,T06,2025-05-09T21:01,11.08,48,False,False
HD-00321,2025-05-09T10:18,Password Reset,Critical,T02,2025-05-09T11:00,0.69,4,False,False
HD-00335,2025-05-09T11:20,Hardware,Medium,T06,2025-05-09T17:17,5.95,24,False,False
HD-00316,2025-05-09T12:27,Password Reset,Low,T02,2025-05-09T13:14,0.77,48,False,False
HD-00332,2025-05-09T14:03,Email & Calendar,Medium,T06,2025-05-09T16:08,2.09,24,False,False
HD-00330,2025-05-09T16:54,Account Access,Medium,T07,2025-05-09T19:15,2.35,24,False,False
HD-00368,2025-05-12T08:48,Email & Calendar,High,T05,2025-05-12T11:17,2.48,8,False,False
HD-00360,2025-05-12T10:17,Account Access,Critical,T01,2025-05-12T11:22,1.08,4,False,False
HD-00351,2025-05-12T10:40,Password Reset,Critical,T08,2025-05-12T10:54,0.23,4,False,False
HD-00353,2025-05-12T11:18,Password Reset,High,T05,2025-05-12T12:17,0.99,8,False,False
HD-00350,2025-05-12T13:39,Password Reset,High,T01,2025-05-12T14:06,0.44,8,False,False
HD-00366,2025-05-12T14:42,Email & Calendar,High,T06,2025-05-12T17:47,3.08,8,False,True
HD-00367,2025-05-12T14:57,Email & Calendar,Medium,T01,2025-05-12T19:09,4.21,24,False,True
HD-00384,2025-05-12T15:44,Network & VPN,High,T03,2025-05-13T04:11,12.45,8,True,False
HD-00373,2025-05-13T08:56,Email & Calendar,High,T02,2025-05-13T11:28,2.54,8,False,False
HD-00361,2025-05-13T11:38,Account Access,Medium,T07,2025-05-13T15:26,3.8,24,False,False
HD-00374,2025-05-13T12:12,Hardware,Low,T01,2025-05-13T19:15,7.06,48,False,False
HD-00356,2025-05-13T12:20,Password Reset,Medium,T01,2025-05-13T12:41,0.35,24,False,False
HD-00363,2025-05-13T14:08,Account Access,Low,T05,2025-05-13T16:02,1.9,48,False,False
HD-00379,2025-05-13T15:31,Hardware,Medium,T07,2025-05-14T02:59,11.48,24,False,False
HD-00383,2025-05-14T08:37,Software Install,Medium,T07,2025-05-14T14:05,5.47,24,False,False
HD-00358,2025-05-14T09:32,Password Reset,Medium,T04,2025-05-14T10:14,0.71,24,False,False
HD-00365,2025-05-14T09:42,Account Access,High,T01,2025-05-14T11:12,1.5,8,False,False
HD-00377,2025-05-14T10:42,Hardware,Medium,T05,2025-05-14T17:18,6.61,24,False,False
HD-00385,2025-05-14T11:11,Network & VPN,High,T02,2025-05-15T10:04,22.89,8,True,False
HD-00352,2025-05-14T14:19,Password Reset,Medium,T07,2025-05-14T15:00,0.67,24,False,False
HD-00362,2025-05-14T14:36,Account Access,Medium,T06,2025-05-14T17:54,3.3,24,False,False
HD-00381,2025-05-14T14:50,Software Install,Low,T02,2025-05-15T03:43,12.88,48,False,False
HD-00371,2025-05-14T16:28,Email & Calendar,Low,T04,2025-05-14T23:09,6.67,48,False,True
HD-00357,2025-05-14T16:56,Password Reset,High,T08,2025-05-14T17:19,0.37,8,False,False
HD-00378,2025-05-15T08:07,Hardware,Medium,T01,2025-05-15T20:28,12.35,24,False,False
HD-00359,2025-05-15T08:34,Password Reset,High,T04,2025-05-15T09:06,0.53,8,False,False
HD-00355,2025-05-15T10:10,Password Reset,Low,T03,2025-05-15T11:31,1.35,48,False,False
HD-00354,2025-05-15T10:28,Password Reset,Low,T07,2025-05-15T11:29,1.02,48,False,False
HD-00364,2025-05-15T10:35,Account Access,Critical,T08,2025-05-15T11:35,1.0,4,False,False
HD-00382,2025-05-15T12:02,Software Install,Low,T07,2025-05-15T17:17,5.25,48,False,False
HD-00370,2025-05-15T16:39,Email & Calendar,Medium,T02,2025-05-15T19:39,2.99,24,False,False
HD-00376,2025-05-15T16:50,Hardware,Critical,T02,2025-05-16T01:20,8.5,4,True,False
HD-00372,2025-05-16T10:37,Email & Calendar,Medium,T06,2025-05-16T14:37,4.01,24,False,True
HD-00375,2025-05-16T11:43,Hardware,Low,T06,2025-05-16T19:01,7.29,48,False,False
HD-00369,2025-05-16T12:26,Email & Calendar,Low,T01,2025-05-16T16:47,4.35,48,False,False
HD-00380,2025-05-16T16:04,Hardware,Low,T08,2025-05-17T00:21,8.28,48,False,False
HD-00414,2025-05-19T09:58,Software Install,High,T04,2025-05-19T12:25,2.45,8,False,False
HD-00392,2025-05-19T10:20,Password Reset,Medium,T03,2025-05-19T11:31,1.19,24,False,False
HD-00418,2025-05-19T13:55,Network & VPN,Medium,T03,2025-05-20T17:23,27.47,24,True,False
HD-00402,2025-05-19T14:21,Account Access,Medium,T08,2025-05-19T17:53,3.54,24,False,False
HD-00398,2025-05-20T08:19,Account Access,High,T06,2025-05-20T13:59,5.66,8,False,False
HD-00401,2025-05-20T08:34,Account Access,High,T03,2025-05-20T10:03,1.48,8,False,False
HD-00415,2025-05-20T09:35,Software Install,High,T03,2025-05-20T21:15,11.67,8,True,False
HD-00405,2025-05-20T09:37,Email & Calendar,Low,T08,2025-05-20T12:51,3.23,48,False,False
HD-00400,2025-05-20T11:34,Account Access,High,T05,2025-05-20T13:46,2.2,8,False,False
HD-00393,2025-05-20T11:59,Password Reset,Medium,T02,2025-05-20T12:49,0.83,24,False,False
HD-00391,2025-05-20T12:01,Password Reset,Medium,T04,2025-05-20T12:36,0.57,24,False,False
HD-00417,2025-05-20T12:08,Software Install,Medium,T05,2025-05-20T21:44,9.61,24,False,False
HD-00412,2025-05-20T12:40,Hardware,Medium,T02,2025-05-20T20:20,7.67,24,False,False
HD-00407,2025-05-20T13:40,Hardware,High,T08,2025-05-20T21:12,7.52,8,False,True
HD-00389,2025-05-20T15:05,Password Reset,High,T07,2025-05-20T15:52,0.79,8,False,False
HD-00409,2025-05-20T15:53,Hardware,Medium,T08,2025-05-21T01:48,9.92,24,False,False
HD-00419,2025-05-21T08:50,Network & VPN,Low,T02,2025-05-22T02:18,17.47,48,False,False
HD-00403,2025-05-21T10:33,Email & Calendar,Medium,T04,2025-05-21T13:30,2.94,24,False,False
HD-00399,2025-05-21T15:02,Account Access,Medium,T01,2025-05-21T16:23,1.36,24,False,False
HD-00420,2025-05-21T16:25,Network & VPN,Medium,T04,2025-05-22T02:30,10.09,24,False,False
HD-00421,2025-05-22T08:36,Network & VPN,Medium,T08,2025-05-22T20:43,12.13,24,False,False
HD-00422,2025-05-22T09:39,Network & VPN,Low,T08,2025-05-23T00:11,14.53,48,False,False
HD-00411,2025-05-22T09:45,Hardware,High,T01,2025-05-22T18:55,9.16,8,True,True
HD-00416,2025-05-22T13:02,Software Install,Low,T08,2025-05-23T15:56,26.91,48,False,False
HD-00404,2025-05-22T13:31,Email & Calendar,Low,T06,2025-05-22T17:24,3.88,48,False,False
HD-00410,2025-05-22T14:00,Hardware,Medium,T02,2025-05-22T23:05,9.09,24,False,False
HD-00406,2025-05-22T15:21,Email & Calendar,Medium,T05,2025-05-22T19:49,4.48,24,False,False
HD-00388,2025-05-22T15:48,Password Reset,High,T08,2025-05-22T16:05,0.28,8,False,False
HD-00390,2025-05-22T15:50,Password Reset,High,T02,2025-05-22T16:17,0.45,8,False,False
HD-00387,2025-05-22T16:25,Password Reset,Medium,T05,2025-05-22T17:35,1.17,24,False,False
HD-00424,2025-05-23T12:39,Network & VPN,Medium,T02,2025-05-24T04:32,15.88,24,False,True
HD-00394,2025-05-23T12:57,Password Reset,High,T05,2025-05-23T13:35,0.64,8,False,False
HD-00395,2025-05-23T13:06,Account Access,Medium,T07,2025-05-23T15:30,2.4,24,False,False
HD-00386,2025-05-23T14:15,Password Reset,High,T07,2025-05-23T14:54,0.65,8,False,False
HD-00397,2025-05-23T14:50,Account Access,High,T02,2025-05-23T15:50,1.01,8,False,False
HD-00396,2025-05-23T15:55,Account Access,High,T08,2025-05-23T18:20,2.41,8,False,False
HD-00413,2025-05-23T15:57,Hardware,Medium,T08,2025-05-23T23:10,7.22,24,False,False
HD-00423,2025-05-23T16:25,Network & VPN,Low,T05,2025-05-23T23:30,7.09,48,False,False
HD-00408,2025-05-23T16:29,Hardware,Medium,T06,2025-05-23T22:47,6.3,24,False,True
HD-00426,2025-05-26T08:01,Password Reset,Low,T02,2025-05-26T08:46,0.76,48,False,False
HD-00445,2025-05-26T08:09,Network & VPN,High,T06,2025-05-26T16:31,8.37,8,True,False
HD-00443,2025-05-26T09:27,Software Install,High,T04,2025-05-26T12:43,3.27,8,False,False
HD-00429,2025-05-26T11:19,Password Reset,Medium,T03,2025-05-26T12:33,1.22,24,False,False
HD-00442,2025-05-26T11:47,Software Install,Medium,T07,2025-05-26T17:02,5.25,24,False,False
HD-00446,2025-05-26T13:53,Network & VPN,Medium,T02,2025-05-27T05:30,15.62,24,False,False
HD-00444,2025-05-27T08:02,Software Install,Critical,T01,2025-05-27T19:57,11.93,4,True,False
HD-00438,2025-05-27T12:00,Hardware,Low,T06,2025-05-27T23:10,11.17,48,False,False
HD-00437,2025-05-27T12:46,Hardware,Low,T02,2025-05-27T18:51,6.08,48,False,False
HD-00425,2025-05-27T16:58,Password Reset,Medium,T02,2025-05-27T18:07,1.14,24,False,False
HD-00428,2025-05-28T08:14,Password Reset,High,T08,2025-05-28T08:26,0.2,8,False,False
HD-00430,2025-05-28T08:20,Password Reset,High,T01,2025-05-28T08:47,0.45,8,False,False
HD-00439,2025-05-28T15:49,Hardware,Medium,T04,2025-05-28T23:33,7.74,24,False,False
HD-00432,2025-05-28T15:57,Account Access,Critical,T02,2025-05-28T16:56,0.98,4,False,False
HD-00433,2025-05-29T12:43,Account Access,Medium,T02,2025-05-29T14:00,1.28,24,False,False
HD-00427,2025-05-29T12:56,Password Reset,Medium,T04,2025-05-29T13:54,0.98,24,False,False
HD-00431,2025-05-29T15:36,Password Reset,Medium,T05,2025-05-29T16:35,0.98,24,False,False
HD-00435,2025-05-30T10:47,Email & Calendar,Medium,T03,2025-05-30T13:05,2.3,24,False,True
HD-00434,2025-05-30T11:04,Account Access,Medium,T08,2025-05-30T12:43,1.65,24,False,False
HD-00441,2025-05-30T11:20,Software Install,Medium,T08,2025-05-31T02:52,15.52,24,False,False
HD-00440,2025-05-30T12:57,Hardware,Medium,T08,2025-05-30T22:35,9.63,24,False,True
HD-00436,2025-05-30T14:03,Email & Calendar,Medium,T06,2025-05-30T21:21,7.3,24,False,False
HD-00448,2025-06-02T08:30,Password Reset,Low,T04,2025-06-02T09:12,0.69,48,False,False
HD-00453,2025-06-02T08:55,Password Reset,Medium,T02,2025-06-02T09:38,0.71,24,False,False
HD-00463,2025-06-02T09:47,Account Access,Low,T05,2025-06-02T11:43,1.93,48,False,False
HD-00470,2025-06-02T11:34,Email & Calendar,Low,T06,2025-06-02T15:33,3.97,48,False,True
HD-00476,2025-06-02T12:49,Hardware,Low,T04,2025-06-02T15:07,2.29,48,False,False
HD-00464,2025-06-02T13:01,Account Access,Medium,T03,2025-06-02T15:33,2.52,24,False,False
HD-00483,2025-06-02T14:20,Network & VPN,Medium,T06,2025-06-02T23:45,9.41,24,False,True
HD-00472,2025-06-02T15:26,Email & Calendar,High,T08,2025-06-02T17:34,2.12,8,False,False
HD-00467,2025-06-02T15:31,Email & Calendar,Medium,T08,2025-06-02T18:31,3.0,24,False,False
HD-00465,2025-06-02T15:54,Account Access,Low,T03,2025-06-03T00:07,8.21,48,False,False
HD-00457,2025-06-02T16:59,Password Reset,Low,T08,2025-06-02T17:24,0.42,48,False,False
HD-00449,2025-06-03T08:53,Password Reset,Low,T07,2025-06-03T09:28,0.58,48,False,False
HD-00462,2025-06-03T11:49,Password Reset,Low,T01,2025-06-03T12:23,0.57,48,False,False
HD-00456,2025-06-03T12:47,Password Reset,Low,T01,2025-06-03T13:26,0.65,48,False,False
HD-00485,2025-06-03T14:28,Network & VPN,High,T07,2025-06-04T03:06,12.64,8,True,False
HD-00455,2025-06-03T15:14,Password Reset,Medium,T06,2025-06-03T15:50,0.6,24,False,False
HD-00466,2025-06-03T15:18,Account Access,Low,T06,2025-06-03T16:52,1.57,48,False,False
HD-00479,2025-06-03T15:19,Software Install,Low,T04,2025-06-03T19:03,3.72,48,False,False
HD-00450,2025-06-03T15:23,Password Reset,High,T04,2025-06-03T16:33,1.17,8,False,False
HD-00460,2025-06-03T15:44,Password Reset,Low,T08,2025-06-03T15:59,0.26,48,False,False
HD-00469,2025-06-04T08:51,Email & Calendar,High,T07,2025-06-04T11:45,2.89,8,False,False
HD-00451,2025-06-04T09:21,Password Reset,Medium,T01,2025-06-04T09:37,0.27,24,False,False
HD-00481,2025-06-04T09:39,Software Install,Medium,T08,2025-06-04T21:48,12.15,24,False,False
HD-00452,2025-06-04T11:34,Password Reset,Medium,T05,2025-06-04T12:29,0.93,24,False,False
HD-00480,2025-06-04T12:17,Software Install,Low,T01,2025-06-05T01:36,13.32,48,False,True
HD-00459,2025-06-04T13:14,Password Reset,Medium,T05,2025-06-04T14:29,1.26,24,False,False
HD-00484,2025-06-04T13:39,Network & VPN,Medium,T05,2025-06-05T00:05,10.44,24,False,False
HD-00478,2025-06-04T16:03,Software Install,Medium,T03,2025-06-05T00:41,8.64,24,False,False
HD-00454,2025-06-04T16:34,Password Reset,Medium,T06,2025-06-04T17:24,0.83,24,False,False
HD-00468,2025-06-04T16:57,Email & Calendar,Medium,T04,2025-06-04T21:58,5.02,24,False,False
HD-00475,2025-06-05T08:03,Hardware,Low,T07,2025-06-05T16:20,8.28,48,False,False
HD-00477,2025-06-05T14:38,Hardware,Medium,T01,2025-06-06T00:29,9.85,24,False,False
HD-00447,2025-06-05T14:48,Password Reset,Medium,T01,2025-06-05T15:18,0.49,24,False,False
HD-00458,2025-06-06T11:24,Password Reset,High,T04,2025-06-06T12:33,1.15,8,False,False
HD-00471,2025-06-06T11:57,Email & Calendar,High,T01,2025-06-06T15:33,3.6,8,False,False
HD-00461,2025-06-06T13:27,Password Reset,Low,T03,2025-06-06T14:44,1.28,48,False,False
HD-00473,2025-06-06T14:55,Hardware,Medium,T03,2025-06-06T19:23,4.46,24,False,False
HD-00482,2025-06-06T16:14,Software Install,Low,T02,2025-06-07T03:53,11.65,48,False,False
HD-00474,2025-06-06T16:22,Hardware,Medium,T01,2025-06-07T02:19,9.94,24,False,False
HD-00505,2025-06-09T08:18,Email & Calendar,Low,T08,2025-06-09T10:43,2.41,48,False,False
HD-00490,2025-06-09T08:58,Password Reset,Medium,T07,2025-06-09T09:51,0.87,24,False,False
HD-00502,2025-06-09T10:23,Email & Calendar,Low,T05,2025-06-09T14:54,4.51,48,False,False
HD-00504,2025-06-09T10:31,Email & Calendar,Critical,T05,2025-06-09T14:16,3.76,4,False,False
HD-00515,2025-06-09T11:21,Software Install,Low,T08,2025-06-09T21:54,10.55,48,False,False
HD-00523,2025-06-09T16:39,Network & VPN,Medium,T06,2025-06-10T00:40,8.03,24,False,False
HD-00508,2025-06-10T08:46,Email & Calendar,High,T04,2025-06-10T15:34,6.8,8,False,False
HD-00514,2025-06-10T12:31,Hardware,Medium,T04,2025-06-10T15:43,3.2,24,False,False
HD-00506,2025-06-10T13:07,Email & Calendar,High,T02,2025-06-10T14:12,1.08,8,False,False
HD-00516,2025-06-10T13:50,Software Install,Medium,T07,2025-06-10T18:46,4.94,24,False,False
HD-00486,2025-06-10T14:31,Password Reset,Low,T06,2025-06-10T15:30,0.98,48,False,False
HD-00500,2025-06-10T16:11,Account Access,Medium,T06,2025-06-10T19:09,2.96,24,False,False
HD-00520,2025-06-11T08:22,Network & VPN,Medium,T07,2025-06-12T03:14,18.86,24,False,False
HD-00507,2025-06-11T11:39,Email & Calendar,Low,T01,2025-06-11T14:26,2.77,48,False,False
HD-00489,2025-06-11T11:54,Password Reset,Low,T02,2025-06-11T12:28,0.57,48,False,False
HD-00495,2025-06-11T12:58,Password Reset,Medium,T02,2025-06-11T14:11,1.22,24,False,False
HD-00503,2025-06-11T13:40,Email & Calendar,Medium,T01,2025-06-11T16:21,2.68,24,False,False
HD-00492,2025-06-11T14:03,Password Reset,Critical,T05,2025-06-11T14:35,0.54,4,False,False
HD-00512,2025-06-11T15:37,Hardware,Low,T07,2025-06-12T03:00,11.38,48,False,False
HD-00510,2025-06-11T16:10,Hardware,Low,T03,2025-06-11T17:39,1.48,48,False,False
HD-00519,2025-06-11T16:41,Network & VPN,High,T01,2025-06-12T08:43,16.04,8,True,False
HD-00496,2025-06-11T16:44,Password Reset,Low,T06,2025-06-11T17:50,1.1,48,False,False
HD-00488,2025-06-12T12:14,Password Reset,Medium,T04,2025-06-12T13:28,1.24,24,False,False
HD-00497,2025-06-12T12:24,Account Access,Medium,T02,2025-06-12T13:40,1.26,24,False,False
HD-00521,2025-06-12T14:30,Network & VPN,Low,T08,2025-06-13T13:20,22.84,48,False,False
HD-00517,2025-06-12T16:12,Network & VPN,High,T02,2025-06-13T05:28,13.26,8,True,False
HD-00498,2025-06-12T16:47,Account Access,Medium,T04,2025-06-12T20:36,3.81,24,False,False
HD-00501,2025-06-13T08:03,Account Access,Low,T08,2025-06-13T10:16,2.22,48,False,False
HD-00522,2025-06-13T09:11,Network & VPN,Medium,T01,2025-06-14T04:13,19.04,24,False,False
HD-00513,2025-06-13T10:01,Hardware,Low,T07,2025-06-13T19:57,9.93,48,False,False
HD-00511,2025-06-13T10:58,Hardware,High,T03,2025-06-13T13:01,2.05,8,False,False
HD-00493,2025-06-13T11:52,Password Reset,Low,T07,2025-06-13T12:39,0.78,48,False,False
HD-00518,2025-06-13T11:55,Network & VPN,High,T07,2025-06-13T23:45,11.84,8,True,False
HD-00494,2025-06-13T13:27,Password Reset,Low,T08,2025-06-13T13:41,0.22,48,False,False
HD-00509,2025-06-13T13:35,Email & Calendar,Medium,T05,2025-06-13T16:50,3.25,24,False,False
HD-00491,2025-06-13T14:27,Password Reset,Low,T07,2025-06-13T15:18,0.85,48,False,False
HD-00499,2025-06-13T14:45,Account Access,High,T07,2025-06-13T19:16,4.51,8,False,False
HD-00487,2025-06-13T16:34,Password Reset,Medium,T01,2025-06-13T16:59,0.42,24,False,False
HD-00544,2025-06-16T09:38,Email & Calendar,Low,T06,2025-06-16T11:50,2.2,48,False,False
HD-00540,2025-06-16T11:17,Email & Calendar,Critical,T06,2025-06-16T15:14,3.95,4,False,False
HD-00524,2025-06-16T12:35,Password Reset,Medium,T02,2025-06-16T13:32,0.96,24,False,False
HD-00553,2025-06-16T12:49,Hardware,High,T06,2025-06-16T18:21,5.54,8,False,True
HD-00561,2025-06-16T13:29,Software Install,Medium,T05,2025-06-16T20:18,6.82,24,False,False
HD-00547,2025-06-16T15:05,Hardware,High,T04,2025-06-16T18:36,3.52,8,False,False
HD-00539,2025-06-16T15:23,Email & Calendar,Low,T06,2025-06-16T18:59,3.61,48,False,False
HD-00546,2025-06-16T16:42,Hardware,Medium,T06,2025-06-17T01:03,8.34,24,False,True
HD-00545,2025-06-16T16:52,Hardware,Critical,T07,2025-06-16T23:04,6.19,4,True,False
HD-00536,2025-06-17T08:49,Account Access,Medium,T02,2025-06-17T10:46,1.95,24,False,False
HD-00558,2025-06-17T11:14,Software Install,High,T06,2025-06-17T16:53,5.64,8,False,False
HD-00559,2025-06-17T11:23,Software Install,Low,T06,2025-06-17T15:21,3.98,48,False,False
HD-00535,2025-06-17T11:32,Account Access,Low,T01,2025-06-17T12:46,1.23,48,False,False
HD-00538,2025-06-17T13:06,Email & Calendar,Medium,T08,2025-06-17T14:30,1.4,24,False,False
HD-00526,2025-06-17T13:45,Password Reset,Medium,T01,2025-06-17T14:18,0.55,24,False,False
HD-00532,2025-06-17T15:23,Account Access,Medium,T03,2025-06-17T17:34,2.19,24,False,False
HD-00529,2025-06-17T16:10,Account Access,High,T04,2025-06-17T20:34,4.4,8,False,False
HD-00530,2025-06-18T09:47,Account Access,Medium,T06,2025-06-18T11:43,1.94,24,False,True
HD-00527,2025-06-18T12:15,Password Reset,Low,T02,2025-06-18T13:03,0.79,48,False,False
HD-00551,2025-06-18T13:47,Hardware,Medium,T01,2025-06-18T21:43,7.93,24,False,False
HD-00556,2025-06-18T14:27,Software Install,Low,T07,2025-06-18T20:47,6.33,48,False,False
HD-00531,2025-06-18T14:36,Account Access,Medium,T07,2025-06-18T16:15,1.65,24,False,False
HD-00541,2025-06-18T14:48,Email & Calendar,Critical,T05,2025-06-18T16:57,2.16,4,False,False
HD-00562,2025-06-18T15:29,Network & VPN,Low,T05,2025-06-19T00:57,9.46,48,False,False
HD-00554,2025-06-18T15:55,Hardware,Critical,T08,2025-06-18T22:10,6.25,4,True,False
HD-00533,2025-06-19T09:11,Account Access,Medium,T05,2025-06-19T13:08,3.95,24,False,False
HD-00550,2025-06-19T09:18,Hardware,Critical,T06,2025-06-19T12:14,2.93,4,False,False
HD-00549,2025-06-19T09:38,Hardware,High,T07,2025-06-19T16:40,7.04,8,False,False
HD-00557,2025-06-19T10:27,Software Install,Medium,T08,2025-06-19T21:22,10.93,24,False,False
HD-00543,2025-06-19T14:06,Email & Calendar,High,T06,2025-06-19T16:42,2.59,8,False,False
