order_id,warehouse,category,order_date,promised_ship_date,actual_ship_date,status,units
WO0002667,South-4,Electronics,2026-07-11,2026-07-14,07/14/2026,SHIPPED,9
WO0002668,Northeast-1,Apparel,07/11/2026,07/12/2026,2026-07-12,SHIPPED,1
WO0002669,Midwest-2,Home Goods,07/11/2026,2026-07-12,07/15/2026,Delayed,7
WO0002670,Midwest-2,Electronics,2026-07-11,07/12/2026,2026-07-12,SHIPPED,8
WO0002671,West-3,Outdoor,2026-07-11,2026-07-12,07/11/2026, Shipped,5
WO0002672,Midwest-2,Electronics,2026-07-11,07/13/2026,,cancelled,5
WO0002673,South-4,Apparel,07/11/2026,07/14/2026,2026-07-14,shipped,6
WO0002674,Northeast-1,Outdoor,2026-07-11,2026-07-13,2026-07-13,Shipped,9
WO0002675,South-4,Outdoor,07/11/2026,2026-07-13,2026-07-12,SHIPPED,1
WO0002676,South-4,Outdoor,2026-07-11,2026-07-12,2026-07-12,SHIPPED,10
WO0002677,West-3,Electronics,2026-07-11,07/14/2026,2026-07-13,shipped,2
WO0002678,Midwest-2,Office Supplies,2026-07-11,2026-07-13,07/12/2026,SHIPPED,10
WO0002679,Northeast-1,Outdoor,07/11/2026,07/13/2026,07/12/2026,shipped,10
WO0002680,South-4,Apparel,07/11/2026,2026-07-12,07/11/2026, Shipped,10
WO0002681,West-3,Apparel,2026-07-11,07/12/2026,07/12/2026, Shipped,7
WO0002682,South-4,Office Supplies,07/11/2026,2026-07-13,07/12/2026,SHIPPED,11
WO0002683,South-4,Apparel,2026-07-11,2026-07-12,2026-07-12,SHIPPED,1
WO0002684,Northeast-1,Apparel,07/11/2026,2026-07-12,2026-07-12,SHIPPED,7
WO0002685,South-4,Electronics,07/11/2026,2026-07-13,07/13/2026,Shipped,9
WO0002685,South-4,Electronics,07/11/2026,2026-07-13,07/13/2026,Shipped,9
WO0002686,Northeast-1,Office Supplies,2026-07-11,07/12/2026,2026-07-11,shipped,6
WO0002687,South-4,Outdoor,2026-07-11,07/13/2026,2026-07-13,shipped,6
WO0002688,Midwest-2,Electronics,07/11/2026,07/13/2026,07/12/2026,Shipped,11
WO0002689,Northeast-1,Outdoor,07/11/2026,2026-07-13,2026-07-13,shipped,2
WO0002690,Northeast-1,Electronics,2026-07-11,07/13/2026,2026-07-12,shipped,2
WO0002691,,Electronics,2026-07-11,07/13/2026,2026-07-12,shipped,2
WO0002692,Midwest-2,Outdoor,2026-07-11,2026-07-14,2026-07-13,Shipped,1
WO0002693,Midwest-2,Home Goods,2026-07-11,07/14/2026,2026-07-14,Shipped,1
WO0002694,South-4,Home Goods,07/11/2026,2026-07-14,07/14/2026,Shipped,5
WO0002695,South-4,Outdoor,07/11/2026,07/12/2026,2026-07-12, Shipped,6
WO0002696,Midwest-2,Home Goods,07/11/2026,2026-07-13,2026-07-13,Shipped,4
WO0002697,South-4,Office Supplies,2026-07-11,2026-07-12,07/12/2026, Shipped,5
WO0002698,Midwest-2,Office Supplies,07/11/2026,2026-07-14,07/13/2026,SHIPPED,5
WO0002699,Midwest-2,Office Supplies,2026-07-11,07/14/2026,07/14/2026,shipped,1
WO0002700,Midwest-2,Apparel,07/11/2026,2026-07-14,2026-07-14,shipped,10
WO0002701,West-3,Home Goods,07/11/2026,07/13/2026,,delayed,9
WO0002702,Midwest-2,Electronics,2026-07-11,2026-07-14,07/14/2026,SHIPPED,9
WO0002703,West-3,Electronics,2026-07-11,2026-07-12,2026-07-11, Shipped,4
WO0002704,Northeast-1,Apparel,07/11/2026,2026-07-13,07/12/2026,shipped,9
WO0002705,South-4,Home Goods,2026-07-11,2026-07-12,,DELAYED,1
WO0002706,South-4,Office Supplies,2026-07-11,2026-07-14,07/14/2026,SHIPPED,2
WO0002707,Northeast-1,Office Supplies,2026-07-11,2026-07-12,2026-07-12, Shipped,1
WO0002708,South-4,Outdoor,07/11/2026,2026-07-12,07/11/2026,Shipped,10
WO0002709,West-3,Home Goods,07/11/2026,2026-07-12,07/12/2026, Shipped,1
WO0002710,Northeast-1,Electronics,07/11/2026,07/12/2026,,cancelled,8
WO0002711,Midwest-2,Home Goods,2026-07-11,2026-07-12,07/11/2026,SHIPPED,3
WO0002712,South-4,Outdoor,07/11/2026,07/13/2026,2026-07-13,SHIPPED,5
WO0002713,Northeast-1,Electronics,2026-07-11,2026-07-12,2026-07-11,SHIPPED,5
WO0002714,Northeast-1,Electronics,07/11/2026,07/13/2026,07/12/2026, Shipped,2
WO0002715,Northeast-1,Apparel,2026-07-11,07/13/2026,07/13/2026,Shipped,3
WO0002716,Northeast-1,Outdoor,2026-07-11,2026-07-12,2026-07-12,Shipped,4
WO0002717,West-3,Apparel,2026-07-11,2026-07-13,07/13/2026,shipped,8
WO0002718,Midwest-2,Apparel,2026-07-11,2026-07-12,07/11/2026,shipped,2
WO0002719,South-4,Apparel,2026-07-11,2026-07-12,07/12/2026,Shipped,8
WO0002720,South-4,Home Goods,2026-07-11,07/14/2026,2026-07-13,shipped,5
WO0002721,South-4,Electronics,2026-07-11,07/13/2026,2026-07-12,shipped,4
WO0002722,South-4,Home Goods,2026-07-11,2026-07-12,,Delayed,3
WO0002723,Northeast-1,Office Supplies,07/11/2026,07/12/2026,2026-07-12,SHIPPED,6
WO0002724,Midwest-2,Outdoor,2026-07-11,2026-07-13,07/13/2026,shipped,5
WO0002725,Midwest-2,Outdoor,2026-07-11,07/14/2026,2026-07-13,shipped,2
WO0002726,South-4,Apparel,2026-07-11,07/14/2026,2026-07-14, Shipped,4
WO0002727,West-3,Office Supplies,07/11/2026,2026-07-12,07/11/2026, Shipped,7
WO0002728,Midwest-2,Electronics,2026-07-11,2026-07-13,2026-07-12,SHIPPED,11
WO0002729,West-3,Apparel,07/11/2026,07/14/2026,07/14/2026,SHIPPED,7
WO0002729,West-3,Apparel,07/11/2026,07/14/2026,07/14/2026,SHIPPED,7
WO0002730,South-4,Home Goods,2026-07-11,07/14/2026,07/14/2026, Shipped,1
WO0002731,,Home Goods,2026-07-11,07/14/2026,07/14/2026, Shipped,1
WO0002732,South-4,Office Supplies,07/11/2026,07/14/2026,07/14/2026,Shipped,6
WO0002733,Midwest-2,Apparel,07/11/2026,2026-07-14,,delayed,8
WO0002734,West-3,Electronics,07/11/2026,07/14/2026,2026-07-14, Shipped,2
WO0002735,South-4,Outdoor,07/11/2026,2026-07-14,2026-07-14,shipped,1
WO0002736,Northeast-1,Electronics,07/11/2026,2026-07-13,07/13/2026,shipped,8
WO0002736,Northeast-1,Electronics,07/11/2026,2026-07-13,07/13/2026,shipped,8
WO0002737,Northeast-1,Office Supplies,2026-07-11,07/13/2026,2026-07-13,shipped,9
WO0002738,Northeast-1,Electronics,2026-07-11,2026-07-13,07/12/2026,shipped,2
WO0002739,Midwest-2,Outdoor,2026-07-11,07/13/2026,07/12/2026,Shipped,2
WO0002740,South-4,Office Supplies,2026-07-11,2026-07-13,07/12/2026,SHIPPED,3
WO0002741,Midwest-2,Office Supplies,2026-07-11,2026-07-12,2026-07-12, Shipped,2
WO0002742,Northeast-1,Outdoor,2026-07-11,07/12/2026,07/12/2026,shipped,2
WO0002743,West-3,Electronics,2026-07-11,07/13/2026,07/13/2026,SHIPPED,10
WO0002744,Midwest-2,Office Supplies,07/11/2026,07/14/2026,2026-07-13,SHIPPED,1
WO0002745,Midwest-2,Outdoor,07/11/2026,2026-07-12,07/11/2026,Shipped,1
WO0002746,Northeast-1,Home Goods,07/11/2026,07/14/2026,2026-07-14,SHIPPED,2
WO0002747,West-3,Electronics,2026-07-11,07/14/2026,2026-07-13, Shipped,2
WO0002747,West-3,Electronics,2026-07-11,07/14/2026,2026-07-13, Shipped,2
WO0002748,Northeast-1,Outdoor,07/11/2026,2026-07-14,07/14/2026,SHIPPED,1
WO0002749,West-3,Home Goods,07/11/2026,2026-07-12,2026-07-11,shipped,10
WO0002750,Midwest-2,Electronics,07/11/2026,2026-07-12,2026-07-11, Shipped,1
WO0002751,Northeast-1,Electronics,2026-07-11,2026-07-12,2026-07-11, Shipped,4
WO0002752,West-3,Electronics,07/11/2026,2026-07-14,07/14/2026, Shipped,8
WO0002753,Midwest-2,Office Supplies,07/11/2026,07/13/2026,07/12/2026,SHIPPED,6
WO0002754,Northeast-1,Outdoor,07/11/2026,07/12/2026,07/12/2026,Shipped,9
WO0002755,South-4,Outdoor,2026-07-11,07/12/2026,2026-07-12,shipped,4
WO0002756,South-4,Outdoor,2026-07-11,2026-07-12,07/12/2026,SHIPPED,2
WO0002757,Northeast-1,Home Goods,07/11/2026,2026-07-12,07/12/2026,SHIPPED,10
WO0002758,Northeast-1,Apparel,2026-07-11,2026-07-12,2026-07-11,SHIPPED,10
WO0002759,Midwest-2,Apparel,07/11/2026,2026-07-12,07/12/2026,shipped,5
WO0002760,Northeast-1,Outdoor,2026-07-11,2026-07-12,2026-07-12, Shipped,9
WO0002761,South-4,Outdoor,07/11/2026,07/14/2026,2026-07-14, Shipped,11
WO0002762,Midwest-2,Electronics,2026-07-11,07/13/2026,07/13/2026,shipped,5
WO0002763,South-4,Apparel,07/11/2026,2026-07-13,07/12/2026, Shipped,7
WO0002764,Midwest-2,Apparel,07/11/2026,2026-07-14,2026-07-14,shipped,3
WO0002765,Northeast-1,Outdoor,07/11/2026,07/13/2026,07/12/2026,shipped,5
WO0002766,Northeast-1,Apparel,2026-07-11,07/13/2026,2026-07-12,Shipped,8
WO0002767,Northeast-1,Home Goods,07/11/2026,2026-07-14,2026-07-13,SHIPPED,7
WO0002768,South-4,Office Supplies,2026-07-11,2026-07-14,07/13/2026,SHIPPED,8
WO0002769,Midwest-2,Apparel,07/11/2026,07/14/2026,2026-07-14, Shipped,6
WO0002770,Northeast-1,Office Supplies,07/11/2026,2026-07-12,2026-07-11,shipped,2
WO0002771,Midwest-2,Apparel,07/11/2026,2026-07-12,2026-07-11,shipped,8
WO0002772,Midwest-2,Office Supplies,07/11/2026,2026-07-12,2026-07-11,Shipped,7
WO0002773,Midwest-2,Outdoor,07/11/2026,2026-07-12,2026-07-17,delayed,3
WO0002774,South-4,Apparel,2026-07-11,2026-07-14,2026-07-13, Shipped,6
WO0002775,South-4,Electronics,07/11/2026,2026-07-13,2026-07-12,Shipped,7
WO0002776,Midwest-2,Outdoor,07/11/2026,07/13/2026,2026-07-12, Shipped,1
WO0002777,Midwest-2,Electronics,07/11/2026,07/12/2026,2026-07-11,SHIPPED,10
WO0002778,Midwest-2,Outdoor,07/11/2026,07/13/2026,2026-07-13,shipped,8
WO0002779,West-3,Electronics,07/11/2026,07/14/2026,,DELAYED,9
WO0002780,Northeast-1,Electronics,2026-07-11,07/13/2026,2026-07-12,Shipped,4
WO0002781,West-3,Electronics,2026-07-11,2026-07-12,2026-07-12,shipped,4
WO0002782,Midwest-2,Outdoor,2026-07-11,07/12/2026,2026-07-12,SHIPPED,10
WO0002783,West-3,Home Goods,2026-07-11,2026-07-13,07/13/2026, Shipped,11
WO0002784,Northeast-1,Apparel,2026-07-11,07/14/2026,07/13/2026,Shipped,1
WO0002785,South-4,Home Goods,2026-07-11,07/14/2026,2026-07-14,shipped,4
WO0002785,South-4,Home Goods,2026-07-11,07/14/2026,2026-07-14,shipped,4
WO0002786,Midwest-2,Electronics,2026-07-11,07/12/2026,07/12/2026,SHIPPED,10
WO0002787,South-4,Outdoor,07/11/2026,2026-07-14,2026-07-19,DELAYED,6
WO0002788,West-3,Home Goods,2026-07-11,2026-07-13,2026-07-12,SHIPPED,6
WO0002789,West-3,Office Supplies,07/11/2026,2026-07-13,2026-07-12,Shipped,6
WO0002790,South-4,Office Supplies,07/11/2026,2026-07-14,07/14/2026,Shipped,2
WO0002791,Midwest-2,Apparel,2026-07-11,2026-07-14,07/14/2026, Shipped,1
WO0002792,West-3,Outdoor,2026-07-11,2026-07-12,07/11/2026, Shipped,6
WO0002793,Northeast-1,Office Supplies,2026-07-11,07/12/2026,2026-07-11,Shipped,11
WO0002794,South-4,Outdoor,07/11/2026,07/13/2026,07/13/2026,SHIPPED,7
WO0002795,Northeast-1,Home Goods,07/11/2026,2026-07-14,2026-07-14,SHIPPED,10
WO0002796,West-3,Apparel,07/11/2026,2026-07-13,07/13/2026, Shipped,3
WO0002797,Northeast-1,Office Supplies,07/11/2026,2026-07-13,2026-07-12, Shipped,7
WO0002798,Northeast-1,Electronics,07/11/2026,2026-07-14,2026-07-14,Shipped,6
WO0002799,West-3,Home Goods,2026-07-11,2026-07-12,2026-07-11,Shipped,7
WO0002800,Midwest-2,Home Goods,2026-07-11,07/13/2026,07/12/2026,Shipped,5
WO0002801,West-3,Office Supplies,07/11/2026,07/12/2026,2026-07-12,Shipped,3
WO0002802,Northeast-1,Office Supplies,07/11/2026,2026-07-13,2026-07-13,Shipped,11
WO0002803,South-4,Office Supplies,2026-07-11,2026-07-14,2026-07-14, Shipped,10
WO0002804,West-3,Outdoor,07/11/2026,07/12/2026,2026-07-12,shipped,7
WO0002805,South-4,Electronics,07/12/2026,2026-07-14,,DELAYED,3
WO0002806,Midwest-2,Electronics,07/12/2026,2026-07-14,2026-07-13, Shipped,3
WO0002807,West-3,Home Goods,2026-07-12,2026-07-15,07/15/2026,SHIPPED,3
WO0002808,West-3,Apparel,2026-07-12,2026-07-13,2026-07-12, Shipped,7
WO0002809,Northeast-1,Office Supplies,07/12/2026,07/15/2026,07/19/2026,delayed,8
WO0002810,Midwest-2,Office Supplies,07/12/2026,07/15/2026,2026-07-15, Shipped,7
WO0002811,Northeast-1,Office Supplies,07/12/2026,2026-07-13,07/13/2026, Shipped,10
WO0002812,South-4,Electronics,07/12/2026,2026-07-15,2026-07-15,Shipped,6
WO0002813,Midwest-2,Home Goods,2026-07-12,07/15/2026,07/15/2026,Shipped,11
WO0002814,Midwest-2,Office Supplies,07/12/2026,2026-07-14,2026-07-13, Shipped,2
WO0002815,Northeast-1,Outdoor,07/12/2026,2026-07-14,07/14/2026,shipped,6
WO0002816,Northeast-1,Electronics,07/12/2026,07/15/2026,07/15/2026,SHIPPED,10
WO0002817,Midwest-2,Electronics,2026-07-12,2026-07-13,07/12/2026,shipped,4
WO0002818,Midwest-2,Office Supplies,07/12/2026,07/14/2026,07/13/2026,Shipped,9
WO0002819,Northeast-1,Electronics,2026-07-12,2026-07-15,2026-07-15,Shipped,9
WO0002820,South-4,Electronics,2026-07-12,2026-07-15,07/15/2026, Shipped,8
WO0002821,West-3,Outdoor,07/12/2026,2026-07-15,07/15/2026,SHIPPED,7
WO0002822,Northeast-1,Apparel,07/12/2026,2026-07-13,2026-07-12, Shipped,10
WO0002823,South-4,Office Supplies,2026-07-12,07/13/2026,07/12/2026,SHIPPED,11
WO0002824,Northeast-1,Home Goods,2026-07-12,07/15/2026,,Delayed,4
WO0002825,Midwest-2,Electronics,07/12/2026,07/14/2026,07/13/2026,shipped,6
WO0002826,Midwest-2,Home Goods,2026-07-12,2026-07-13,2026-07-13,SHIPPED,1
WO0002827,South-4,Office Supplies,07/12/2026,07/14/2026,2026-07-14, Shipped,9
WO0002828,West-3,Apparel,07/12/2026,07/14/2026,2026-07-14, Shipped,5
WO0002829,West-3,Apparel,07/12/2026,07/13/2026,07/13/2026,shipped,10
WO0002830,West-3,Outdoor,2026-07-12,2026-07-15,07/15/2026,shipped,11
WO0002831,South-4,Office Supplies,2026-07-12,2026-07-15,2026-07-14,SHIPPED,10
WO0002832,Midwest-2,Apparel,07/12/2026,07/13/2026,2026-07-13, Shipped,11
WO0002833,South-4,Outdoor,2026-07-12,2026-07-15,07/14/2026, Shipped,2
WO0002834,Midwest-2,Apparel,07/12/2026,2026-07-14,07/14/2026,SHIPPED,1
WO0002835,Midwest-2,Office Supplies,2026-07-12,2026-07-15,2026-07-15, Shipped,4
WO0002836,Midwest-2,Apparel,2026-07-12,07/13/2026,07/12/2026,shipped,1
WO0002837,West-3,Outdoor,2026-07-12,07/13/2026,2026-07-13,shipped,11
WO0002838,West-3,Home Goods,07/12/2026,07/15/2026,07/15/2026,SHIPPED,5
WO0002839,West-3,Apparel,07/12/2026,2026-07-14,2026-07-14, Shipped,7
WO0002840,West-3,Home Goods,2026-07-12,2026-07-15,07/14/2026,shipped,8
WO0002840,West-3,Home Goods,2026-07-12,2026-07-15,07/14/2026,shipped,8
WO0002841,Northeast-1,Outdoor,2026-07-12,07/15/2026,07/15/2026,SHIPPED,6
WO0002842,Northeast-1,Outdoor,2026-07-12,2026-07-15,2026-07-14, Shipped,4
WO0002843,Midwest-2,Outdoor,2026-07-12,07/15/2026,2026-07-15, Shipped,10
WO0002844,West-3,Electronics,2026-07-12,2026-07-13,2026-07-12,SHIPPED,1
WO0002845,West-3,Home Goods,07/12/2026,2026-07-15,2026-07-15,shipped,5
WO0002846,Northeast-1,Home Goods,2026-07-12,07/13/2026,2026-07-12, Shipped,11
WO0002847,Northeast-1,Home Goods,2026-07-12,2026-07-13,2026-07-13, Shipped,9
WO0002848,Northeast-1,Home Goods,2026-07-12,2026-07-15,07/15/2026,Shipped,2
WO0002849,West-3,Outdoor,2026-07-12,2026-07-14,2026-07-14, Shipped,6
WO0002850,South-4,Electronics,07/12/2026,07/13/2026,2026-07-13,SHIPPED,5
WO0002850,South-4,Electronics,07/12/2026,07/13/2026,2026-07-13,SHIPPED,5
WO0002851,Northeast-1,Office Supplies,07/12/2026,2026-07-14,07/13/2026,Shipped,7
WO0002852,South-4,Electronics,07/12/2026,07/14/2026,07/13/2026,Shipped,7
WO0002853,West-3,Apparel,07/12/2026,07/15/2026,2026-07-14,SHIPPED,3
WO0002854,West-3,Apparel,2026-07-12,2026-07-14,07/13/2026,SHIPPED,8
WO0002855,South-4,Home Goods,2026-07-12,07/13/2026,2026-07-13,shipped,1
WO0002856,South-4,Office Supplies,2026-07-12,2026-07-13,07/12/2026,SHIPPED,3
WO0002857,Midwest-2,Electronics,2026-07-12,2026-07-15,07/14/2026,shipped,8
WO0002858,Northeast-1,Electronics,2026-07-12,2026-07-14,07/13/2026,SHIPPED,5
WO0002859,South-4,Electronics,07/12/2026,07/15/2026,07/15/2026, Shipped,7
WO0002860,Northeast-1,Office Supplies,2026-07-12,2026-07-15,07/15/2026,SHIPPED,8
WO0002861,South-4,Outdoor,07/12/2026,2026-07-14,2026-07-14, Shipped,10
WO0002862,South-4,Apparel,07/12/2026,2026-07-13,2026-07-13, Shipped,11
WO0002863,South-4,Apparel,2026-07-12,07/14/2026,07/14/2026, Shipped,11
WO0002864,Midwest-2,Home Goods,2026-07-12,2026-07-15,2026-07-14,shipped,5
WO0002865,South-4,Electronics,2026-07-12,07/14/2026,2026-07-14,Shipped,2
WO0002866,Northeast-1,Electronics,07/12/2026,07/15/2026,2026-07-14,SHIPPED,2
WO0002867,Midwest-2,Home Goods,2026-07-12,07/13/2026,07/13/2026,Shipped,8
WO0002868,Midwest-2,Electronics,2026-07-12,07/14/2026,2026-07-13,shipped,3
WO0002869,Midwest-2,Home Goods,2026-07-12,2026-07-14,2026-07-13,Shipped,11
WO0002870,South-4,Electronics,2026-07-12,2026-07-13,2026-07-13,SHIPPED,6
WO0002871,Northeast-1,Office Supplies,07/12/2026,07/14/2026,07/14/2026, Shipped,3
WO0002871,Northeast-1,Office Supplies,07/12/2026,07/14/2026,07/14/2026, Shipped,3
WO0002872,Midwest-2,Home Goods,2026-07-12,07/15/2026,2026-07-15,SHIPPED,8
WO0002873,,Home Goods,2026-07-12,07/15/2026,2026-07-15,SHIPPED,8
WO0002874,Northeast-1,Outdoor,07/12/2026,07/14/2026,,Canceled,2
WO0002875,Northeast-1,Office Supplies,07/12/2026,07/13/2026,2026-07-13,Shipped,9
WO0002876,Midwest-2,Outdoor,07/12/2026,2026-07-13,2026-07-13,shipped,5
WO0002877,Midwest-2,Home Goods,07/12/2026,2026-07-15,07/14/2026, Shipped,5
WO0002878,West-3,Outdoor,2026-07-12,07/13/2026,2026-07-12,Shipped,2
WO0002879,Northeast-1,Electronics,07/12/2026,2026-07-14,07/13/2026,SHIPPED,7
WO0002880,Midwest-2,Electronics,07/12/2026,2026-07-14,,DELAYED,4
WO0002880,Midwest-2,Electronics,07/12/2026,2026-07-14,,DELAYED,4
WO0002881,Northeast-1,Home Goods,2026-07-12,07/13/2026,,cancelled,9
WO0002882,West-3,Outdoor,07/12/2026,2026-07-13,07/13/2026,SHIPPED,9
WO0002883,West-3,Apparel,07/12/2026,2026-07-14,2026-07-14, Shipped,4
WO0002884,West-3,Office Supplies,07/12/2026,2026-07-14,07/13/2026, Shipped,6
WO0002885,Northeast-1,Office Supplies,07/12/2026,07/14/2026,2026-07-13,SHIPPED,2
WO0002886,Northeast-1,Electronics,07/12/2026,07/15/2026,2026-07-15,SHIPPED,11
WO0002887,West-3,Apparel,2026-07-12,2026-07-15,07/14/2026,SHIPPED,11
WO0002888,Midwest-2,Electronics,2026-07-12,2026-07-14,2026-07-13,Shipped,5
WO0002889,West-3,Electronics,07/12/2026,07/14/2026,07/14/2026,Shipped,2
WO0002890,West-3,Home Goods,2026-07-12,07/14/2026,2026-07-13,Shipped,6
WO0002891,West-3,Home Goods,2026-07-12,07/14/2026,2026-07-13,Shipped,-1
WO0002892,Midwest-2,Apparel,07/12/2026,2026-07-14,2026-07-13,shipped,1
WO0002893,Midwest-2,Electronics,07/12/2026,2026-07-13,2026-07-12,SHIPPED,9
WO0002894,West-3,Apparel,07/12/2026,07/13/2026,07/12/2026,Shipped,4
WO0002895,Northeast-1,Outdoor,07/12/2026,2026-07-15,2026-07-14,shipped,2
WO0002896,Northeast-1,Outdoor,2026-07-12,2026-07-14,2026-07-14,shipped,2
WO0002897,Northeast-1,Office Supplies,2026-07-12,2026-07-14,07/13/2026,shipped,11
WO0002898,Northeast-1,Home Goods,2026-07-12,07/15/2026,2026-07-15,shipped,11
WO0002899,Midwest-2,Electronics,2026-07-12,2026-07-14,07/14/2026,Shipped,5
WO0002900,Midwest-2,Apparel,07/12/2026,07/15/2026,2026-07-14,shipped,2
WO0002901,Northeast-1,Apparel,2026-07-12,07/15/2026,07/15/2026,Shipped,5
WO0002902,West-3,Home Goods,07/12/2026,2026-07-13,07/13/2026,SHIPPED,7
WO0002903,South-4,Office Supplies,07/12/2026,07/15/2026,2026-07-14,SHIPPED,2
WO0002904,Northeast-1,Electronics,2026-07-12,2026-07-14,2026-07-14,Shipped,4
WO0002905,Midwest-2,Apparel,2026-07-12,07/13/2026,07/12/2026,shipped,10
WO0002906,Midwest-2,Electronics,2026-07-12,07/15/2026,2026-07-16,DELAYED,1
WO0002907,Midwest-2,Electronics,2026-07-12,2026-07-14,2026-07-14, Shipped,6
WO0002908,West-3,Office Supplies,2026-07-12,2026-07-13,2026-07-13,SHIPPED,5
WO0002909,West-3,Home Goods,07/12/2026,2026-07-13,2026-07-13,shipped,8
WO0002910,Northeast-1,Apparel,2026-07-12,07/13/2026,2026-07-12,SHIPPED,2
WO0002911,West-3,Home Goods,2026-07-12,2026-07-14,2026-07-14,shipped,7
WO0002912,Midwest-2,Office Supplies,07/12/2026,2026-07-14,2026-07-16,Delayed,4
WO0002913,Midwest-2,Electronics,2026-07-12,07/13/2026,2026-07-16,delayed,9
WO0002913,Midwest-2,Electronics,2026-07-12,07/13/2026,2026-07-16,delayed,9
WO0002914,West-3,Electronics,2026-07-12,07/14/2026,07/13/2026, Shipped,4
WO0002915,South-4,Office Supplies,07/12/2026,2026-07-15,2026-07-15,SHIPPED,9
WO0002916,South-4,Electronics,07/12/2026,07/15/2026,2026-07-14, Shipped,3
WO0002917,Northeast-1,Apparel,07/12/2026,2026-07-14,2026-07-13, Shipped,4
WO0002918,Northeast-1,Home Goods,07/12/2026,2026-07-14,2026-07-14,shipped,6
WO0002919,South-4,Office Supplies,07/12/2026,07/15/2026,07/14/2026, Shipped,4
WO0002920,Midwest-2,Home Goods,07/12/2026,2026-07-14,2026-07-13,Shipped,1
WO0002920,Midwest-2,Home Goods,07/12/2026,2026-07-14,2026-07-13,Shipped,1
WO0002921,South-4,Office Supplies,2026-07-12,07/15/2026,2026-07-15,shipped,3
WO0002922,South-4,Home Goods,2026-07-12,2026-07-14,07/13/2026,Shipped,5
WO0002923,Midwest-2,Home Goods,07/12/2026,07/15/2026,2026-07-14,Shipped,4
WO0002924,West-3,Office Supplies,07/12/2026,2026-07-15,2026-07-15,Shipped,7
WO0002925,West-3,Apparel,07/12/2026,2026-07-15,2026-07-14,SHIPPED,5
WO0002926,Midwest-2,Electronics,2026-07-12,2026-07-14,07/13/2026,SHIPPED,10
WO0002927,West-3,Office Supplies,07/12/2026,07/14/2026,2026-07-14, Shipped,3
WO0002928,South-4,Outdoor,07/12/2026,2026-07-14,2026-07-13,Shipped,4
WO0002929,Northeast-1,Electronics,07/12/2026,2026-07-13,2026-07-12, Shipped,7
WO0002929,Northeast-1,Electronics,07/12/2026,2026-07-13,2026-07-12, Shipped,7
WO0002930,West-3,Office Supplies,07/12/2026,2026-07-13,07/12/2026,Shipped,8
WO0002931,South-4,Office Supplies,2026-07-12,2026-07-15,2026-07-15, Shipped,11
WO0002932,Midwest-2,Office Supplies,2026-07-12,2026-07-13,07/13/2026,Shipped,3
WO0002933,Northeast-1,Outdoor,2026-07-12,2026-07-15,07/15/2026,SHIPPED,6
WO0002934,Midwest-2,Electronics,07/13/2026,07/14/2026,2026-07-14,shipped,10
WO0002935,Northeast-1,Outdoor,07/13/2026,2026-07-14,07/13/2026, Shipped,7
WO0002936,Midwest-2,Office Supplies,07/13/2026,2026-07-15,2026-07-15,SHIPPED,10
WO0002937,Northeast-1,Outdoor,07/13/2026,2026-07-14,2026-07-14,Shipped,9
WO0002938,Midwest-2,Outdoor,07/13/2026,07/16/2026,2026-07-16,Shipped,10
WO0002939,Northeast-1,Electronics,2026-07-13,07/14/2026,07/14/2026,shipped,10
WO0002940,Northeast-1,Home Goods,07/13/2026,07/16/2026,2026-07-15,SHIPPED,5
WO0002940,Northeast-1,Home Goods,07/13/2026,07/16/2026,2026-07-15,SHIPPED,5
WO0002941,Northeast-1,Apparel,07/13/2026,07/14/2026,07/19/2026,Delayed,10
WO0002942,Northeast-1,Office Supplies,2026-07-13,07/16/2026,2026-07-15, Shipped,11
WO0002943,South-4,Office Supplies,07/13/2026,07/16/2026,07/16/2026,SHIPPED,3
WO0002944,Northeast-1,Electronics,07/13/2026,07/15/2026,2026-07-14,shipped,6
WO0002945,South-4,Office Supplies,07/13/2026,2026-07-15,07/15/2026,Shipped,5
WO0002946,South-4,Apparel,07/13/2026,07/14/2026,07/13/2026,shipped,10
WO0002947,West-3,Apparel,2026-07-13,07/14/2026,07/14/2026,SHIPPED,5
WO0002948,South-4,Apparel,07/13/2026,07/14/2026,2026-07-13, Shipped,9
WO0002949,Northeast-1,Electronics,07/13/2026,2026-07-14,2026-07-14, Shipped,5
WO0002950,South-4,Electronics,2026-07-13,07/14/2026,07/19/2026,DELAYED,7
WO0002951,Northeast-1,Apparel,07/13/2026,2026-07-16,07/18/2026,delayed,4
WO0002952,Midwest-2,Electronics,07/13/2026,2026-07-16,2026-07-16, Shipped,4
WO0002953,Northeast-1,Electronics,2026-07-13,2026-07-14,07/14/2026,Shipped,6
WO0002954,Northeast-1,Office Supplies,07/13/2026,2026-07-16,2026-07-15,Shipped,2
WO0002955,South-4,Office Supplies,07/13/2026,07/15/2026,2026-07-19,delayed,7
WO0002955,South-4,Office Supplies,07/13/2026,07/15/2026,2026-07-19,delayed,7
WO0002956,South-4,Outdoor,2026-07-13,07/16/2026,2026-07-15,Shipped,6
WO0002957,Northeast-1,Outdoor,07/13/2026,07/16/2026,2026-07-15,SHIPPED,9
WO0002958,Northeast-1,Apparel,2026-07-13,07/14/2026,07/14/2026,SHIPPED,2
WO0002959,West-3,Electronics,07/13/2026,2026-07-16,2026-07-16,Shipped,6
