customer_id,signup_month,contract_type,plan_tier,addon_count,monthly_charge,autopay,signup_channel,region,tenure_months,months_observable,avg_engagement_score,support_tickets_90d,churned
CUST-00789,2023-11,Two year,Standard,4,69.15,Yes,Organic,West,25,25,43.7,2,No
CUST-00790,2024-08,Month-to-month,Standard,0,34.99,No,Organic,Midwest,16,16,59.0,0,No
CUST-00791,2025-09,Month-to-month,Premium,1,76.07,No,Referral,South,3,3,82.0,0,No
CUST-00792,2025-05,One year,Premium,1,73.84,No,Paid Search,Northeast,7,7,44.7,1,No
CUST-00793,2025-11,Month-to-month,Basic,4,51.44,Yes,Paid Search,Midwest,1,1,74.3,0,No
CUST-00794,2024-05,Month-to-month,Basic,4,46.76,No,Paid Search,West,11,19,86.5,0,Yes
CUST-00795,2025-04,Month-to-month,Standard,0,38.51,Yes,Organic,South,8,8,81.2,1,No
CUST-00796,2024-07,One year,Premium,2,82.01,Yes,Organic,Northeast,17,17,68.1,1,No
CUST-00797,2025-09,Month-to-month,Standard,2,54.83,No,Sales-Assisted,Midwest,3,3,66.1,1,No
CUST-00798,2023-08,Month-to-month,Basic,0,10.75,No,Organic,West,28,28,64.5,0,No
CUST-00799,2023-12,Month-to-month,Standard,1,39.87,Yes,Organic,West,24,24,85.7,0,No
CUST-00800,2025-06,Month-to-month,Premium,0,65.65,Yes,Organic,Northeast,6,6,58.8,0,No
CUST-00801,2024-07,Month-to-month,Standard,1,41.04,Yes,Sales-Assisted,West,17,17,73.1,0,No
CUST-00802,2025-08,Month-to-month,Standard,1,43.08,Yes,Referral,West,4,4,59.2,0,Yes
CUST-00803,2024-03,Month-to-month,Standard,1,39.2,Yes,Sales-Assisted,Midwest,21,21,56.6,0,No
CUST-00804,2025-01,One year,Basic,1,22.21,Yes,Paid Search,South,11,11,98.3,0,No
CUST-00805,2024-07,One year,Standard,1,40.75,No,Sales-Assisted,West,4,17,30.0,0,Yes
CUST-00806,2025-02,Month-to-month,Basic,2,27.97,No,Sales-Assisted,South,1,10,60.1,0,Yes
CUST-00807,2024-08,One year,Basic,2,31.17,Yes,Organic,South,16,16,49.8,0,No
CUST-00808,2024-10,One year,Premium,0,67.12,Yes,Paid Search,Northeast,7,14,45.5,1,Yes
CUST-00809,2025-01,Two year,Basic,1,22.11,Yes,Paid Search,West,11,11,37.7,1,No
CUST-00810,2025-07,Month-to-month,Standard,0,33.67,Yes,Sales-Assisted,Midwest,5,5,76.7,0,No
CUST-00811,2025-05,Month-to-month,Premium,1,75.98,Yes,Organic,Midwest,5,7,25.5,2,Yes
CUST-00812,2024-03,Month-to-month,Premium,0,66.48,No,Organic,Northeast,13,21,91.2,0,Yes
CUST-00813,2023-10,One year,Basic,1,22.14,Yes,Paid Search,West,26,26,69.3,0,No
CUST-00814,2023-12,Month-to-month,Premium,0,66.59,Yes,Paid Search,Northeast,24,24,41.5,1,No
CUST-00815,2024-06,Month-to-month,Basic,0,16.29,Yes,Organic,South,18,18,73.5,1,No
CUST-00816,2025-11,Two year,Basic,2,29.18,Yes,Organic,Northeast,1,1,66.1,0,No
CUST-00817,2023-12,Two year,Premium,1,74.51,Yes,Organic,South,24,24,92.3,0,No
CUST-00818,2023-09,Month-to-month,Premium,0,61.62,No,Paid Search,South,1,27,88.8,0,Yes
CUST-00819,2025-03,Month-to-month,Basic,2,30.03,No,Paid Search,South,9,9,86.7,0,No
CUST-00820,2025-09,Two year,Standard,2,53.15,Yes,Organic,Northeast,3,3,68.8,0,No
CUST-00821,2025-05,Two year,Basic,1,22.78,Yes,Sales-Assisted,Northeast,7,7,92.1,0,No
CUST-00822,2025-03,Month-to-month,Basic,0,11.33,No,Referral,South,9,9,66.6,0,No
CUST-00823,2025-01,Month-to-month,Premium,0,65.88,Yes,Paid Search,West,3,11,60.3,0,Yes
CUST-00824,2024-09,Two year,Premium,0,64.4,No,Organic,Midwest,15,15,62.4,1,No
CUST-00825,2025-02,One year,Standard,3,59.12,Yes,Sales-Assisted,South,10,10,70.5,1,No
CUST-00826,2024-11,Two year,Premium,1,73.71,Yes,Referral,Northeast,11,13,84.6,0,Yes
CUST-00827,2025-01,Month-to-month,Standard,0,35.08,Yes,Paid Search,Midwest,1,11,72.7,0,Yes
CUST-00828,2025-05,Month-to-month,Premium,3,89.29,Yes,Organic,Northeast,7,7,34.6,0,No
CUST-00829,2024-06,One year,Basic,0,13.72,Yes,Referral,Northeast,18,18,25.1,4,No
CUST-00830,2024-02,Two year,Basic,4,48.62,Yes,Referral,South,22,22,48.7,1,No
CUST-00831,2024-06,One year,Standard,0,36.83,Yes,Referral,West,18,18,64.6,0,No
CUST-00832,2023-11,Month-to-month,Standard,0,36.04,Yes,Organic,South,25,25,52.6,0,No
CUST-00833,2025-07,Two year,Basic,0,11.6,Yes,Organic,Midwest,5,5,87.5,0,No
CUST-00834,2025-05,Two year,Standard,0,33.55,Yes,Paid Search,Midwest,7,7,53.9,0,No
CUST-00835,2025-07,Month-to-month,Standard,2,51.39,Yes,Referral,South,5,5,89.4,0,No
CUST-00836,2025-07,Month-to-month,Standard,3,58.74,Yes,Paid Search,Midwest,3,5,34.0,1,Yes
CUST-00837,2025-03,One year,Basic,1,23.15,Yes,Paid Search,Midwest,9,9,46.2,0,No
CUST-00838,2024-08,Two year,Premium,0,63.86,Yes,Organic,Northeast,16,16,70.3,0,No
CUST-00839,2025-05,Month-to-month,Basic,0,13.4,Yes,Paid Search,Midwest,7,7,78.8,0,No
CUST-00840,2025-07,Month-to-month,Standard,2,49.31,No,Sales-Assisted,South,5,5,62.2,0,No
CUST-00841,2025-11,One year,Standard,2,52.23,No,Referral,South,1,1,87.8,0,Yes
CUST-00842,2023-08,Month-to-month,Standard,0,33.98,Yes,Organic,West,10,28,45.5,1,Yes
CUST-00843,2025-02,One year,Basic,1,25.42,Yes,Organic,West,10,10,53.6,1,No
CUST-00844,2023-11,Month-to-month,Standard,2,51.23,Yes,Paid Search,West,19,25,60.9,0,Yes
CUST-00845,2024-06,One year,Basic,2,30.66,No,Organic,Midwest,18,18,50.7,0,No
CUST-00846,2023-11,One year,Basic,0,11.91,Yes,Paid Search,Northeast,12,25,86.3,0,Yes
CUST-00847,2025-11,Month-to-month,Standard,1,42.91,No,Organic,Northeast,1,1,38.3,0,No
CUST-00848,2024-12,Month-to-month,Basic,1,28.86,Yes,Organic,West,12,12,81.6,1,No
CUST-00849,2024-01,One year,Basic,1,19.76,Yes,Referral,West,4,23,59.3,0,Yes
CUST-00850,2024-01,One year,Basic,0,12.12,No,Paid Search,Northeast,23,23,78.8,0,No
CUST-00851,2025-06,Two year,Premium,2,81.27,Yes,Sales-Assisted,Midwest,6,6,63.4,0,No
CUST-00852,2024-12,Two year,Basic,0,15.46,No,Organic,West,12,12,75.9,0,No
CUST-00853,2023-08,Month-to-month,Basic,3,43.06,Yes,Paid Search,Midwest,11,28,69.2,1,Yes
CUST-00854,2024-10,One year,Premium,0,62.79,No,Referral,West,14,14,24.6,0,No
CUST-00855,2024-01,Two year,Basic,0,16.91,Yes,Paid Search,Northeast,23,23,51.7,0,No
CUST-00856,2025-08,One year,Standard,0,34.92,No,Sales-Assisted,West,4,4,75.3,0,No
CUST-00857,2024-04,Month-to-month,Basic,1,20.19,Yes,Paid Search,Northeast,1,20,75.0,0,Yes
CUST-00858,2025-10,One year,Standard,1,41.55,Yes,Referral,West,2,2,59.3,0,No
CUST-00859,2024-04,Two year,Standard,4,65.77,Yes,Paid Search,Midwest,20,20,58.6,0,No
CUST-00860,2024-04,Month-to-month,Basic,2,28.26,Yes,Paid Search,South,20,20,43.9,0,No
CUST-00861,2025-06,Two year,Basic,0,13.76,Yes,Organic,South,6,6,37.6,0,No
CUST-00862,2025-06,Two year,Standard,0,35.34,No,Paid Search,Midwest,6,6,65.1,0,No
CUST-00863,2025-04,One year,Standard,1,44.85,Yes,Organic,South,8,8,50.7,0,No
CUST-00864,2023-08,Month-to-month,Premium,2,85.0,No,Paid Search,West,12,28,54.0,1,Yes
CUST-00865,2023-08,Month-to-month,Basic,0,12.7,No,Sales-Assisted,Northeast,28,28,42.1,3,No
CUST-00866,2024-07,Two year,Premium,2,80.95,Yes,Organic,West,17,17,69.4,0,No
CUST-00867,2023-09,Two year,Standard,2,51.01,Yes,Referral,Midwest,27,27,72.5,0,No
CUST-00868,2024-07,Month-to-month,Basic,4,49.93,Yes,Paid Search,Midwest,3,17,81.2,0,Yes
CUST-00869,2024-06,Two year,Standard,4,64.98,Yes,Sales-Assisted,West,18,18,16.9,3,No
CUST-00870,2023-10,One year,Premium,2,81.06,No,Paid Search,Northeast,12,26,44.6,1,Yes
CUST-00871,2025-01,Month-to-month,Standard,0,34.02,Yes,Referral,South,3,11,82.3,0,Yes
CUST-00872,2025-03,One year,Premium,1,73.08,No,Referral,Midwest,7,9,57.7,0,Yes
CUST-00873,2024-06,Month-to-month,Standard,3,59.06,Yes,Paid Search,South,18,18,53.6,0,No
CUST-00874,2025-11,Month-to-month,Basic,1,23.09,No,Organic,Midwest,1,1,43.2,0,No
CUST-00875,2025-01,Month-to-month,Premium,2,83.38,Yes,Paid Search,South,6,11,18.1,0,Yes
CUST-00876,2025-05,Month-to-month,Standard,0,36.83,Yes,Referral,West,2,7,94.2,0,Yes
CUST-00877,2025-11,Two year,Premium,0,65.61,Yes,Referral,Midwest,1,1,79.0,0,No
CUST-00878,2024-10,Month-to-month,Premium,1,78.72,Yes,Sales-Assisted,Northeast,3,14,45.1,1,Yes
CUST-00879,2024-08,One year,Basic,1,27.23,Yes,Organic,Midwest,16,16,63.1,0,No
CUST-00880,2025-07,One year,Standard,2,55.18,Yes,Sales-Assisted,South,5,5,45.3,1,No
CUST-00881,2024-07,Month-to-month,Standard,1,42.23,Yes,Paid Search,Northeast,9,17,73.7,0,Yes
CUST-00882,2025-03,One year,Basic,2,30.5,Yes,Sales-Assisted,Northeast,1,9,68.2,0,Yes
CUST-00883,2025-07,Month-to-month,Basic,0,19.92,No,Paid Search,West,1,5,54.8,1,Yes
CUST-00884,2024-02,Month-to-month,Premium,0,62.65,Yes,Organic,West,4,22,83.3,0,Yes
CUST-00885,2024-10,One year,Standard,2,51.62,Yes,Sales-Assisted,Northeast,14,14,37.7,1,No
CUST-00886,2025-01,Month-to-month,Standard,4,66.78,Yes,Paid Search,South,11,11,55.5,0,No
CUST-00887,2023-08,One year,Basic,4,50.68,Yes,Organic,Northeast,28,28,76.3,0,No
CUST-00888,2025-02,Month-to-month,Premium,3,90.29,Yes,Organic,South,10,10,32.9,0,No
CUST-00889,2023-11,Month-to-month,Basic,1,22.7,Yes,Sales-Assisted,Midwest,1,25,66.9,0,Yes
CUST-00890,2025-05,One year,Premium,0,66.07,No,Organic,South,7,7,82.3,0,No
CUST-00891,2024-05,One year,Standard,2,49.6,Yes,Paid Search,Midwest,7,19,78.0,0,Yes
CUST-00892,2024-08,Month-to-month,Standard,0,36.27,No,Paid Search,Midwest,16,16,68.4,0,No
CUST-00893,2025-07,Month-to-month,Basic,1,23.07,Yes,Referral,West,5,5,97.2,0,No
CUST-00894,2023-07,Two year,Standard,1,43.46,Yes,Organic,South,29,29,70.5,0,No
CUST-00895,2023-07,Month-to-month,Premium,0,64.02,Yes,Paid Search,West,29,29,57.6,1,No
CUST-00896,2025-07,Month-to-month,Basic,0,18.53,No,Sales-Assisted,Midwest,3,5,72.2,0,Yes
CUST-00897,2025-01,Month-to-month,Basic,3,37.2,Yes,Referral,West,11,11,59.7,0,No
CUST-00898,2023-11,Month-to-month,Standard,2,49.45,Yes,Paid Search,Midwest,25,25,29.5,2,Yes
CUST-00899,2025-09,Month-to-month,Standard,1,43.69,Yes,Referral,West,1,3,34.6,0,Yes
CUST-00900,2024-01,Month-to-month,Standard,0,34.71,Yes,Referral,South,22,23,41.0,0,Yes
CUST-00901,2025-03,Two year,Basic,3,39.66,Yes,Referral,West,9,9,97.4,0,No
CUST-00902,2024-06,Two year,Standard,3,58.76,Yes,Referral,West,18,18,76.8,0,No
CUST-00903,2024-09,One year,Premium,2,83.91,Yes,Organic,South,15,15,58.6,0,No
CUST-00904,2024-08,Month-to-month,Standard,0,34.75,No,Organic,Northeast,16,16,59.4,0,No
CUST-00905,2025-03,Two year,Standard,0,34.79,Yes,Sales-Assisted,Northeast,9,9,98.6,0,No
CUST-00906,2024-08,Month-to-month,Standard,1,41.64,No,Paid Search,West,16,16,75.9,0,No
CUST-00907,2024-08,One year,Standard,2,52.28,No,Organic,Northeast,16,16,51.6,0,No
CUST-00908,2025-09,Two year,Basic,1,23.28,Yes,Paid Search,Northeast,3,3,55.6,1,No
CUST-00909,2024-02,Two year,Basic,0,16.28,Yes,Organic,Northeast,22,22,63.6,0,No
CUST-00910,2024-07,Two year,Basic,0,19.1,Yes,Paid Search,Northeast,17,17,64.0,0,No
CUST-00911,2024-10,Month-to-month,Standard,1,43.03,No,Organic,Northeast,14,14,71.9,0,No
CUST-00912,2023-07,Month-to-month,Standard,1,45.7,No,Sales-Assisted,Northeast,8,29,91.5,0,Yes
CUST-00913,2025-04,Two year,Standard,1,42.19,Yes,Organic,West,8,8,46.6,1,No
CUST-00914,2024-02,One year,Basic,1,21.44,Yes,Organic,Midwest,22,22,52.0,0,No
CUST-00915,2025-06,Month-to-month,Standard,1,44.22,No,Paid Search,South,6,6,89.3,0,No
CUST-00916,2024-10,Two year,Standard,2,54.03,Yes,Paid Search,West,14,14,77.1,0,No
CUST-00917,2023-10,Month-to-month,Basic,0,14.6,Yes,Paid Search,South,2,26,46.5,2,Yes
CUST-00918,2024-11,Month-to-month,Basic,3,38.55,Yes,Paid Search,West,13,13,73.1,1,No
CUST-00919,2024-11,Month-to-month,Basic,0,10.03,Yes,Paid Search,Midwest,12,13,46.1,1,Yes
CUST-00920,2023-10,Month-to-month,Standard,0,38.22,Yes,Referral,West,26,26,51.8,0,No
CUST-00921,2025-02,Two year,Standard,4,64.64,Yes,Referral,Midwest,5,10,52.4,0,Yes
CUST-00922,2025-11,One year,Basic,1,20.5,Yes,Referral,West,1,1,86.7,0,No
CUST-00923,2025-10,One year,Premium,0,65.33,No,Sales-Assisted,South,2,2,95.7,0,No
CUST-00924,2025-06,One year,Standard,0,36.41,Yes,Referral,Northeast,4,6,41.6,1,Yes
CUST-00925,2024-07,Month-to-month,Standard,2,52.38,Yes,Referral,West,17,17,50.7,1,No
CUST-00926,2023-08,One year,Basic,3,41.33,No,Organic,South,28,28,20.9,3,No
CUST-00927,2023-08,Month-to-month,Basic,1,24.88,Yes,Paid Search,West,8,28,56.9,1,Yes
CUST-00928,2024-05,Month-to-month,Standard,0,34.78,Yes,Organic,Northeast,7,19,47.4,0,Yes
CUST-00929,2025-03,Month-to-month,Premium,3,87.29,Yes,Paid Search,South,3,9,76.3,0,Yes
CUST-00930,2023-11,One year,Basic,1,20.16,Yes,Organic,South,24,25,96.2,0,Yes
CUST-00931,2025-01,Month-to-month,Standard,2,52.84,No,Paid Search,Midwest,5,11,67.0,1,Yes
CUST-00932,2024-08,Month-to-month,Basic,0,16.98,No,Referral,Northeast,15,16,89.1,0,Yes
CUST-00933,2023-12,One year,Basic,0,13.1,Yes,Organic,Northeast,24,24,76.2,0,No
CUST-00934,2025-10,Month-to-month,Basic,0,15.88,Yes,Organic,Northeast,2,2,81.0,0,No
CUST-00935,2024-08,Month-to-month,Standard,0,38.08,No,Paid Search,South,12,16,95.1,0,Yes
CUST-00936,2024-08,Month-to-month,Standard,3,58.37,Yes,Sales-Assisted,Midwest,16,16,63.2,0,No
CUST-00937,2025-04,Month-to-month,Standard,1,43.08,No,Organic,Northeast,4,8,70.2,0,Yes
CUST-00938,2024-05,One year,Basic,0,12.94,Yes,Organic,Northeast,10,19,69.5,0,Yes
CUST-00939,2024-03,One year,Basic,1,22.9,Yes,Organic,West,21,21,68.4,0,No
CUST-00940,2025-09,One year,Standard,1,43.84,Yes,Paid Search,West,3,3,99.7,0,No
CUST-00941,2023-08,One year,Standard,2,51.3,No,Paid Search,Northeast,28,28,49.9,3,No
CUST-00942,2024-10,One year,Standard,0,37.15,No,Referral,South,14,14,78.9,0,No
CUST-00943,2024-03,Month-to-month,Premium,1,76.07,Yes,Organic,West,18,21,93.0,0,Yes
CUST-00944,2023-08,Month-to-month,Standard,4,65.52,Yes,Paid Search,Northeast,1,28,92.1,0,Yes
CUST-00945,2023-11,Month-to-month,Premium,0,64.54,Yes,Paid Search,Midwest,6,25,50.3,1,Yes
CUST-00946,2025-10,Month-to-month,Standard,0,34.81,No,Referral,Northeast,2,2,67.7,0,No
CUST-00947,2024-09,Month-to-month,Standard,3,60.41,No,Organic,Northeast,7,15,74.2,0,Yes
CUST-00948,2025-10,One year,Basic,2,30.66,Yes,Organic,West,2,2,46.7,0,No
CUST-00949,2023-07,Month-to-month,Standard,0,34.0,Yes,Organic,South,29,29,79.5,0,No
CUST-00950,2025-09,One year,Standard,2,51.16,Yes,Paid Search,Northeast,3,3,59.7,0,No
CUST-00951,2025-08,Two year,Standard,0,37.88,Yes,Paid Search,Midwest,4,4,47.1,0,No
CUST-00952,2024-04,Month-to-month,Standard,0,33.08,Yes,Sales-Assisted,Midwest,20,20,38.7,0,No
CUST-00953,2024-12,Two year,Basic,0,14.1,Yes,Paid Search,Midwest,12,12,71.7,0,No
CUST-00954,2023-10,Month-to-month,Standard,4,67.51,No,Paid Search,South,3,26,53.8,0,Yes
CUST-00955,2025-03,Month-to-month,Standard,0,37.65,Yes,Organic,Midwest,9,9,60.9,0,No
CUST-00956,2025-07,Month-to-month,Basic,2,28.64,Yes,Referral,Midwest,5,5,75.1,0,No
CUST-00957,2024-09,Month-to-month,Standard,1,41.64,Yes,Organic,Northeast,6,15,53.1,1,Yes
CUST-00958,2023-11,Two year,Basic,0,13.55,Yes,Paid Search,Northeast,25,25,70.4,0,No
CUST-00959,2024-06,Month-to-month,Basic,0,13.47,Yes,Sales-Assisted,Midwest,2,18,65.0,0,Yes
CUST-00960,2025-05,Month-to-month,Standard,4,63.69,Yes,Organic,South,1,7,96.4,0,Yes
CUST-00961,2024-02,Two year,Standard,0,35.08,Yes,Referral,Northeast,8,22,78.9,0,Yes
CUST-00962,2024-08,Month-to-month,Standard,0,39.56,Yes,Paid Search,South,15,16,52.2,0,Yes
CUST-00963,2024-05,Month-to-month,Premium,1,68.82,No,Referral,South,5,19,46.4,0,Yes
CUST-00964,2024-01,Month-to-month,Basic,0,15.1,No,Organic,Northeast,12,23,77.4,0,Yes
CUST-00965,2024-02,One year,Premium,0,65.63,Yes,Organic,Northeast,4,22,98.4,0,Yes
CUST-00966,2025-08,Month-to-month,Premium,0,64.09,Yes,Sales-Assisted,Northeast,4,4,85.3,0,No
CUST-00967,2025-09,Month-to-month,Basic,2,32.73,No,Sales-Assisted,Northeast,3,3,92.9,0,No
CUST-00968,2024-10,Month-to-month,Basic,1,23.89,No,Sales-Assisted,Midwest,3,14,45.1,0,Yes
CUST-00969,2024-12,Month-to-month,Premium,3,90.03,No,Referral,West,12,12,58.3,1,No
CUST-00970,2023-10,One year,Premium,3,87.46,Yes,Organic,Midwest,26,26,72.4,0,No
CUST-00971,2025-06,Month-to-month,Basic,0,17.1,No,Paid Search,Northeast,6,6,96.5,0,No
CUST-00972,2025-01,Month-to-month,Basic,1,22.34,No,Referral,Midwest,10,11,56.2,1,Yes
CUST-00973,2025-05,Month-to-month,Basic,0,20.03,Yes,Paid Search,West,1,7,67.6,0,Yes
CUST-00974,2023-12,One year,Basic,4,48.11,Yes,Referral,South,24,24,52.8,1,No
CUST-00975,2025-02,Month-to-month,Premium,3,89.26,Yes,Referral,West,10,10,51.2,0,No
CUST-00976,2024-10,One year,Basic,0,19.11,Yes,Paid Search,Midwest,14,14,61.5,0,No
CUST-00977,2024-01,Month-to-month,Basic,2,27.39,Yes,Referral,Northeast,2,23,46.8,0,Yes
CUST-00978,2023-08,Month-to-month,Basic,0,15.46,No,Paid Search,West,28,28,60.9,1,No
CUST-00979,2025-08,One year,Basic,0,15.01,Yes,Sales-Assisted,Midwest,4,4,68.9,1,No
CUST-00980,2024-12,Two year,Premium,0,66.32,Yes,Paid Search,West,12,12,62.4,0,No
CUST-00981,2023-12,Two year,Premium,2,79.28,No,Referral,Northeast,24,24,67.6,0,Yes
CUST-00982,2023-12,One year,Standard,1,42.57,Yes,Organic,West,24,24,72.0,0,No
CUST-00983,2023-12,Month-to-month,Premium,1,71.15,Yes,Referral,Midwest,7,24,83.8,0,Yes
CUST-00984,2025-09,Month-to-month,Standard,2,50.78,Yes,Referral,West,3,3,87.5,0,No
CUST-00985,2024-04,One year,Standard,2,53.22,Yes,Referral,Midwest,7,20,60.1,1,Yes
CUST-00986,2025-02,Month-to-month,Standard,1,42.14,Yes,Organic,West,10,10,80.3,0,No
CUST-00987,2025-06,Month-to-month,Standard,2,50.24,No,Paid Search,West,6,6,46.4,1,No
CUST-00988,2025-07,One year,Standard,0,35.5,Yes,Paid Search,Midwest,5,5,82.8,0,No
CUST-00989,2023-07,Month-to-month,Standard,0,36.22,Yes,Sales-Assisted,South,15,29,56.2,0,Yes
CUST-00990,2024-12,One year,Standard,0,36.42,Yes,Paid Search,Northeast,12,12,54.6,1,No
CUST-00991,2024-03,One year,Basic,1,20.78,Yes,Referral,Northeast,21,21,37.5,0,No
CUST-00992,2024-12,One year,Basic,1,24.43,No,Organic,West,2,12,47.2,0,Yes
CUST-00993,2023-08,Month-to-month,Standard,0,35.42,Yes,Organic,West,28,28,66.6,0,No
CUST-00994,2025-05,One year,Standard,0,33.23,Yes,Sales-Assisted,Northeast,7,7,53.1,0,No
CUST-00995,2023-10,Two year,Premium,2,83.03,No,Organic,Midwest,26,26,69.5,0,No
CUST-00996,2024-11,Month-to-month,Basic,0,12.64,Yes,Sales-Assisted,Northeast,13,13,56.0,0,No
CUST-00997,2023-11,Month-to-month,Basic,4,47.98,Yes,Paid Search,Midwest,25,25,63.8,0,No
CUST-00998,2024-04,Two year,Basic,0,13.17,Yes,Organic,Midwest,20,20,28.9,0,No
CUST-00999,2024-05,Two year,Standard,0,36.44,Yes,Sales-Assisted,West,19,19,43.2,0,No
CUST-01000,2024-07,Two year,Basic,2,25.77,Yes,Paid Search,Midwest,17,17,58.1,0,No
CUST-01001,2025-09,Month-to-month,Basic,3,38.1,Yes,Organic,West,3,3,69.4,0,No
CUST-01002,2025-04,One year,Basic,3,38.96,Yes,Paid Search,South,8,8,50.3,0,No
CUST-01003,2025-08,One year,Standard,0,34.92,No,Paid Search,South,4,4,54.2,0,No
CUST-01004,2024-03,Two year,Standard,0,31.97,Yes,Paid Search,Northeast,21,21,87.0,0,No
CUST-01005,2025-07,Month-to-month,Basic,0,16.59,No,Organic,Midwest,5,5,36.2,1,No
CUST-01006,2024-03,One year,Standard,1,44.07,Yes,Organic,Northeast,21,21,38.0,0,No
CUST-01007,2025-11,Month-to-month,Standard,1,45.24,Yes,Organic,Northeast,1,1,63.6,0,No
CUST-01008,2024-11,Two year,Standard,2,49.08,No,Organic,South,13,13,71.2,0,No
CUST-01009,2024-01,One year,Standard,0,35.12,Yes,Paid Search,Northeast,23,23,51.5,0,No
CUST-01010,2024-10,Month-to-month,Basic,3,40.27,Yes,Organic,Midwest,6,14,69.5,0,Yes
CUST-01011,2023-07,Month-to-month,Standard,1,43.2,Yes,Organic,West,29,29,82.2,0,No
CUST-01012,2025-06,Month-to-month,Standard,2,53.11,No,Referral,West,6,6,45.1,1,No
CUST-01013,2024-12,Month-to-month,Basic,1,24.24,Yes,Referral,South,2,12,49.2,0,Yes
CUST-01014,2023-11,Month-to-month,Standard,1,41.41,No,Referral,Midwest,25,25,74.8,0,No
CUST-01015,2024-04,Month-to-month,Basic,1,24.45,No,Organic,Midwest,20,20,91.4,1,No
CUST-01016,2025-01,One year,Basic,1,21.27,Yes,Organic,Northeast,11,11,64.0,0,No
CUST-01017,2024-11,Month-to-month,Standard,0,38.01,Yes,Organic,Midwest,8,13,49.9,1,Yes
CUST-01018,2025-03,Month-to-month,Basic,1,23.31,Yes,Referral,West,2,9,68.4,0,Yes
CUST-01019,2024-01,Month-to-month,Basic,0,18.72,No,Organic,West,6,23,69.7,0,Yes
CUST-01020,2023-09,Month-to-month,Premium,2,80.06,No,Organic,South,11,27,67.5,1,Yes
CUST-01021,2024-07,Month-to-month,Basic,2,29.08,Yes,Sales-Assisted,South,1,17,42.7,0,Yes
CUST-01022,2025-03,Two year,Standard,0,35.65,Yes,Paid Search,Northeast,9,9,58.3,1,No
CUST-01023,2025-11,Two year,Standard,0,35.72,Yes,Sales-Assisted,Midwest,1,1,52.8,0,No
CUST-01024,2025-06,Month-to-month,Basic,1,23.44,Yes,Paid Search,Midwest,6,6,88.9,0,No
CUST-01025,2023-11,One year,Standard,1,47.42,No,Organic,Midwest,24,25,90.3,0,Yes
CUST-01026,2024-12,Month-to-month,Basic,2,32.26,Yes,Referral,Midwest,4,12,57.7,0,Yes
CUST-01027,2023-08,Month-to-month,Premium,2,78.22,No,Paid Search,Midwest,2,28,59.2,0,Yes
CUST-01028,2024-09,One year,Basic,2,32.74,Yes,Organic,Northeast,15,15,77.6,0,No
CUST-01029,2024-02,Month-to-month,Basic,3,38.73,Yes,Paid Search,Northeast,2,22,43.9,0,Yes
CUST-01030,2024-06,Month-to-month,Standard,1,40.56,Yes,Organic,West,18,18,80.0,0,No
CUST-01031,2024-03,Month-to-month,Premium,2,82.83,Yes,Organic,South,21,21,95.2,0,Yes
CUST-01032,2024-12,Month-to-month,Premium,2,78.59,No,Paid Search,Northeast,7,12,66.0,0,Yes
CUST-01033,2024-09,One year,Standard,0,31.06,Yes,Paid Search,Midwest,15,15,29.3,3,No
CUST-01034,2024-04,Two year,Standard,0,33.69,Yes,Organic,West,20,20,64.5,0,No
CUST-01035,2024-12,One year,Basic,1,24.5,Yes,Sales-Assisted,South,12,12,64.6,0,Yes
CUST-01036,2025-11,Month-to-month,Basic,1,22.61,Yes,Paid Search,Midwest,1,1,66.5,0,No
CUST-01037,2025-04,Two year,Standard,4,65.06,Yes,Referral,Midwest,8,8,71.2,0,No
CUST-01038,2023-09,Two year,Basic,0,14.12,No,Organic,South,1,27,96.1,0,Yes
CUST-01039,2025-06,Month-to-month,Basic,2,30.03,Yes,Sales-Assisted,West,6,6,72.6,1,No
CUST-01040,2024-10,Month-to-month,Basic,4,50.0,Yes,Organic,West,14,14,67.9,0,No
CUST-01041,2024-09,Month-to-month,Standard,2,48.25,No,Paid Search,Northeast,6,15,68.8,0,Yes
CUST-01042,2024-10,One year,Standard,0,35.74,Yes,Paid Search,South,14,14,70.9,0,No
CUST-01043,2024-05,One year,Standard,0,36.02,Yes,Paid Search,West,19,19,40.0,0,No
CUST-01044,2024-11,Month-to-month,Basic,1,20.91,Yes,Organic,West,8,13,71.1,0,Yes
CUST-01045,2023-11,Two year,Standard,0,33.47,Yes,Paid Search,Northeast,25,25,57.4,1,No
CUST-01046,2025-04,Month-to-month,Basic,0,19.71,Yes,Paid Search,Midwest,8,8,40.4,0,No
CUST-01047,2024-07,Month-to-month,Basic,0,17.4,No,Organic,Northeast,2,17,55.5,0,Yes
CUST-01048,2023-12,One year,Premium,0,63.61,Yes,Sales-Assisted,Northeast,24,24,32.4,2,No
CUST-01049,2023-07,Month-to-month,Basic,2,29.83,No,Organic,South,2,29,69.6,0,Yes
CUST-01050,2024-10,Two year,Standard,0,36.79,Yes,Referral,South,5,14,74.9,0,Yes
CUST-01051,2023-12,One year,Basic,2,33.36,No,Sales-Assisted,South,1,24,48.7,0,Yes
CUST-01052,2025-09,One year,Basic,1,20.68,Yes,Paid Search,West,3,3,98.2,0,No
CUST-01053,2024-07,One year,Basic,0,11.19,No,Paid Search,Northeast,17,17,72.4,0,No
