ticket_id,month,category,issue,self_service_eligible,resolution_minutes
KB-00479,6,Password Reset,Account locked after failed attempts,Y,6.1
KB-00480,6,Password Reset,Account locked after failed attempts,Y,4.5
KB-00481,6,Password Reset,Account locked after failed attempts,Y,5.9
KB-00482,6,Password Reset,Account locked after failed attempts,Y,5.4
KB-00483,6,Password Reset,Account locked after failed attempts,Y,5.1
KB-00484,6,Password Reset,Account locked after failed attempts,Y,7.4
KB-00485,6,Password Reset,Account locked after failed attempts,Y,7.4
KB-00486,6,Password Reset,Account locked after failed attempts,Y,6.1
KB-00487,6,Password Reset,Account locked after failed attempts,Y,4.6
KB-00488,6,Password Reset,Account locked after failed attempts,Y,4.4
KB-00489,6,Password Reset,Account locked after failed attempts,Y,6.4
KB-00490,6,Password Reset,Account locked after failed attempts,Y,9.6
KB-00491,6,Password Reset,Account locked after failed attempts,Y,5.3
KB-00492,6,Password Reset,Account locked after failed attempts,Y,4.8
KB-00493,6,Password Reset,Account locked after failed attempts,Y,5.0
KB-00494,6,Password Reset,Account locked after failed attempts,Y,4.4
KB-00495,6,Password Reset,Account locked after failed attempts,Y,4.5
KB-00496,1,Account Access,New software access request,N,16.3
KB-00497,1,Account Access,New software access request,N,12.0
KB-00498,1,Account Access,New software access request,N,10.5
KB-00499,1,Account Access,New software access request,N,7.2
KB-00500,1,Account Access,New software access request,N,12.6
KB-00501,1,Account Access,New software access request,N,11.9
KB-00502,1,Account Access,New software access request,N,8.3
KB-00503,1,Account Access,New software access request,N,8.7
KB-00504,1,Account Access,New software access request,N,11.9
KB-00505,1,Account Access,New software access request,N,15.0
KB-00506,1,Account Access,New software access request,N,13.9
KB-00507,1,Account Access,New software access request,N,12.6
KB-00508,1,Account Access,New software access request,N,11.0
KB-00509,1,Account Access,New software access request,N,13.0
KB-00510,1,Account Access,New software access request,N,12.0
KB-00511,1,Account Access,New software access request,N,18.5
KB-00512,1,Account Access,New software access request,N,8.6
KB-00513,2,Account Access,New software access request,N,15.8
KB-00514,2,Account Access,New software access request,N,11.2
KB-00515,2,Account Access,New software access request,N,16.3
KB-00516,2,Account Access,New software access request,N,11.9
KB-00517,2,Account Access,New software access request,N,12.4
KB-00518,2,Account Access,New software access request,N,10.9
KB-00519,2,Account Access,New software access request,N,7.9
KB-00520,2,Account Access,New software access request,N,9.1
KB-00521,2,Account Access,New software access request,N,18.6
KB-00522,2,Account Access,New software access request,N,13.9
KB-00523,2,Account Access,New software access request,N,13.8
KB-00524,2,Account Access,New software access request,N,14.9
KB-00525,2,Account Access,New software access request,N,13.7
KB-00526,2,Account Access,New software access request,N,15.1
KB-00527,2,Account Access,New software access request,N,11.2
KB-00528,2,Account Access,New software access request,N,11.3
KB-00529,2,Account Access,New software access request,N,15.0
KB-00530,3,Account Access,New software access request,N,8.0
KB-00531,3,Account Access,New software access request,N,11.3
KB-00532,3,Account Access,New software access request,N,10.4
KB-00533,3,Account Access,New software access request,N,13.8
KB-00534,3,Account Access,New software access request,N,9.8
KB-00535,3,Account Access,New software access request,N,8.8
KB-00536,3,Account Access,New software access request,N,11.0
KB-00537,3,Account Access,New software access request,N,16.7
KB-00538,3,Account Access,New software access request,N,11.9
KB-00539,3,Account Access,New software access request,N,12.5
KB-00540,3,Account Access,New software access request,N,12.0
KB-00541,3,Account Access,New software access request,N,12.9
KB-00542,3,Account Access,New software access request,N,14.8
KB-00543,3,Account Access,New software access request,N,16.2
KB-00544,3,Account Access,New software access request,N,7.1
KB-00545,3,Account Access,New software access request,N,16.1
KB-00546,3,Account Access,New software access request,N,12.0
KB-00547,4,Account Access,New software access request,N,19.2
KB-00548,4,Account Access,New software access request,N,11.5
KB-00549,4,Account Access,New software access request,N,17.8
KB-00550,4,Account Access,New software access request,N,14.9
KB-00551,4,Account Access,New software access request,N,8.9
KB-00552,4,Account Access,New software access request,N,13.5
KB-00553,4,Account Access,New software access request,N,14.2
KB-00554,4,Account Access,New software access request,N,11.6
KB-00555,4,Account Access,New software access request,N,5.0
KB-00556,4,Account Access,New software access request,N,11.0
KB-00557,4,Account Access,New software access request,N,11.4
KB-00558,4,Account Access,New software access request,N,8.7
KB-00559,4,Account Access,New software access request,N,17.5
KB-00560,4,Account Access,New software access request,N,11.3
KB-00561,4,Account Access,New software access request,N,10.8
KB-00562,4,Account Access,New software access request,N,11.1
KB-00563,4,Account Access,New software access request,N,9.6
KB-00564,5,Account Access,New software access request,N,12.3
KB-00565,5,Account Access,New software access request,N,12.9
KB-00566,5,Account Access,New software access request,N,10.5
KB-00567,5,Account Access,New software access request,N,11.7
KB-00568,5,Account Access,New software access request,N,7.8
KB-00569,5,Account Access,New software access request,N,13.6
KB-00570,5,Account Access,New software access request,N,9.8
KB-00571,5,Account Access,New software access request,N,12.6
KB-00572,5,Account Access,New software access request,N,9.3
KB-00573,5,Account Access,New software access request,N,10.5
KB-00574,5,Account Access,New software access request,N,12.6
KB-00575,5,Account Access,New software access request,N,8.4
KB-00576,5,Account Access,New software access request,N,19.4
KB-00577,5,Account Access,New software access request,N,11.9
KB-00578,5,Account Access,New software access request,N,11.8
KB-00579,6,Account Access,New software access request,N,16.8
KB-00580,6,Account Access,New software access request,N,16.2
KB-00581,6,Account Access,New software access request,N,12.9
KB-00582,6,Account Access,New software access request,N,7.9
KB-00583,6,Account Access,New software access request,N,10.5
KB-00584,6,Account Access,New software access request,N,13.8
KB-00585,6,Account Access,New software access request,N,10.5
KB-00586,6,Account Access,New software access request,N,8.4
KB-00587,6,Account Access,New software access request,N,8.4
KB-00588,6,Account Access,New software access request,N,9.7
KB-00589,6,Account Access,New software access request,N,12.0
KB-00590,6,Account Access,New software access request,N,10.1
KB-00591,6,Account Access,New software access request,N,12.1
KB-00592,6,Account Access,New software access request,N,20.4
KB-00593,6,Account Access,New software access request,N,17.3
KB-00594,6,Account Access,New software access request,N,8.9
KB-00595,1,Account Access,Shared drive permission request,N,9.2
KB-00596,1,Account Access,Shared drive permission request,N,8.7
KB-00597,1,Account Access,Shared drive permission request,N,11.3
KB-00598,1,Account Access,Shared drive permission request,N,8.3
KB-00599,1,Account Access,Shared drive permission request,N,8.3
KB-00600,1,Account Access,Shared drive permission request,N,8.2
KB-00601,1,Account Access,Shared drive permission request,N,8.8
KB-00602,1,Account Access,Shared drive permission request,N,11.9
KB-00603,1,Account Access,Shared drive permission request,N,10.7
KB-00604,1,Account Access,Shared drive permission request,N,6.0
KB-00605,1,Account Access,Shared drive permission request,N,8.0
KB-00606,1,Account Access,Shared drive permission request,N,7.2
KB-00607,1,Account Access,Shared drive permission request,N,10.8
KB-00608,1,Account Access,Shared drive permission request,N,9.5
KB-00609,1,Account Access,Shared drive permission request,N,11.0
KB-00610,2,Account Access,Shared drive permission request,N,4.7
KB-00611,2,Account Access,Shared drive permission request,N,10.0
KB-00612,2,Account Access,Shared drive permission request,N,9.5
KB-00613,2,Account Access,Shared drive permission request,N,10.1
KB-00614,2,Account Access,Shared drive permission request,N,6.1
KB-00615,2,Account Access,Shared drive permission request,N,9.2
KB-00616,2,Account Access,Shared drive permission request,N,7.5
KB-00617,2,Account Access,Shared drive permission request,N,7.5
KB-00618,2,Account Access,Shared drive permission request,N,9.8
KB-00619,2,Account Access,Shared drive permission request,N,9.8
KB-00620,2,Account Access,Shared drive permission request,N,7.0
KB-00621,2,Account Access,Shared drive permission request,N,5.1
KB-00622,2,Account Access,Shared drive permission request,N,3.4
KB-00623,2,Account Access,Shared drive permission request,N,7.7
KB-00624,3,Account Access,Shared drive permission request,N,8.9
KB-00625,3,Account Access,Shared drive permission request,N,3.9
KB-00626,3,Account Access,Shared drive permission request,N,7.1
KB-00627,3,Account Access,Shared drive permission request,N,9.9
KB-00628,3,Account Access,Shared drive permission request,N,12.8
KB-00629,3,Account Access,Shared drive permission request,N,11.6
KB-00630,3,Account Access,Shared drive permission request,N,9.8
KB-00631,3,Account Access,Shared drive permission request,N,9.4
KB-00632,3,Account Access,Shared drive permission request,N,6.6
KB-00633,3,Account Access,Shared drive permission request,N,8.0
KB-00634,3,Account Access,Shared drive permission request,N,8.3
KB-00635,3,Account Access,Shared drive permission request,N,7.3
KB-00636,3,Account Access,Shared drive permission request,N,9.1
KB-00637,3,Account Access,Shared drive permission request,N,8.1
KB-00638,3,Account Access,Shared drive permission request,N,9.8
KB-00639,3,Account Access,Shared drive permission request,N,12.2
KB-00640,3,Account Access,Shared drive permission request,N,10.7
KB-00641,4,Account Access,Shared drive permission request,N,8.5
KB-00642,4,Account Access,Shared drive permission request,N,5.6
KB-00643,4,Account Access,Shared drive permission request,N,8.7
KB-00644,4,Account Access,Shared drive permission request,N,10.2
KB-00645,4,Account Access,Shared drive permission request,N,6.7
KB-00646,4,Account Access,Shared drive permission request,N,11.8
KB-00647,4,Account Access,Shared drive permission request,N,8.2
KB-00648,4,Account Access,Shared drive permission request,N,9.8
KB-00649,4,Account Access,Shared drive permission request,N,8.3
KB-00650,4,Account Access,Shared drive permission request,N,6.2
KB-00651,4,Account Access,Shared drive permission request,N,13.7
KB-00652,4,Account Access,Shared drive permission request,N,6.4
KB-00653,4,Account Access,Shared drive permission request,N,11.1
KB-00654,4,Account Access,Shared drive permission request,N,7.7
KB-00655,4,Account Access,Shared drive permission request,N,9.6
KB-00656,5,Account Access,Shared drive permission request,N,8.1
KB-00657,5,Account Access,Shared drive permission request,N,11.1
KB-00658,5,Account Access,Shared drive permission request,N,13.4
KB-00659,5,Account Access,Shared drive permission request,N,7.1
KB-00660,5,Account Access,Shared drive permission request,N,9.0
KB-00661,5,Account Access,Shared drive permission request,N,11.1
KB-00662,5,Account Access,Shared drive permission request,N,7.6
KB-00663,5,Account Access,Shared drive permission request,N,10.6
KB-00664,5,Account Access,Shared drive permission request,N,7.2
KB-00665,5,Account Access,Shared drive permission request,N,10.4
KB-00666,5,Account Access,Shared drive permission request,N,10.0
KB-00667,5,Account Access,Shared drive permission request,N,11.7
KB-00668,6,Account Access,Shared drive permission request,N,6.3
KB-00669,6,Account Access,Shared drive permission request,N,10.5
KB-00670,6,Account Access,Shared drive permission request,N,6.5
KB-00671,6,Account Access,Shared drive permission request,N,10.7
KB-00672,6,Account Access,Shared drive permission request,N,12.4
KB-00673,6,Account Access,Shared drive permission request,N,10.3
KB-00674,6,Account Access,Shared drive permission request,N,7.8
KB-00675,6,Account Access,Shared drive permission request,N,11.7
KB-00676,6,Account Access,Shared drive permission request,N,9.4
KB-00677,6,Account Access,Shared drive permission request,N,6.2
KB-00678,6,Account Access,Shared drive permission request,N,8.2
KB-00679,6,Account Access,Shared drive permission request,N,12.2
KB-00680,6,Account Access,Shared drive permission request,N,8.3
KB-00681,6,Account Access,Shared drive permission request,N,9.3
KB-00682,6,Account Access,Shared drive permission request,N,8.2
KB-00683,1,Email & Calendar,Can't set up email on phone,Y,8.3
KB-00684,1,Email & Calendar,Can't set up email on phone,Y,10.3
KB-00685,1,Email & Calendar,Can't set up email on phone,Y,10.0
KB-00686,1,Email & Calendar,Can't set up email on phone,Y,9.1
KB-00687,1,Email & Calendar,Can't set up email on phone,Y,4.4
KB-00688,1,Email & Calendar,Can't set up email on phone,Y,12.4
KB-00689,1,Email & Calendar,Can't set up email on phone,Y,11.2
KB-00690,1,Email & Calendar,Can't set up email on phone,Y,11.9
KB-00691,1,Email & Calendar,Can't set up email on phone,Y,12.6
KB-00692,1,Email & Calendar,Can't set up email on phone,Y,8.4
KB-00693,1,Email & Calendar,Can't set up email on phone,Y,8.1
KB-00694,1,Email & Calendar,Can't set up email on phone,Y,10.2
KB-00695,1,Email & Calendar,Can't set up email on phone,Y,13.5
KB-00696,1,Email & Calendar,Can't set up email on phone,Y,5.5
KB-00697,1,Email & Calendar,Can't set up email on phone,Y,9.0
KB-00698,1,Email & Calendar,Can't set up email on phone,Y,7.8
KB-00699,1,Email & Calendar,Can't set up email on phone,Y,10.8
KB-00700,1,Email & Calendar,Can't set up email on phone,Y,13.0
KB-00701,1,Email & Calendar,Can't set up email on phone,Y,8.8
KB-00702,1,Email & Calendar,Can't set up email on phone,Y,6.6
KB-00703,1,Email & Calendar,Can't set up email on phone,Y,9.6
KB-00704,1,Email & Calendar,Can't set up email on phone,Y,8.8
KB-00705,2,Email & Calendar,Can't set up email on phone,Y,11.6
KB-00706,2,Email & Calendar,Can't set up email on phone,Y,8.3
KB-00707,2,Email & Calendar,Can't set up email on phone,Y,11.1
KB-00708,2,Email & Calendar,Can't set up email on phone,Y,6.4
KB-00709,2,Email & Calendar,Can't set up email on phone,Y,12.1
KB-00710,2,Email & Calendar,Can't set up email on phone,Y,6.1
KB-00711,2,Email & Calendar,Can't set up email on phone,Y,12.0
KB-00712,2,Email & Calendar,Can't set up email on phone,Y,5.2
KB-00713,2,Email & Calendar,Can't set up email on phone,Y,12.8
KB-00714,2,Email & Calendar,Can't set up email on phone,Y,8.6
KB-00715,2,Email & Calendar,Can't set up email on phone,Y,5.8
KB-00716,2,Email & Calendar,Can't set up email on phone,Y,8.9
KB-00717,2,Email & Calendar,Can't set up email on phone,Y,10.3
KB-00718,2,Email & Calendar,Can't set up email on phone,Y,7.1
KB-00719,2,Email & Calendar,Can't set up email on phone,Y,8.3
KB-00720,2,Email & Calendar,Can't set up email on phone,Y,10.1
KB-00721,2,Email & Calendar,Can't set up email on phone,Y,9.1
KB-00722,2,Email & Calendar,Can't set up email on phone,Y,2.2
KB-00723,2,Email & Calendar,Can't set up email on phone,Y,8.5
KB-00724,2,Email & Calendar,Can't set up email on phone,Y,10.5
KB-00725,2,Email & Calendar,Can't set up email on phone,Y,10.2
KB-00726,2,Email & Calendar,Can't set up email on phone,Y,11.9
KB-00727,3,Email & Calendar,Can't set up email on phone,Y,15.6
KB-00728,3,Email & Calendar,Can't set up email on phone,Y,11.4
KB-00729,3,Email & Calendar,Can't set up email on phone,Y,10.2
KB-00730,3,Email & Calendar,Can't set up email on phone,Y,12.1
KB-00731,3,Email & Calendar,Can't set up email on phone,Y,11.8
KB-00732,3,Email & Calendar,Can't set up email on phone,Y,9.7
KB-00733,3,Email & Calendar,Can't set up email on phone,Y,8.0
KB-00734,3,Email & Calendar,Can't set up email on phone,Y,11.9
KB-00735,3,Email & Calendar,Can't set up email on phone,Y,10.5
KB-00736,3,Email & Calendar,Can't set up email on phone,Y,5.0
KB-00737,3,Email & Calendar,Can't set up email on phone,Y,6.9
KB-00738,3,Email & Calendar,Can't set up email on phone,Y,10.6
KB-00739,3,Email & Calendar,Can't set up email on phone,Y,9.8
KB-00740,3,Email & Calendar,Can't set up email on phone,Y,10.2
KB-00741,3,Email & Calendar,Can't set up email on phone,Y,11.0
KB-00742,3,Email & Calendar,Can't set up email on phone,Y,9.8
KB-00743,3,Email & Calendar,Can't set up email on phone,Y,13.3
KB-00744,3,Email & Calendar,Can't set up email on phone,Y,8.1
KB-00745,3,Email & Calendar,Can't set up email on phone,Y,8.6
KB-00746,3,Email & Calendar,Can't set up email on phone,Y,10.3
KB-00747,3,Email & Calendar,Can't set up email on phone,Y,11.3
KB-00748,3,Email & Calendar,Can't set up email on phone,Y,11.4
KB-00749,3,Email & Calendar,Can't set up email on phone,Y,13.0
KB-00750,3,Email & Calendar,Can't set up email on phone,Y,8.4
KB-00751,3,Email & Calendar,Can't set up email on phone,Y,12.3
KB-00752,3,Email & Calendar,Can't set up email on phone,Y,10.6
KB-00753,3,Email & Calendar,Can't set up email on phone,Y,7.0
KB-00754,4,Email & Calendar,Can't set up email on phone,Y,14.5
KB-00755,4,Email & Calendar,Can't set up email on phone,Y,11.4
KB-00756,4,Email & Calendar,Can't set up email on phone,Y,8.4
KB-00757,4,Email & Calendar,Can't set up email on phone,Y,3.8
KB-00758,4,Email & Calendar,Can't set up email on phone,Y,7.8
KB-00759,4,Email & Calendar,Can't set up email on phone,Y,7.8
KB-00760,4,Email & Calendar,Can't set up email on phone,Y,9.7
KB-00761,4,Email & Calendar,Can't set up email on phone,Y,15.0
KB-00762,4,Email & Calendar,Can't set up email on phone,Y,11.3
KB-00763,4,Email & Calendar,Can't set up email on phone,Y,10.2
KB-00764,4,Email & Calendar,Can't set up email on phone,Y,7.3
KB-00765,4,Email & Calendar,Can't set up email on phone,Y,6.7
KB-00766,4,Email & Calendar,Can't set up email on phone,Y,9.0
KB-00767,4,Email & Calendar,Can't set up email on phone,Y,8.4
KB-00768,4,Email & Calendar,Can't set up email on phone,Y,16.6
KB-00769,4,Email & Calendar,Can't set up email on phone,Y,8.5
KB-00770,4,Email & Calendar,Can't set up email on phone,Y,8.0
KB-00771,4,Email & Calendar,Can't set up email on phone,Y,12.2
KB-00772,4,Email & Calendar,Can't set up email on phone,Y,9.7
KB-00773,4,Email & Calendar,Can't set up email on phone,Y,6.6
KB-00774,4,Email & Calendar,Can't set up email on phone,Y,12.6
KB-00775,4,Email & Calendar,Can't set up email on phone,Y,8.8
KB-00776,4,Email & Calendar,Can't set up email on phone,Y,6.3
KB-00777,4,Email & Calendar,Can't set up email on phone,Y,10.3
KB-00778,4,Email & Calendar,Can't set up email on phone,Y,10.7
KB-00779,4,Email & Calendar,Can't set up email on phone,Y,8.7
KB-00780,4,Email & Calendar,Can't set up email on phone,Y,11.2
KB-00781,4,Email & Calendar,Can't set up email on phone,Y,11.4
KB-00782,4,Email & Calendar,Can't set up email on phone,Y,7.4
KB-00783,4,Email & Calendar,Can't set up email on phone,Y,4.6
KB-00784,5,Email & Calendar,Can't set up email on phone,Y,9.2
KB-00785,5,Email & Calendar,Can't set up email on phone,Y,12.4
KB-00786,5,Email & Calendar,Can't set up email on phone,Y,11.9
KB-00787,5,Email & Calendar,Can't set up email on phone,Y,12.8
KB-00788,5,Email & Calendar,Can't set up email on phone,Y,13.9
KB-00789,5,Email & Calendar,Can't set up email on phone,Y,9.5
KB-00790,5,Email & Calendar,Can't set up email on phone,Y,12.0
KB-00791,5,Email & Calendar,Can't set up email on phone,Y,5.9
KB-00792,5,Email & Calendar,Can't set up email on phone,Y,11.1
KB-00793,5,Email & Calendar,Can't set up email on phone,Y,10.4
KB-00794,5,Email & Calendar,Can't set up email on phone,Y,9.3
KB-00795,5,Email & Calendar,Can't set up email on phone,Y,8.4
KB-00796,5,Email & Calendar,Can't set up email on phone,Y,6.8
KB-00797,5,Email & Calendar,Can't set up email on phone,Y,9.8
KB-00798,5,Email & Calendar,Can't set up email on phone,Y,12.5
KB-00799,5,Email & Calendar,Can't set up email on phone,Y,8.6
KB-00800,5,Email & Calendar,Can't set up email on phone,Y,10.8
KB-00801,5,Email & Calendar,Can't set up email on phone,Y,7.9
KB-00802,6,Email & Calendar,Can't set up email on phone,Y,7.1
KB-00803,6,Email & Calendar,Can't set up email on phone,Y,10.4
KB-00804,6,Email & Calendar,Can't set up email on phone,Y,9.0
KB-00805,6,Email & Calendar,Can't set up email on phone,Y,10.2
KB-00806,6,Email & Calendar,Can't set up email on phone,Y,8.1
KB-00807,6,Email & Calendar,Can't set up email on phone,Y,6.7
KB-00808,6,Email & Calendar,Can't set up email on phone,Y,8.7
KB-00809,6,Email & Calendar,Can't set up email on phone,Y,12.0
KB-00810,6,Email & Calendar,Can't set up email on phone,Y,13.3
KB-00811,6,Email & Calendar,Can't set up email on phone,Y,8.7
KB-00812,6,Email & Calendar,Can't set up email on phone,Y,11.4
KB-00813,6,Email & Calendar,Can't set up email on phone,Y,11.3
KB-00814,6,Email & Calendar,Can't set up email on phone,Y,10.4
KB-00815,6,Email & Calendar,Can't set up email on phone,Y,5.8
KB-00816,6,Email & Calendar,Can't set up email on phone,Y,10.3
KB-00817,6,Email & Calendar,Can't set up email on phone,Y,7.2
KB-00818,6,Email & Calendar,Can't set up email on phone,Y,12.3
KB-00819,6,Email & Calendar,Can't set up email on phone,Y,11.4
KB-00820,6,Email & Calendar,Can't set up email on phone,Y,11.0
KB-00821,6,Email & Calendar,Can't set up email on phone,Y,3.5
KB-00822,6,Email & Calendar,Can't set up email on phone,Y,11.0
KB-00823,6,Email & Calendar,Can't set up email on phone,Y,11.2
KB-00824,6,Email & Calendar,Can't set up email on phone,Y,6.5
KB-00825,6,Email & Calendar,Can't set up email on phone,Y,11.8
KB-00826,6,Email & Calendar,Can't set up email on phone,Y,9.7
KB-00827,6,Email & Calendar,Can't set up email on phone,Y,9.1
KB-00828,6,Email & Calendar,Can't set up email on phone,Y,7.8
KB-00829,6,Email & Calendar,Can't set up email on phone,Y,7.1
KB-00830,6,Email & Calendar,Can't set up email on phone,Y,8.5
KB-00831,6,Email & Calendar,Can't set up email on phone,Y,16.8
KB-00832,6,Email & Calendar,Can't set up email on phone,Y,10.0
KB-00833,6,Email & Calendar,Can't set up email on phone,Y,10.0
KB-00834,1,Email & Calendar,Shared calendar not syncing,N,11.8
KB-00835,1,Email & Calendar,Shared calendar not syncing,N,12.1
KB-00836,1,Email & Calendar,Shared calendar not syncing,N,10.9
KB-00837,1,Email & Calendar,Shared calendar not syncing,N,17.1
KB-00838,1,Email & Calendar,Shared calendar not syncing,N,13.1
KB-00839,1,Email & Calendar,Shared calendar not syncing,N,17.0
KB-00840,1,Email & Calendar,Shared calendar not syncing,N,10.0
KB-00841,1,Email & Calendar,Shared calendar not syncing,N,17.3
KB-00842,2,Email & Calendar,Shared calendar not syncing,N,16.3
KB-00843,2,Email & Calendar,Shared calendar not syncing,N,13.6
KB-00844,2,Email & Calendar,Shared calendar not syncing,N,10.9
KB-00845,2,Email & Calendar,Shared calendar not syncing,N,18.2
KB-00846,2,Email & Calendar,Shared calendar not syncing,N,12.5
KB-00847,2,Email & Calendar,Shared calendar not syncing,N,13.5
KB-00848,2,Email & Calendar,Shared calendar not syncing,N,10.9
KB-00849,2,Email & Calendar,Shared calendar not syncing,N,14.7
KB-00850,2,Email & Calendar,Shared calendar not syncing,N,12.6
KB-00851,3,Email & Calendar,Shared calendar not syncing,N,15.2
KB-00852,3,Email & Calendar,Shared calendar not syncing,N,11.6
KB-00853,3,Email & Calendar,Shared calendar not syncing,N,9.1
KB-00854,3,Email & Calendar,Shared calendar not syncing,N,15.5
KB-00855,3,Email & Calendar,Shared calendar not syncing,N,17.2
KB-00856,3,Email & Calendar,Shared calendar not syncing,N,16.4
KB-00857,3,Email & Calendar,Shared calendar not syncing,N,10.0
KB-00858,3,Email & Calendar,Shared calendar not syncing,N,16.1
KB-00859,3,Email & Calendar,Shared calendar not syncing,N,15.3
KB-00860,4,Email & Calendar,Shared calendar not syncing,N,15.5
KB-00861,4,Email & Calendar,Shared calendar not syncing,N,12.9
KB-00862,4,Email & Calendar,Shared calendar not syncing,N,14.8
KB-00863,4,Email & Calendar,Shared calendar not syncing,N,17.2
KB-00864,4,Email & Calendar,Shared calendar not syncing,N,12.2
KB-00865,4,Email & Calendar,Shared calendar not syncing,N,9.0
KB-00866,4,Email & Calendar,Shared calendar not syncing,N,13.6
KB-00867,4,Email & Calendar,Shared calendar not syncing,N,14.7
KB-00868,4,Email & Calendar,Shared calendar not syncing,N,7.5
KB-00869,5,Email & Calendar,Shared calendar not syncing,N,16.1
KB-00870,5,Email & Calendar,Shared calendar not syncing,N,13.5
KB-00871,5,Email & Calendar,Shared calendar not syncing,N,14.3
KB-00872,5,Email & Calendar,Shared calendar not syncing,N,9.6
KB-00873,5,Email & Calendar,Shared calendar not syncing,N,17.2
KB-00874,5,Email & Calendar,Shared calendar not syncing,N,20.1
KB-00875,5,Email & Calendar,Shared calendar not syncing,N,13.3
KB-00876,5,Email & Calendar,Shared calendar not syncing,N,11.4
KB-00877,6,Email & Calendar,Shared calendar not syncing,N,17.1
KB-00878,6,Email & Calendar,Shared calendar not syncing,N,14.4
KB-00879,6,Email & Calendar,Shared calendar not syncing,N,11.2
KB-00880,6,Email & Calendar,Shared calendar not syncing,N,18.2
KB-00881,6,Email & Calendar,Shared calendar not syncing,N,16.7
KB-00882,6,Email & Calendar,Shared calendar not syncing,N,16.1
KB-00883,6,Email & Calendar,Shared calendar not syncing,N,7.8
KB-00884,1,Hardware,Printer won't print / shows offline,Y,12.7
KB-00885,1,Hardware,Printer won't print / shows offline,Y,7.6
KB-00886,1,Hardware,Printer won't print / shows offline,Y,13.6
KB-00887,1,Hardware,Printer won't print / shows offline,Y,14.9
KB-00888,1,Hardware,Printer won't print / shows offline,Y,13.8
KB-00889,1,Hardware,Printer won't print / shows offline,Y,9.0
KB-00890,1,Hardware,Printer won't print / shows offline,Y,9.1
KB-00891,1,Hardware,Printer won't print / shows offline,Y,13.6
KB-00892,1,Hardware,Printer won't print / shows offline,Y,13.7
KB-00893,1,Hardware,Printer won't print / shows offline,Y,14.4
KB-00894,1,Hardware,Printer won't print / shows offline,Y,14.3
KB-00895,1,Hardware,Printer won't print / shows offline,Y,10.7
KB-00896,1,Hardware,Printer won't print / shows offline,Y,9.9
KB-00897,1,Hardware,Printer won't print / shows offline,Y,5.9
KB-00898,1,Hardware,Printer won't print / shows offline,Y,13.2
KB-00899,1,Hardware,Printer won't print / shows offline,Y,17.3
KB-00900,1,Hardware,Printer won't print / shows offline,Y,9.7
KB-00901,1,Hardware,Printer won't print / shows offline,Y,9.7
KB-00902,1,Hardware,Printer won't print / shows offline,Y,12.8
KB-00903,1,Hardware,Printer won't print / shows offline,Y,12.0
KB-00904,1,Hardware,Printer won't print / shows offline,Y,7.2
KB-00905,1,Hardware,Printer won't print / shows offline,Y,9.0
KB-00906,1,Hardware,Printer won't print / shows offline,Y,8.0
KB-00907,1,Hardware,Printer won't print / shows offline,Y,16.6
KB-00908,1,Hardware,Printer won't print / shows offline,Y,9.0
KB-00909,1,Hardware,Printer won't print / shows offline,Y,13.3
KB-00910,1,Hardware,Printer won't print / shows offline,Y,16.3
KB-00911,1,Hardware,Printer won't print / shows offline,Y,16.2
KB-00912,1,Hardware,Printer won't print / shows offline,Y,14.9
KB-00913,1,Hardware,Printer won't print / shows offline,Y,15.5
KB-00914,1,Hardware,Printer won't print / shows offline,Y,7.6
KB-00915,1,Hardware,Printer won't print / shows offline,Y,10.0
KB-00916,1,Hardware,Printer won't print / shows offline,Y,9.0
KB-00917,1,Hardware,Printer won't print / shows offline,Y,10.2
KB-00918,1,Hardware,Printer won't print / shows offline,Y,18.2
KB-00919,1,Hardware,Printer won't print / shows offline,Y,6.4
KB-00920,1,Hardware,Printer won't print / shows offline,Y,12.5
KB-00921,2,Hardware,Printer won't print / shows offline,Y,14.7
KB-00922,2,Hardware,Printer won't print / shows offline,Y,14.6
KB-00923,2,Hardware,Printer won't print / shows offline,Y,9.6
KB-00924,2,Hardware,Printer won't print / shows offline,Y,16.7
KB-00925,2,Hardware,Printer won't print / shows offline,Y,11.2
KB-00926,2,Hardware,Printer won't print / shows offline,Y,14.6
KB-00927,2,Hardware,Printer won't print / shows offline,Y,11.9
KB-00928,2,Hardware,Printer won't print / shows offline,Y,9.5
KB-00929,2,Hardware,Printer won't print / shows offline,Y,10.0
KB-00930,2,Hardware,Printer won't print / shows offline,Y,10.7
KB-00931,2,Hardware,Printer won't print / shows offline,Y,12.7
KB-00932,2,Hardware,Printer won't print / shows offline,Y,11.3
KB-00933,2,Hardware,Printer won't print / shows offline,Y,17.5
KB-00934,2,Hardware,Printer won't print / shows offline,Y,10.5
KB-00935,2,Hardware,Printer won't print / shows offline,Y,9.7
KB-00936,2,Hardware,Printer won't print / shows offline,Y,9.0
KB-00937,2,Hardware,Printer won't print / shows offline,Y,8.9
KB-00938,2,Hardware,Printer won't print / shows offline,Y,7.0
KB-00939,2,Hardware,Printer won't print / shows offline,Y,8.3
KB-00940,2,Hardware,Printer won't print / shows offline,Y,13.5
KB-00941,2,Hardware,Printer won't print / shows offline,Y,11.2
KB-00942,2,Hardware,Printer won't print / shows offline,Y,10.5
KB-00943,2,Hardware,Printer won't print / shows offline,Y,12.0
KB-00944,2,Hardware,Printer won't print / shows offline,Y,13.9
