order_id,customer_id,order_date,order_amount
O000699,C1057,2024-03-23,11107.37
O000700,C1057,2024-04-16,9380.15
O000701,C1057,2024-05-29,9944.67
O000702,C1057,2024-07-22,15496.8
O000703,C1057,2024-08-18,8074.12
O000704,C1057,2024-08-28,36493.92
O000705,C1057,2024-10-05,13754.63
O000706,C1057,2024-10-19,9854.96
O000707,C1057,2024-12-16,18709.94
O000708,C1057,2025-01-10,17140.56
O000709,C1057,2025-05-26,16648.87
O000710,C1057,2025-06-09,8410.41
O000711,C1057,2025-07-18,6840.25
O000712,C1057,2025-12-30,17823.4
O000713,C1058,2024-04-04,2086.89
O000714,C1058,2024-04-12,2149.66
O000715,C1058,2024-06-22,5429.88
O000716,C1058,2025-01-12,2659.87
O000717,C1058,2025-04-26,3277.45
O000718,C1058,2025-04-26,2146.01
O000719,C1058,2025-10-06,4054.88
O000720,C1058,2025-11-19,1373.28
O000721,C1058,2025-12-13,1651.0
O000722,C1059,2024-01-18,8899.53
O000723,C1059,2024-01-19,6477.29
O000724,C1059,2024-04-21,11375.63
O000725,C1059,2024-05-06,12084.69
O000726,C1059,2024-07-05,16466.07
O000727,C1059,2024-08-28,9510.16
O000728,C1059,2024-08-29,31122.43
O000729,C1059,2024-09-26,5875.78
O000730,C1059,2024-10-23,7305.14
O000731,C1059,2024-12-18,27571.15
O000732,C1059,2025-02-26,14247.04
O000733,C1059,2025-02-28,6594.16
O000734,C1059,2025-06-04,18922.11
O000735,C1059,2025-07-04,7137.14
O000736,C1059,2025-10-23,8841.56
O000737,C1059,2025-11-22,7913.31
O000738,C1059,2025-11-28,11145.81
O000739,C1060,2024-01-13,18266.65
O000740,C1060,2024-03-19,15013.44
O000741,C1060,2024-04-06,13795.55
O000742,C1060,2024-04-26,21580.43
O000743,C1060,2024-05-23,7970.31
O000744,C1060,2024-05-27,14879.28
O000745,C1060,2024-07-26,7486.28
O000746,C1060,2024-09-08,15288.76
O000747,C1060,2025-01-04,6286.69
O000748,C1060,2025-02-17,29172.46
O000749,C1060,2025-03-31,10471.69
O000750,C1060,2025-04-15,5331.29
O000751,C1060,2025-05-03,5330.64
O000752,C1060,2025-09-13,13187.0
O000753,C1060,2025-11-09,8478.7
O000754,C1060,2025-12-12,18993.66
O000755,C1061,2024-02-21,4174.87
O000756,C1061,2024-04-20,4858.69
O000757,C1061,2024-05-05,3115.18
O000758,C1061,2024-08-15,3986.93
O000759,C1061,2024-10-31,1182.26
O000760,C1061,2024-12-17,1502.71
O000761,C1061,2025-01-09,2725.06
O000762,C1061,2025-03-30,2242.63
O000763,C1061,2025-05-23,2735.33
O000764,C1061,2025-08-11,3582.15
O000765,C1062,2025-02-02,5010.51
O000766,C1062,2025-04-07,3317.3
O000767,C1062,2025-04-10,1949.42
O000768,C1062,2025-05-14,5283.56
O000769,C1062,2025-05-29,1071.55
O000770,C1062,2025-06-30,2575.81
O000771,C1062,2025-07-11,2967.25
O000772,C1062,2025-11-22,4111.93
O000773,C1062,2025-12-27,1720.36
O000774,C1063,2024-01-13,2919.51
O000775,C1063,2024-09-06,2081.84
O000776,C1063,2025-02-15,1145.72
O000777,C1063,2025-03-08,4381.69
O000778,C1063,2025-07-11,1807.21
O000779,C1063,2025-07-20,1618.46
O000780,C1063,2025-08-15,4041.88
O000781,C1064,2024-05-22,4445.9
O000782,C1064,2025-01-12,3033.79
O000783,C1064,2025-04-26,2858.82
O000784,C1064,2025-08-12,3598.93
O000785,C1064,2025-09-10,1859.06
O000786,C1064,2025-10-14,1933.4
O000787,C1064,2025-10-27,3294.12
O000788,C1064,2025-12-28,5277.89
O000789,C1065,2024-01-12,3834.36
O000790,C1065,2024-05-01,1475.24
O000791,C1065,2024-08-12,926.97
O000792,C1065,2024-10-22,2147.81
O000793,C1065,2025-01-23,5914.67
O000794,C1065,2025-08-21,753.09
O000795,C1065,2025-10-03,1778.77
O000796,C1066,2024-01-11,15447.88
O000797,C1066,2024-01-17,14045.54
O000798,C1066,2024-01-26,6106.67
O000799,C1066,2024-09-03,12541.26
O000800,C1066,2024-09-17,10391.62
O000801,C1066,2024-11-16,7066.89
O000802,C1066,2024-11-19,22188.27
O000803,C1066,2025-01-18,9971.48
O000804,C1066,2025-02-09,16674.11
O000805,C1066,2025-02-22,14186.13
O000806,C1066,2025-04-05,15195.83
O000807,C1066,2025-07-13,18342.04
O000808,C1066,2025-07-26,4215.69
O000809,C1066,2025-08-14,9448.53
O000810,C1066,2025-08-17,16779.41
O000811,C1066,2025-09-07,15563.42
O000812,C1066,2025-09-28,12023.42
O000813,C1067,2024-02-29,5452.99
O000814,C1067,2024-03-05,1914.57
O000815,C1067,2024-04-22,1962.05
O000816,C1067,2024-05-07,3997.66
O000817,C1067,2025-06-11,1295.94
O000818,C1067,2025-08-30,2437.76
O000819,C1067,2025-09-09,1018.8
O000820,C1068,2024-02-05,50084.86
O000821,C1068,2024-02-27,41636.5
O000822,C1068,2024-03-02,26035.57
O000823,C1068,2024-04-10,79595.22
O000824,C1068,2024-05-14,38552.73
O000825,C1068,2024-05-17,72665.01
O000826,C1068,2024-05-20,53920.68
O000827,C1068,2024-06-24,29677.87
O000828,C1068,2024-07-13,88094.96
O000829,C1068,2024-07-18,47457.45
O000830,C1068,2024-07-22,41586.19
O000831,C1068,2024-08-10,86453.7
O000832,C1068,2024-10-05,59764.41
O000833,C1068,2024-10-12,31003.9
O000834,C1068,2024-10-31,79287.97
O000835,C1068,2024-11-20,46658.26
O000836,C1068,2024-12-13,62607.51
O000837,C1068,2024-12-13,41790.69
O000838,C1068,2025-01-08,67180.24
O000839,C1068,2025-01-12,33514.08
O000840,C1068,2025-01-12,26231.39
O000841,C1068,2025-01-13,36803.25
O000842,C1068,2025-02-10,73009.94
O000843,C1068,2025-02-22,114373.79
O000844,C1068,2025-03-08,23298.52
O000845,C1068,2025-03-27,35156.09
O000846,C1068,2025-03-31,53621.45
O000847,C1068,2025-04-16,33655.0
O000848,C1068,2025-05-26,35325.82
O000849,C1068,2025-07-18,34300.98
O000850,C1068,2025-07-25,41398.0
O000851,C1068,2025-10-06,30353.94
O000852,C1068,2025-10-13,28924.57
O000853,C1068,2025-10-20,56459.84
O000854,C1068,2025-10-26,70849.07
O000855,C1068,2025-11-12,38639.6
O000856,C1068,2025-12-06,31858.16
O000857,C1069,2024-06-17,3212.15
O000858,C1069,2024-06-27,1935.2
O000859,C1069,2024-12-22,1627.99
O000860,C1069,2025-01-18,3486.08
O000861,C1069,2025-02-20,2782.97
O000862,C1069,2025-04-07,3323.92
O000863,C1069,2025-07-28,3235.64
O000864,C1069,2025-11-05,1777.0
O000865,C1070,2024-01-13,45116.42
O000866,C1070,2024-02-26,43159.13
O000867,C1070,2024-03-09,37052.42
O000868,C1070,2024-03-31,38594.12
O000869,C1070,2024-05-27,83525.85
O000870,C1070,2024-06-29,51026.88
O000871,C1070,2024-07-05,64589.44
O000872,C1070,2024-09-04,63304.67
O000873,C1070,2024-09-07,39070.65
O000874,C1070,2024-09-29,24967.67
O000875,C1070,2024-10-13,68694.39
O000876,C1070,2024-12-14,72689.34
O000877,C1070,2025-01-12,42030.71
O000878,C1070,2025-02-11,72798.23
O000879,C1070,2025-02-11,59350.38
O000880,C1070,2025-04-21,28529.85
O000881,C1070,2025-06-15,36914.75
O000882,C1070,2025-07-24,77304.75
O000883,C1070,2025-08-01,60794.12
O000884,C1070,2025-08-20,98225.34
O000885,C1070,2025-09-03,41741.05
O000886,C1070,2025-09-05,34796.17
O000887,C1070,2025-09-14,86351.13
O000888,C1070,2025-10-23,103606.82
O000889,C1070,2025-11-10,33673.02
O000890,C1070,2025-11-17,27388.77
O000891,C1070,2025-12-16,32195.23
O000892,C1070,2025-12-30,33012.69
O000893,C1071,2024-01-16,2599.85
O000894,C1071,2024-01-20,1761.99
O000895,C1071,2024-02-03,1380.74
O000896,C1071,2024-09-09,1792.42
O000897,C1071,2024-12-10,3090.09
O000898,C1071,2025-11-29,2498.39
O000899,C1072,2024-01-12,2117.1
O000900,C1072,2024-04-22,1539.09
O000901,C1072,2024-06-15,1332.15
O000902,C1072,2024-07-24,3956.96
O000903,C1072,2025-01-09,2420.36
O000904,C1072,2025-02-05,4244.99
O000905,C1072,2025-02-24,3651.87
O000906,C1072,2025-03-13,4510.12
O000907,C1072,2025-04-03,2644.91
O000908,C1073,2024-03-18,2646.54
O000909,C1073,2024-04-24,3645.71
O000910,C1073,2024-08-06,7910.99
O000911,C1073,2024-10-21,7755.33
O000912,C1073,2024-11-16,2637.95
O000913,C1073,2025-02-24,1366.22
O000914,C1073,2025-04-24,3237.88
O000915,C1073,2025-06-09,6345.53
O000916,C1073,2025-07-07,1953.88
O000917,C1073,2025-08-22,1609.87
O000918,C1073,2025-10-06,2309.65
O000919,C1074,2024-02-20,2590.48
O000920,C1074,2024-06-12,1640.78
O000921,C1074,2024-10-10,6023.31
O000922,C1074,2024-11-01,2010.81
O000923,C1074,2024-11-20,3159.98
O000924,C1074,2025-04-25,3304.49
O000925,C1074,2025-07-05,1668.58
O000926,C1074,2025-07-13,4154.78
O000927,C1075,2024-05-17,4216.86
O000928,C1075,2024-05-28,5031.93
O000929,C1075,2024-07-04,1675.25
O000930,C1075,2024-08-03,2258.54
O000931,C1075,2025-02-04,2991.62
O000932,C1075,2025-03-19,1999.23
O000933,C1075,2025-05-15,3646.5
O000934,C1075,2025-05-25,2895.05
O000935,C1075,2025-06-14,1505.09
O000936,C1076,2025-04-28,843.73
O000937,C1076,2025-06-19,4142.54
O000938,C1076,2025-10-20,1998.39
O000939,C1076,2025-11-08,2162.84
O000940,C1076,2025-12-15,3594.79
O000941,C1077,2024-02-05,1980.65
O000942,C1077,2024-02-06,1093.46
O000943,C1077,2024-03-20,4674.32
O000944,C1077,2024-06-15,2308.58
O000945,C1077,2024-09-20,2179.82
O000946,C1077,2025-02-15,2175.87
O000947,C1077,2025-03-15,5091.58
O000948,C1077,2025-08-19,2229.22
O000949,C1078,2024-01-10,50845.71
O000950,C1078,2024-02-03,41292.49
O000951,C1078,2024-02-09,39625.36
O000952,C1078,2024-02-11,26442.99
O000953,C1078,2024-04-22,40457.5
O000954,C1078,2024-04-30,59446.66
O000955,C1078,2024-05-08,79333.22
O000956,C1078,2024-05-11,22266.83
O000957,C1078,2024-07-05,50593.14
O000958,C1078,2024-07-06,26059.51
O000959,C1078,2024-07-20,34840.33
O000960,C1078,2024-08-12,90715.11
O000961,C1078,2024-09-21,45648.03
O000962,C1078,2024-10-10,39511.59
O000963,C1078,2024-11-07,70190.7
O000964,C1078,2024-12-01,44107.03
O000965,C1078,2025-01-13,45935.16
O000966,C1078,2025-02-01,50669.76
O000967,C1078,2025-03-07,40732.51
O000968,C1078,2025-04-10,28394.78
O000969,C1078,2025-04-23,31140.42
O000970,C1078,2025-05-06,65210.03
O000971,C1078,2025-06-29,40199.36
O000972,C1078,2025-07-08,43312.73
O000973,C1078,2025-07-11,21778.92
O000974,C1078,2025-09-23,60669.58
O000975,C1078,2025-10-10,81237.06
O000976,C1078,2025-11-26,24332.98
O000977,C1078,2025-12-21,55009.61
O000978,C1079,2024-03-30,8605.58
O000979,C1079,2024-04-03,22457.16
O000980,C1079,2024-05-05,10670.42
O000981,C1079,2024-06-07,8388.27
O000982,C1079,2024-06-26,8739.51
O000983,C1079,2024-07-08,15991.4
O000984,C1079,2024-07-17,6482.76
O000985,C1079,2024-08-17,6724.06
O000986,C1079,2024-08-19,13293.72
O000987,C1079,2024-09-02,21088.81
O000988,C1079,2024-09-16,8865.7
O000989,C1079,2024-10-09,8829.98
O000990,C1079,2024-11-13,14147.19
O000991,C1079,2025-04-15,10659.39
O000992,C1079,2025-08-17,10574.55
O000993,C1079,2025-09-06,8865.5
O000994,C1079,2025-09-11,6968.98
O000995,C1079,2025-11-04,8499.72
O000996,C1079,2025-11-27,8009.02
O000997,C1079,2025-12-15,9284.95
O000998,C1080,2024-01-03,4443.41
O000999,C1080,2024-05-14,1340.82
O001000,C1080,2024-07-25,754.09
O001001,C1080,2024-08-04,4265.36
O001002,C1080,2024-11-20,2300.82
O001003,C1080,2025-01-09,1513.59
O001004,C1080,2025-04-02,2588.35
O001005,C1080,2025-04-19,2575.38
O001006,C1080,2025-10-03,1567.24
O001007,C1080,2025-10-24,2266.98
O001008,C1080,2025-11-02,2415.98
O001009,C1081,2024-02-28,4159.99
O001010,C1081,2024-03-21,2775.44
O001011,C1081,2024-11-29,3003.34
O001012,C1081,2024-12-09,1690.53
O001013,C1081,2025-03-05,2595.77
O001014,C1081,2025-04-26,1662.7
O001015,C1081,2025-08-07,1728.28
O001016,C1081,2025-08-19,1887.02
O001017,C1081,2025-09-12,4077.48
O001018,C1081,2025-12-09,2935.47
O001019,C1081,2025-12-11,3091.68
O001020,C1082,2024-07-03,3794.75
O001021,C1082,2024-12-04,1983.08
O001022,C1082,2025-01-03,2376.86
O001023,C1082,2025-02-24,2017.46
O001024,C1082,2025-03-04,1650.3
O001025,C1082,2025-03-13,4131.07
O001026,C1082,2025-07-01,3795.13
O001027,C1082,2025-09-11,3090.73
O001028,C1082,2025-12-12,4437.29
O001029,C1083,2024-03-01,117121.43
O001030,C1083,2024-03-18,49443.21
O001031,C1083,2024-03-28,92685.15
O001032,C1083,2024-04-29,44834.98
O001033,C1083,2024-05-03,44802.75
O001034,C1083,2024-05-03,45379.78
O001035,C1083,2024-05-09,50594.12
O001036,C1083,2024-05-16,59744.36
O001037,C1083,2024-05-18,80260.92
O001038,C1083,2024-06-29,41797.11
O001039,C1083,2024-08-09,27422.92
O001040,C1083,2024-08-10,54983.29
O001041,C1083,2024-09-08,50618.12
O001042,C1083,2024-11-30,36430.29
O001043,C1083,2025-01-07,53019.78
O001044,C1083,2025-01-27,67933.85
O001045,C1083,2025-01-28,56694.58
O001046,C1083,2025-03-11,49026.11
O001047,C1083,2025-03-19,93280.27
O001048,C1083,2025-05-11,36547.46
O001049,C1083,2025-05-30,78115.18
O001050,C1083,2025-07-11,52045.95
O001051,C1083,2025-07-27,37381.29
O001052,C1083,2025-08-15,29143.71
O001053,C1083,2025-09-14,49985.37
O001054,C1083,2025-10-07,42925.64
O001055,C1083,2025-11-07,64283.87
O001056,C1083,2025-11-30,57008.33
O001057,C1083,2025-12-09,30468.03
O001058,C1083,2025-12-25,62009.96
O001059,C1084,2024-01-01,1556.91
O001060,C1084,2024-03-13,2449.2
O001061,C1084,2024-05-21,3707.77
O001062,C1084,2024-06-15,950.37
O001063,C1084,2024-07-08,2592.39
O001064,C1084,2024-09-09,2312.02
O001065,C1084,2024-09-16,4615.8
O001066,C1084,2024-11-27,2854.1
O001067,C1084,2024-12-10,2776.96
O001068,C1084,2025-02-03,2234.58
O001069,C1084,2025-08-21,3754.99
O001070,C1085,2024-03-27,11214.17
O001071,C1085,2024-05-04,7729.92
O001072,C1085,2024-07-09,19463.12
O001073,C1085,2024-07-20,10508.59
O001074,C1085,2024-07-30,10552.37
O001075,C1085,2024-09-09,7327.79
O001076,C1085,2024-10-17,9273.66
O001077,C1085,2024-11-15,8674.61
O001078,C1085,2024-12-27,18221.95
O001079,C1085,2025-01-20,15030.78
O001080,C1085,2025-03-15,14834.23
O001081,C1085,2025-04-26,9294.16
O001082,C1085,2025-04-29,6189.92
O001083,C1085,2025-05-12,9073.65
O001084,C1085,2025-06-04,4505.45
O001085,C1085,2025-06-09,11111.22
O001086,C1085,2025-09-02,8960.27
O001087,C1085,2025-09-13,10267.72
O001088,C1086,2024-06-30,2330.76
O001089,C1086,2024-09-01,1378.42
O001090,C1086,2025-06-21,2846.85
O001091,C1086,2025-11-01,4186.38
O001092,C1087,2024-02-12,19894.27
O001093,C1087,2024-02-20,23294.76
O001094,C1087,2024-03-17,13845.49
O001095,C1087,2024-04-13,19899.07
O001096,C1087,2024-06-05,10090.26
O001097,C1087,2024-06-10,15051.1
O001098,C1087,2024-07-09,7288.79
O001099,C1087,2024-09-16,18086.11
O001100,C1087,2025-01-13,15907.63
O001101,C1087,2025-01-18,5153.69
O001102,C1087,2025-08-26,29307.56
O001103,C1087,2025-09-24,8825.58
O001104,C1087,2025-10-01,6497.67
O001105,C1088,2024-05-04,2660.79
O001106,C1088,2024-05-31,1792.02
O001107,C1088,2024-09-23,2067.67
O001108,C1088,2024-11-05,4594.4
O001109,C1088,2024-11-22,1521.76
O001110,C1088,2025-02-06,2194.05
O001111,C1088,2025-02-12,1365.93
O001112,C1088,2025-03-12,4297.19
O001113,C1088,2025-03-16,3787.87
O001114,C1088,2025-09-17,2978.61
O001115,C1088,2025-10-13,1408.78
O001116,C1088,2025-10-14,2832.34
O001117,C1088,2025-10-31,4580.58
O001118,C1089,2024-11-11,2809.68
O001119,C1089,2025-02-06,1473.13
O001120,C1089,2025-05-23,3568.61
O001121,C1089,2025-11-11,1646.26
O001122,C1089,2025-11-24,4159.79
O001123,C1090,2024-01-18,4961.75
O001124,C1090,2024-03-30,1493.73
O001125,C1090,2024-04-06,2909.53
O001126,C1090,2024-09-12,5559.7
O001127,C1090,2025-02-04,1081.12
O001128,C1090,2025-03-17,2846.55
O001129,C1090,2025-08-24,3459.48
O001130,C1090,2025-10-23,2473.71
O001131,C1090,2025-12-22,2515.68
O001132,C1091,2024-01-07,6259.49
O001133,C1091,2024-02-23,6581.13
O001134,C1091,2024-04-21,3204.96
O001135,C1091,2024-08-01,4534.14
O001136,C1091,2024-10-15,2632.68
O001137,C1091,2024-12-10,3250.88
O001138,C1091,2025-02-05,2058.32
O001139,C1091,2025-12-13,4892.74
O001140,C1091,2025-12-30,2621.31
O001141,C1092,2024-01-12,39028.33
O001142,C1092,2024-02-11,68222.1
O001143,C1092,2024-02-29,55727.88
O001144,C1092,2024-03-25,55768.99
O001145,C1092,2024-05-18,53592.81
O001146,C1092,2024-06-01,65418.06
O001147,C1092,2024-07-25,71392.1
O001148,C1092,2024-08-17,73625.03
O001149,C1092,2024-09-04,44704.27
O001150,C1092,2024-09-05,49626.33
O001151,C1092,2024-10-03,150316.15
O001152,C1092,2024-10-27,29786.71
O001153,C1092,2024-10-28,39366.11
O001154,C1092,2024-11-26,82538.97
O001155,C1092,2024-11-27,115773.14
O001156,C1092,2025-01-09,40411.41
O001157,C1092,2025-01-09,22513.23
O001158,C1092,2025-01-11,54344.84
O001159,C1092,2025-02-12,121562.28
O001160,C1092,2025-02-12,52232.43
O001161,C1092,2025-02-13,34534.14
O001162,C1092,2025-02-13,113002.63
O001163,C1092,2025-03-01,47032.01
O001164,C1092,2025-04-08,18512.46
O001165,C1092,2025-05-21,68547.09
O001166,C1092,2025-09-06,35620.39
O001167,C1092,2025-10-08,69303.14
O001168,C1092,2025-10-22,36385.74
O001169,C1092,2025-11-26,41686.71
O001170,C1093,2024-01-28,17662.4
O001171,C1093,2024-04-06,7252.85
O001172,C1093,2024-10-04,6626.27
O001173,C1093,2024-10-15,16963.01
O001174,C1093,2024-11-25,8756.17
O001175,C1093,2024-11-26,16699.12
O001176,C1093,2025-02-17,5394.31
O001177,C1093,2025-03-05,4885.12
O001178,C1093,2025-04-10,19991.55
O001179,C1093,2025-05-30,12670.6
O001180,C1093,2025-08-06,12880.99
O001181,C1093,2025-11-10,13475.8
O001182,C1093,2025-12-10,14369.36
O001183,C1094,2024-03-13,2838.07
O001184,C1094,2024-05-22,4404.04
O001185,C1094,2024-07-19,1152.95
O001186,C1094,2025-06-05,2950.43
O001187,C1094,2025-12-28,2019.98
O001188,C1095,2024-02-11,22050.39
O001189,C1095,2024-02-24,7178.8
O001190,C1095,2024-03-15,10704.34
O001191,C1095,2024-04-19,8213.55
O001192,C1095,2024-07-31,16285.53
O001193,C1095,2024-08-25,6084.49
O001194,C1095,2024-10-17,9853.95
O001195,C1095,2024-11-16,8545.68
O001196,C1095,2024-11-19,15954.39
O001197,C1095,2025-01-22,9549.47
O001198,C1095,2025-03-07,12705.79
O001199,C1095,2025-05-29,8504.82
O001200,C1095,2025-07-09,3964.56
O001201,C1095,2025-07-17,10425.34
O001202,C1095,2025-08-02,18055.35
O001203,C1095,2025-09-09,15211.84
O001204,C1095,2025-09-28,5649.83
O001205,C1095,2025-10-06,23430.22
O001206,C1095,2025-10-14,9949.63
O001207,C1095,2025-10-22,12763.28
O001208,C1095,2025-10-22,8848.4
O001209,C1095,2025-10-23,15230.88
O001210,C1095,2025-12-15,17135.84
O001211,C1096,2024-03-15,4210.2
O001212,C1096,2024-04-30,2979.61
O001213,C1096,2024-05-02,2675.61
O001214,C1096,2024-08-12,9695.83
O001215,C1096,2025-06-28,2617.64
O001216,C1097,2024-05-27,2424.82
O001217,C1097,2024-07-01,1740.61
O001218,C1097,2024-07-26,2173.53
O001219,C1097,2024-10-24,830.6
O001220,C1097,2024-12-01,2318.96
O001221,C1097,2025-04-26,13695.63
O001222,C1097,2025-05-14,2543.2
O001223,C1097,2025-09-29,1628.97
O001224,C1098,2024-06-10,1085.04
O001225,C1098,2024-06-17,2754.11
O001226,C1098,2024-06-22,2243.83
O001227,C1098,2024-08-15,1096.12
O001228,C1098,2024-08-21,1841.74
O001229,C1098,2024-10-14,2772.08
O001230,C1098,2024-10-25,4885.8
O001231,C1098,2025-01-30,2094.11
O001232,C1098,2025-06-07,2384.01
O001233,C1098,2025-07-03,5590.98
O001234,C1098,2025-08-02,2622.23
O001235,C1098,2025-09-28,4848.33
O001236,C1098,2025-10-10,3066.49
O001237,C1099,2024-01-23,3968.75
O001238,C1099,2024-08-22,3027.38
O001239,C1099,2024-10-02,2328.93
O001240,C1099,2024-12-20,1373.34
O001241,C1099,2025-03-09,5039.49
O001242,C1099,2025-06-27,8678.96
O001243,C1099,2025-07-17,4723.74
O001244,C1099,2025-09-07,3347.21
O001245,C1099,2025-10-05,2541.68
O001246,C1100,2024-01-20,1718.22
O001247,C1100,2024-02-20,4269.6
O001248,C1100,2024-05-06,3917.18
O001249,C1100,2024-07-23,1395.99
O001250,C1100,2024-12-15,1292.97
O001251,C1100,2024-12-19,2008.68
O001252,C1100,2025-01-24,3531.91
O001253,C1100,2025-04-16,3064.6
O001254,C1101,2024-02-22,2726.32
O001255,C1101,2024-09-13,2651.92
O001256,C1101,2024-10-06,2516.34
O001257,C1101,2024-11-21,1764.47
O001258,C1101,2024-12-09,3897.58
O001259,C1101,2025-09-10,1594.15
O001260,C1101,2025-10-29,3722.26
O001261,C1102,2024-01-11,2817.31
O001262,C1102,2024-04-07,1690.09
O001263,C1102,2024-05-17,3881.94
O001264,C1102,2024-06-14,5645.17
O001265,C1102,2024-08-20,1059.6
O001266,C1102,2024-12-16,1527.16
O001267,C1102,2024-12-24,1921.76
O001268,C1102,2025-01-09,1265.18
O001269,C1102,2025-01-17,939.22
O001270,C1102,2025-01-18,2490.04
O001271,C1102,2025-02-11,2984.29
O001272,C1102,2025-11-12,2998.04
O001273,C1102,2025-12-02,1662.39
O001274,C1103,2024-01-10,1561.59
O001275,C1103,2024-04-19,2838.14
O001276,C1103,2024-04-27,2999.31
O001277,C1103,2024-08-24,2242.31
O001278,C1103,2024-10-06,3057.69
O001279,C1103,2025-01-26,1757.17
O001280,C1103,2025-04-08,2222.87
O001281,C1103,2025-04-18,4932.64
O001282,C1103,2025-09-03,1126.05
O001283,C1103,2025-09-19,4792.61
O001284,C1104,2024-02-17,5307.35
O001285,C1104,2024-08-09,4082.17
O001286,C1104,2025-02-09,1588.95
O001287,C1104,2025-07-04,2808.57
O001288,C1104,2025-12-26,3277.97
O001289,C1105,2024-02-01,1929.95
O001290,C1105,2024-02-03,1868.83
O001291,C1105,2024-03-05,3141.27
O001292,C1105,2024-03-23,3185.62
O001293,C1105,2024-08-13,1374.46
O001294,C1105,2024-09-03,7083.92
O001295,C1105,2024-11-19,5727.22
O001296,C1105,2025-01-27,3390.1
O001297,C1105,2025-06-10,1778.68
O001298,C1105,2025-07-31,2013.04
O001299,C1105,2025-09-24,2211.3
O001300,C1105,2025-12-25,8142.8
O001301,C1106,2024-06-16,2045.02
O001302,C1106,2024-12-03,2240.37
O001303,C1106,2025-01-26,4627.1
O001304,C1106,2025-04-13,2095.17
O001305,C1106,2025-04-26,2033.32
O001306,C1106,2025-06-07,1639.53
O001307,C1106,2025-10-25,1492.63
O001308,C1106,2025-12-29,2633.21
O001309,C1107,2024-01-24,8074.08
O001310,C1107,2024-02-17,11691.75
O001311,C1107,2024-08-19,8922.05
O001312,C1107,2024-09-03,10660.53
O001313,C1107,2024-09-22,8860.41
O001314,C1107,2025-02-03,11517.89
O001315,C1107,2025-05-01,9938.47
O001316,C1107,2025-06-05,10713.25
O001317,C1107,2025-06-16,6690.91
O001318,C1107,2025-06-23,6689.24
O001319,C1107,2025-11-05,9507.48
O001320,C1107,2025-11-18,19132.47
O001321,C1108,2024-01-04,5959.58
O001322,C1108,2024-02-24,1858.01
O001323,C1108,2024-06-16,3892.62
O001324,C1108,2024-08-14,631.23
O001325,C1108,2024-10-11,1872.96
O001326,C1108,2024-11-16,2479.39
O001327,C1108,2025-03-03,2809.57
O001328,C1108,2025-06-02,1520.17
O001329,C1108,2025-06-03,1376.26
O001330,C1108,2025-06-30,1690.03
O001331,C1108,2025-08-13,4583.52
O001332,C1108,2025-09-02,5560.81
O001333,C1109,2024-05-28,2898.17
O001334,C1109,2024-07-10,6348.05
O001335,C1109,2025-04-09,3448.1
O001336,C1109,2025-05-30,5239.13
O001337,C1110,2024-03-21,1136.01
O001338,C1110,2024-04-24,1034.22
O001339,C1110,2024-06-14,1043.63
O001340,C1110,2024-08-10,2926.33
O001341,C1110,2024-08-27,3335.23
O001342,C1110,2024-12-14,3069.66
O001343,C1110,2025-03-23,1244.54
O001344,C1111,2024-06-30,2942.75
O001345,C1111,2024-09-16,844.84
O001346,C1111,2024-11-20,3543.1
O001347,C1111,2025-01-13,2446.61
O001348,C1111,2025-03-26,2194.77
O001349,C1111,2025-06-20,2013.48
O001350,C1111,2025-08-09,2171.62
O001351,C1111,2025-10-03,3675.51
O001352,C1111,2025-11-05,5343.11
O001353,C1112,2024-01-16,10024.28
O001354,C1112,2024-02-29,17798.49
O001355,C1112,2024-04-20,7887.95
O001356,C1112,2024-06-16,33683.92
O001357,C1112,2024-07-28,9045.77
O001358,C1112,2024-09-09,14306.25
O001359,C1112,2024-11-28,29772.11
O001360,C1112,2024-12-14,8734.77
O001361,C1112,2024-12-21,12576.97
O001362,C1112,2025-01-01,13191.42
O001363,C1112,2025-04-28,12032.98
O001364,C1112,2025-06-08,8729.74
O001365,C1112,2025-06-14,5893.02
O001366,C1112,2025-07-19,4170.24
O001367,C1112,2025-07-26,11462.0
O001368,C1112,2025-09-29,20055.32
O001369,C1112,2025-10-17,6361.32
O001370,C1112,2025-12-11,17193.97
O001371,C1113,2024-06-03,2320.11
O001372,C1113,2024-12-23,661.03
O001373,C1113,2025-02-13,1159.01
O001374,C1113,2025-06-06,4376.22
O001375,C1113,2025-07-02,3099.53
O001376,C1113,2025-09-20,4533.24
O001377,C1114,2024-04-09,1450.94
O001378,C1114,2024-05-24,2782.38
O001379,C1114,2024-08-05,2191.32
O001380,C1114,2024-09-16,1347.57
O001381,C1114,2025-04-02,1269.6
O001382,C1114,2025-05-15,968.53
O001383,C1114,2025-06-10,2940.57
O001384,C1114,2025-08-05,3136.81
O001385,C1115,2024-01-04,147473.66
O001386,C1115,2024-01-12,52075.31
O001387,C1115,2024-01-19,71913.42
O001388,C1115,2024-02-06,37323.4
O001389,C1115,2024-02-14,28956.11
O001390,C1115,2024-02-29,93274.79
O001391,C1115,2024-03-06,41996.18
O001392,C1115,2024-03-08,39800.76
O001393,C1115,2024-05-16,44269.79
O001394,C1115,2024-05-24,40094.31
O001395,C1115,2024-06-05,50314.74
O001396,C1115,2024-06-28,34232.97
O001397,C1115,2024-07-08,29236.58
