payment_id,invoice_id,payment_date,payment_amount
P000667,INV000646,2025-03-18,2891.81
P000668,INV000647,2025-04-08,1590.4
P000669,INV000648,2025-10-19,2673.73
P000670,INV000649,2025-11-18,6632.37
P000671,INV000650,2024-01-31,10337.25
P000672,INV000651,2024-02-26,11925.41
P000673,INV000652,2024-04-08,10043.7
P000674,INV000653,2024-05-26,8770.86
P000675,INV000653,2024-05-29,8651.1
P000676,INV000654,2024-06-04,8860.73
P000677,INV000655,2024-10-18,2626.4
P000678,INV000655,2024-10-25,2479.55
P000679,INV000656,2024-11-09,5450.21
P000680,INV000657,2024-12-07,5929.56
P000681,INV000657,2024-12-10,4302.51
P000682,INV000658,2024-12-29,15138.28
P000683,INV000659,2025-02-09,16602.19
P000684,INV000660,2025-03-15,9820.11
P000685,INV000661,2025-04-24,14271.87
P000686,INV000662,2025-05-07,14820.86
P000687,INV000662,2025-05-10,10559.95
P000688,INV000663,2025-05-14,12545.37
P000689,INV000664,2025-08-26,12311.75
P000690,INV000665,2025-10-10,11392.11
P000691,INV000666,2025-11-21,11958.89
P000692,INV000667,2025-11-28,13102.84
P000693,INV000670,2024-02-27,8604.34
P000694,INV000671,2024-03-10,10902.44
P000695,INV000672,2024-04-05,7193.01
P000696,INV000673,2024-06-30,9580.78
P000697,INV000674,2024-09-22,9395.11
P000698,INV000675,2024-11-25,9657.5
P000699,INV000676,2024-12-23,2901.76
P000700,INV000676,2024-12-26,3459.66
P000701,INV000677,2024-12-26,10957.34
P000702,INV000678,2025-01-01,7872.67
P000703,INV000680,2025-02-07,10111.78
P000704,INV000681,2025-04-18,21074.53
P000705,INV000682,2025-04-18,12613.87
P000706,INV000683,2025-06-09,9116.92
P000707,INV000684,2025-06-18,7930.5
P000708,INV000685,2025-09-27,19749.12
P000709,INV000686,2025-10-02,10754.78
P000710,INV000687,2025-12-21,20274.86
P000711,INV000688,2024-03-28,3960.83
P000712,INV000689,2024-05-18,932.18
P000713,INV000690,2024-09-09,2844.92
P000714,INV000691,2024-11-11,1839.9
P000715,INV000692,2025-04-11,1580.79
P000716,INV000693,2025-07-01,2006.54
P000717,INV000694,2024-11-06,2454.22
P000718,INV000695,2024-11-29,772.74
P000719,INV000696,2025-07-11,1918.32
P000720,INV000697,2024-02-26,21083.91
P000721,INV000698,2024-02-29,9386.08
P000722,INV000699,2024-04-19,11107.37
P000723,INV000700,2024-05-19,5506.04
P000724,INV000700,2024-05-22,3874.11
P000725,INV000701,2024-06-28,9944.67
P000726,INV000702,2024-08-20,15496.8
P000727,INV000703,2024-09-16,8074.12
P000728,INV000704,2024-09-25,36493.92
P000729,INV000705,2024-10-26,13754.63
P000730,INV000706,2024-11-19,5223.44
P000731,INV000706,2024-11-22,4631.52
P000732,INV000707,2025-01-18,18709.94
P000733,INV000708,2025-02-06,17140.56
P000734,INV000709,2025-06-21,16648.87
P000735,INV000710,2025-07-12,8410.41
P000736,INV000711,2025-08-15,6840.25
P000737,INV000713,2024-05-01,2086.89
P000738,INV000714,2024-05-07,2149.66
P000739,INV000715,2024-07-19,5429.88
P000740,INV000716,2025-02-07,2659.87
P000741,INV000717,2025-05-23,3277.45
P000742,INV000718,2025-05-25,2146.01
P000743,INV000719,2025-11-10,4054.88
P000744,INV000720,2025-12-21,1373.28
P000745,INV000721,2025-12-31,765.74
P000746,INV000721,2025-12-31,885.26
P000747,INV000722,2024-02-22,4718.87
P000748,INV000722,2024-03-01,4180.66
P000749,INV000723,2024-02-21,4403.84
P000750,INV000723,2024-02-24,2073.45
P000751,INV000724,2024-05-27,11375.63
P000752,INV000725,2024-06-06,12084.69
P000753,INV000726,2024-08-18,16466.07
P000754,INV000727,2024-10-12,9510.16
P000755,INV000728,2024-10-10,31122.43
P000756,INV000729,2024-11-03,5875.78
P000757,INV000731,2025-02-07,27571.15
P000758,INV000732,2025-04-04,7326.68
P000759,INV000732,2025-04-07,6920.36
P000760,INV000733,2025-04-22,6594.16
P000761,INV000734,2025-07-03,18922.11
P000762,INV000735,2025-08-16,7137.14
P000763,INV000736,2025-12-06,8841.56
P000764,INV000737,2025-12-27,7913.31
P000765,INV000738,2025-12-31,11145.81
P000766,INV000739,2024-02-10,18266.65
P000767,INV000740,2024-04-09,15013.44
P000768,INV000741,2024-04-29,13795.55
P000769,INV000742,2024-05-25,21580.43
P000770,INV000743,2024-06-26,7970.31
P000771,INV000744,2024-06-29,14879.28
P000772,INV000745,2024-08-22,7486.28
P000773,INV000746,2024-10-03,15288.76
P000774,INV000747,2025-01-29,6286.69
P000775,INV000748,2025-03-14,20675.52
P000776,INV000748,2025-03-18,8496.94
P000777,INV000749,2025-04-27,10471.69
P000778,INV000750,2025-05-13,2983.46
P000779,INV000750,2025-05-17,2347.83
P000780,INV000751,2025-06-02,5330.64
P000781,INV000752,2025-10-21,13187.0
P000782,INV000753,2025-12-03,8478.7
P000783,INV000755,2024-03-15,4174.87
P000784,INV000756,2024-05-22,4858.69
P000785,INV000757,2024-06-09,3115.18
P000786,INV000758,2024-09-22,3986.93
P000787,INV000759,2024-12-15,1182.26
P000788,INV000760,2024-12-23,1502.71
P000789,INV000761,2025-03-13,2725.06
P000790,INV000762,2025-05-08,2242.63
P000791,INV000763,2025-06-29,2735.33
P000792,INV000764,2025-09-01,3582.15
P000793,INV000765,2025-02-18,5010.51
P000794,INV000766,2025-04-15,3317.3
P000795,INV000767,2025-04-25,1949.42
P000796,INV000768,2025-05-23,5283.56
P000797,INV000769,2025-06-12,1071.55
P000798,INV000770,2025-07-15,1253.05
P000799,INV000770,2025-07-20,1322.76
P000800,INV000771,2025-07-26,1202.76
P000801,INV000771,2025-07-29,1764.49
P000802,INV000772,2025-11-30,4111.93
P000803,INV000774,2024-01-27,2919.51
P000804,INV000775,2024-09-15,2081.84
P000805,INV000776,2025-03-05,1145.72
P000806,INV000777,2025-03-18,4381.69
P000807,INV000778,2025-07-17,1807.21
P000808,INV000779,2025-08-02,1618.46
P000809,INV000780,2025-09-05,4041.88
P000810,INV000781,2024-06-27,4445.9
P000811,INV000782,2025-02-02,1339.88
P000812,INV000782,2025-02-05,1693.91
P000813,INV000783,2025-05-19,2858.82
P000814,INV000784,2025-08-30,3598.93
P000815,INV000785,2025-09-29,1859.06
P000816,INV000786,2025-11-04,1933.4
P000817,INV000787,2025-11-18,2121.6
P000818,INV000787,2025-11-21,1172.52
P000819,INV000789,2024-01-24,3834.36
P000820,INV000790,2024-05-25,1475.24
P000821,INV000791,2024-08-31,926.97
P000822,INV000792,2024-11-07,2147.81
P000823,INV000793,2025-02-05,5914.67
P000824,INV000794,2025-09-03,540.13
P000825,INV000794,2025-09-09,212.96
P000826,INV000795,2025-10-24,1778.77
P000827,INV000796,2024-02-16,15447.88
P000828,INV000797,2024-02-16,14045.54
P000829,INV000798,2024-02-25,6106.67
P000830,INV000799,2024-09-24,12541.26
P000831,INV000800,2024-10-19,10391.62
P000832,INV000801,2024-12-16,4048.63
P000833,INV000801,2024-12-19,3018.26
P000834,INV000802,2024-12-30,22188.27
P000835,INV000803,2025-02-17,9971.48
P000836,INV000804,2025-03-11,16674.11
P000837,INV000805,2025-03-25,14186.13
P000838,INV000806,2025-05-02,15195.83
P000839,INV000808,2025-08-21,1824.09
P000840,INV000808,2025-08-24,2391.6
P000841,INV000809,2025-09-14,9448.53
P000842,INV000810,2025-09-18,16779.41
P000843,INV000811,2025-10-07,11298.05
P000844,INV000811,2025-10-10,4265.37
P000845,INV000812,2025-10-29,12023.42
P000846,INV000813,2024-04-09,5452.99
P000847,INV000814,2024-04-19,1914.57
P000848,INV000815,2024-05-07,1962.05
P000849,INV000816,2024-06-18,3997.66
P000850,INV000817,2025-07-14,1295.94
P000851,INV000818,2025-09-29,2437.76
P000852,INV000819,2025-10-24,1018.8
P000853,INV000820,2024-04-07,50084.86
P000854,INV000821,2024-04-22,41636.5
P000855,INV000822,2024-04-27,26035.57
P000856,INV000823,2024-06-03,79595.22
P000857,INV000824,2024-07-16,38552.73
P000858,INV000825,2024-07-12,72665.01
P000859,INV000826,2024-07-15,53920.68
P000860,INV000827,2024-08-23,21986.47
P000861,INV000827,2024-08-26,7691.4
P000862,INV000828,2024-09-09,88094.96
P000863,INV000829,2024-09-17,47457.45
P000864,INV000830,2024-09-25,41586.19
P000865,INV000831,2024-10-12,56253.85
P000866,INV000831,2024-10-15,30199.85
P000867,INV000832,2024-12-05,33479.16
P000868,INV000832,2024-12-08,26285.25
P000869,INV000833,2024-12-04,31003.9
P000870,INV000834,2024-12-30,50028.96
P000871,INV000834,2025-01-02,29259.01
P000872,INV000835,2025-01-21,46658.26
P000873,INV000836,2025-02-12,62607.51
P000874,INV000837,2025-02-10,41790.69
P000875,INV000838,2025-03-05,42745.58
P000876,INV000838,2025-03-09,24434.66
P000877,INV000839,2025-03-12,33514.08
P000878,INV000840,2025-03-10,11579.49
P000879,INV000840,2025-03-13,14651.9
P000880,INV000841,2025-03-09,36803.25
P000881,INV000842,2025-04-04,73009.94
P000882,INV000843,2025-04-24,114373.79
P000883,INV000844,2025-05-05,23298.52
P000884,INV000845,2025-06-01,35156.09
P000885,INV000846,2025-05-29,36791.13
P000886,INV000846,2025-06-01,16830.32
P000887,INV000847,2025-06-14,33655.0
P000888,INV000848,2025-07-27,35325.82
P000889,INV000849,2025-09-13,34300.98
P000890,INV000850,2025-09-25,41398.0
P000891,INV000851,2025-12-07,30353.94
P000892,INV000852,2025-12-13,12259.16
P000893,INV000852,2025-12-16,16665.41
P000894,INV000853,2025-12-15,56459.84
P000895,INV000854,2025-12-23,70849.07
P000896,INV000857,2024-07-06,3212.15
P000897,INV000858,2024-07-08,1935.2
P000898,INV000859,2025-01-09,997.83
P000899,INV000859,2025-01-12,630.16
P000900,INV000861,2025-03-07,2782.97
P000901,INV000862,2025-04-19,3323.92
P000902,INV000863,2025-08-12,3235.64
P000903,INV000864,2025-11-21,1777.0
P000904,INV000865,2024-03-21,45116.42
P000905,INV000866,2024-05-11,43159.13
P000906,INV000867,2024-05-17,37052.42
P000907,INV000868,2024-06-09,38594.12
P000908,INV000869,2024-08-16,83525.85
P000909,INV000870,2024-09-03,25335.89
P000910,INV000870,2024-09-06,25690.99
P000911,INV000871,2024-09-09,64589.44
P000912,INV000872,2024-11-14,63304.67
P000913,INV000873,2024-11-07,24446.08
P000914,INV000873,2024-11-13,14624.57
P000915,INV000875,2024-12-27,68694.39
P000916,INV000876,2025-02-26,72689.34
P000917,INV000877,2025-03-28,42030.71
P000918,INV000878,2025-04-21,72798.23
P000919,INV000879,2025-05-02,59350.38
P000920,INV000880,2025-06-29,14594.45
P000921,INV000880,2025-07-02,13935.4
P000922,INV000881,2025-08-27,36914.75
P000923,INV000882,2025-10-02,77304.75
P000924,INV000883,2025-10-15,60794.12
P000925,INV000884,2025-10-22,98225.34
P000926,INV000885,2025-11-15,41741.05
P000927,INV000886,2025-11-13,34796.17
P000928,INV000887,2025-11-18,86351.13
P000929,INV000888,2025-12-31,103606.82
P000930,INV000893,2024-01-31,2599.85
P000931,INV000894,2024-01-31,1761.99
P000932,INV000895,2024-02-21,1380.74
P000933,INV000896,2024-09-23,1792.42
P000934,INV000897,2024-12-20,3090.09
P000935,INV000898,2025-12-19,2498.39
P000936,INV000899,2024-01-17,2117.1
P000937,INV000900,2024-05-02,1539.09
P000938,INV000901,2024-06-29,1332.15
P000939,INV000902,2024-08-04,3956.96
P000940,INV000903,2025-01-22,2420.36
P000941,INV000904,2025-02-17,4244.99
P000942,INV000905,2025-03-05,3651.87
P000943,INV000906,2025-04-01,4510.12
P000944,INV000907,2025-04-21,2644.91
P000945,INV000908,2024-04-18,2646.54
P000946,INV000909,2024-05-16,2368.23
P000947,INV000909,2024-05-19,1277.48
P000948,INV000910,2024-09-03,7910.99
P000949,INV000911,2024-11-13,7755.33
P000950,INV000912,2024-12-03,2637.95
P000951,INV000913,2025-03-13,1366.22
P000952,INV000914,2025-05-14,1304.6
P000953,INV000914,2025-05-26,1933.28
P000954,INV000915,2025-06-30,6345.53
P000955,INV000916,2025-07-28,1953.88
P000956,INV000918,2025-10-21,2309.65
P000957,INV000920,2024-07-09,994.21
P000958,INV000920,2024-07-12,646.57
P000959,INV000921,2024-10-26,6023.31
P000960,INV000922,2024-11-15,2010.81
P000961,INV000923,2024-12-18,3159.98
P000962,INV000924,2025-05-24,3304.49
P000963,INV000925,2025-07-31,1668.58
P000964,INV000926,2025-08-05,4154.78
P000965,INV000927,2024-06-01,4216.86
P000966,INV000928,2024-06-11,3732.89
P000967,INV000928,2024-06-14,1299.04
P000968,INV000929,2024-07-17,911.19
P000969,INV000929,2024-07-20,764.06
P000970,INV000930,2024-08-08,2258.54
P000971,INV000931,2025-02-10,2991.62
P000972,INV000932,2025-03-25,1999.23
P000973,INV000933,2025-06-03,3646.5
P000974,INV000934,2025-06-04,2895.05
P000975,INV000935,2025-07-05,1505.09
P000976,INV000936,2025-05-08,843.73
P000977,INV000937,2025-07-06,4142.54
P000978,INV000938,2025-10-29,1998.39
P000979,INV000939,2025-11-25,2162.84
P000980,INV000941,2024-02-19,1201.37
P000981,INV000941,2024-02-25,779.28
P000982,INV000942,2024-02-21,1093.46
P000983,INV000943,2024-04-07,4674.32
P000984,INV000944,2024-06-28,2308.58
P000985,INV000945,2024-09-29,2179.82
P000986,INV000946,2025-03-06,2175.87
P000987,INV000947,2025-03-27,5091.58
P000988,INV000949,2024-03-07,50845.71
P000989,INV000950,2024-04-03,41292.49
P000990,INV000951,2024-04-02,39625.36
P000991,INV000952,2024-04-13,26442.99
P000992,INV000953,2024-06-20,40457.5
P000993,INV000954,2024-07-02,33738.88
P000994,INV000954,2024-07-05,25707.78
P000995,INV000955,2024-07-05,79333.22
P000996,INV000956,2024-07-05,22266.83
P000997,INV000957,2024-09-04,50593.14
P000998,INV000958,2024-09-09,26059.51
P000999,INV000959,2024-09-16,34840.33
P001000,INV000960,2024-10-10,36686.8
P001001,INV000960,2024-10-13,54028.31
P001002,INV000961,2024-11-17,45648.03
P001003,INV000962,2024-12-09,39511.59
P001004,INV000963,2024-12-30,70190.7
P001005,INV000964,2025-01-24,44107.03
P001006,INV000965,2025-03-12,45935.16
P001007,INV000966,2025-04-05,50669.76
P001008,INV000967,2025-05-03,40732.51
P001009,INV000968,2025-06-08,28394.78
P001010,INV000969,2025-06-15,31140.42
P001011,INV000970,2025-07-05,39772.35
P001012,INV000970,2025-07-08,25437.68
P001013,INV000971,2025-08-29,40199.36
P001014,INV000972,2025-09-06,43312.73
P001015,INV000973,2025-09-11,21778.92
P001016,INV000974,2025-11-20,45024.93
P001017,INV000974,2025-11-28,15644.65
P001018,INV000975,2025-12-11,81237.06
P001019,INV000978,2024-05-02,8605.58
P001020,INV000979,2024-05-04,22457.16
P001021,INV000980,2024-06-06,10670.42
P001022,INV000981,2024-07-05,3457.74
P001023,INV000981,2024-07-08,4930.53
P001024,INV000982,2024-07-24,8739.51
P001025,INV000983,2024-08-06,15991.4
P001026,INV000984,2024-08-12,6482.76
P001027,INV000985,2024-09-17,6724.06
P001028,INV000986,2024-09-19,9736.0
P001029,INV000986,2024-09-22,3557.72
P001030,INV000987,2024-10-04,15176.32
P001031,INV000987,2024-10-07,5912.49
P001032,INV000988,2024-10-15,8865.7
P001033,INV000990,2024-12-12,7205.82
P001034,INV000990,2024-12-15,6941.37
P001035,INV000991,2025-05-17,10659.39
P001036,INV000992,2025-09-16,10574.55
P001037,INV000993,2025-10-06,3649.0
P001038,INV000993,2025-10-09,5216.5
P001039,INV000994,2025-10-08,6968.98
P001040,INV000995,2025-12-05,8499.72
P001041,INV000996,2025-12-30,8009.02
P001042,INV000998,2024-01-20,2303.96
P001043,INV000998,2024-01-23,2139.45
P001044,INV000999,2024-06-02,1340.82
P001045,INV001000,2024-08-06,446.88
P001046,INV001000,2024-08-09,307.21
P001047,INV001001,2024-08-18,4265.36
P001048,INV001002,2024-12-06,2300.82
P001049,INV001003,2025-01-28,1513.59
P001050,INV001004,2025-04-19,1470.92
P001051,INV001004,2025-04-22,1117.43
P001052,INV001005,2025-04-30,2575.38
P001053,INV001006,2025-10-20,1567.24
P001054,INV001007,2025-11-08,2266.98
P001055,INV001008,2025-11-17,2415.98
P001056,INV001009,2024-03-11,4159.99
P001057,INV001010,2024-04-08,2775.44
P001058,INV001011,2024-12-14,3003.34
P001059,INV001012,2024-12-24,1690.53
P001060,INV001013,2025-03-17,2595.77
P001061,INV001014,2025-05-12,1662.7
P001062,INV001016,2025-09-02,1887.02
P001063,INV001017,2025-10-01,4077.48
P001064,INV001018,2025-12-29,2935.47
P001065,INV001019,2025-12-27,1517.42
P001066,INV001019,2025-12-30,1574.26
P001067,INV001020,2024-07-13,3794.75
P001068,INV001021,2024-12-25,1983.08
P001069,INV001022,2025-01-27,2376.86
P001070,INV001023,2025-03-05,2017.46
P001071,INV001024,2025-03-13,1650.3
P001072,INV001025,2025-04-01,4131.07
P001073,INV001026,2025-07-21,3795.13
P001074,INV001027,2025-09-24,1588.9
P001075,INV001027,2025-09-27,1501.83
P001076,INV001028,2025-12-25,4437.29
P001077,INV001029,2024-04-28,117121.43
P001078,INV001030,2024-05-22,49443.21
P001079,INV001031,2024-05-29,92685.15
P001080,INV001032,2024-06-30,44834.98
P001081,INV001033,2024-07-04,20283.79
P001082,INV001033,2024-07-07,24518.96
P001083,INV001034,2024-06-28,45379.78
P001084,INV001035,2024-07-12,50594.12
P001085,INV001036,2024-07-15,59744.36
P001086,INV001037,2024-07-15,80260.92
P001087,INV001038,2024-08-28,28580.01
P001088,INV001038,2024-08-31,13217.1
P001089,INV001039,2024-10-09,27422.92
P001090,INV001040,2024-10-07,54983.29
P001091,INV001041,2024-11-11,50618.12
P001092,INV001042,2025-02-02,36430.29
P001093,INV001043,2025-03-09,53019.78
P001094,INV001044,2025-03-27,67933.85
P001095,INV001045,2025-04-03,56694.58
P001096,INV001046,2025-05-11,49026.11
P001097,INV001047,2025-05-21,93280.27
P001098,INV001048,2025-07-11,36547.46
P001099,INV001049,2025-07-26,78115.18
P001100,INV001050,2025-09-08,52045.95
P001101,INV001051,2025-09-26,22698.03
P001102,INV001051,2025-09-29,14683.26
P001103,INV001052,2025-10-08,29143.71
P001104,INV001053,2025-11-13,22071.66
P001105,INV001053,2025-11-16,27913.71
P001106,INV001054,2025-12-06,42925.64
P001107,INV001059,2024-02-09,972.63
P001108,INV001059,2024-02-24,584.28
P001109,INV001060,2024-04-07,1253.46
P001110,INV001060,2024-05-14,1195.74
P001111,INV001061,2024-07-02,3707.77
P001112,INV001062,2024-07-09,950.37
P001113,INV001063,2024-08-25,2592.39
P001114,INV001064,2024-10-24,2312.02
P001115,INV001065,2024-11-16,4615.8
P001116,INV001066,2024-12-26,2854.1
P001117,INV001067,2025-01-22,2776.96
P001118,INV001068,2025-03-22,2234.58
P001119,INV001069,2025-10-07,3754.99
P001120,INV001070,2024-04-25,6164.09
P001121,INV001070,2024-04-28,5050.08
P001122,INV001072,2024-08-04,19463.12
P001123,INV001073,2024-08-20,10508.59
P001124,INV001074,2024-08-30,10552.37
P001125,INV001075,2024-10-06,7327.79
P001126,INV001076,2024-11-20,9273.66
P001127,INV001077,2024-12-17,8674.61
P001128,INV001078,2025-01-27,18221.95
P001129,INV001079,2025-02-19,15030.78
P001130,INV001080,2025-04-12,14834.23
P001131,INV001081,2025-05-28,9294.16
P001132,INV001082,2025-05-30,6189.92
P001133,INV001083,2025-06-07,9073.65
P001134,INV001084,2025-07-05,4505.45
P001135,INV001085,2025-07-11,5616.98
P001136,INV001085,2025-07-14,5494.24
P001137,INV001086,2025-10-09,8960.27
P001138,INV001087,2025-10-13,10267.72
P001139,INV001088,2024-07-11,2330.76
P001140,INV001089,2024-09-14,1378.42
P001141,INV001091,2025-11-13,4186.38
P001142,INV001092,2024-03-09,19894.27
P001143,INV001093,2024-03-20,23294.76
P001144,INV001094,2024-04-17,13845.49
P001145,INV001095,2024-05-19,19899.07
P001146,INV001096,2024-06-30,10090.26
P001147,INV001097,2024-07-18,15051.1
P001148,INV001098,2024-08-06,7288.79
P001149,INV001099,2024-10-10,18086.11
P001150,INV001100,2025-02-12,15907.63
P001151,INV001101,2025-02-20,5153.69
P001152,INV001102,2025-09-29,29307.56
P001153,INV001103,2025-10-26,8825.58
P001154,INV001104,2025-10-28,6497.67
P001155,INV001105,2024-05-15,2660.79
P001156,INV001106,2024-06-25,1792.02
P001157,INV001107,2024-10-25,2067.67
P001158,INV001108,2024-11-27,4594.4
P001159,INV001109,2024-12-12,1521.76
P001160,INV001110,2025-03-05,2194.05
P001161,INV001111,2025-02-25,1365.93
P001162,INV001112,2025-04-08,4297.19
P001163,INV001113,2025-03-24,3787.87
P001164,INV001114,2025-10-16,2978.61
P001165,INV001115,2025-11-07,1408.78
P001166,INV001116,2025-11-06,1616.83
P001167,INV001116,2025-11-09,1215.51
P001168,INV001117,2025-11-20,2968.53
P001169,INV001117,2025-11-28,1612.05
P001170,INV001118,2024-11-26,1534.96
P001171,INV001118,2024-11-29,1274.72
P001172,INV001120,2025-06-07,3568.61
P001173,INV001121,2025-11-27,1646.26
P001174,INV001122,2025-12-06,4159.79
P001175,INV001123,2024-02-01,2378.56
P001176,INV001123,2024-02-04,2583.19
P001177,INV001124,2024-04-12,1493.73
P001178,INV001125,2024-04-21,2909.53
P001179,INV001126,2024-09-27,4051.15
P001180,INV001126,2024-09-30,1508.55
P001181,INV001127,2025-02-15,1081.12
P001182,INV001128,2025-04-03,2846.55
P001183,INV001129,2025-09-10,3459.48
P001184,INV001130,2025-11-10,1062.66
P001185,INV001130,2025-11-13,1411.05
P001186,INV001132,2024-01-19,6259.49
P001187,INV001133,2024-03-10,6581.13
P001188,INV001134,2024-05-07,3204.96
P001189,INV001135,2024-08-17,4534.14
P001190,INV001136,2024-10-26,1500.39
P001191,INV001136,2024-10-29,1132.29
P001192,INV001137,2024-12-23,1640.75
P001193,INV001137,2024-12-26,1610.13
P001194,INV001138,2025-02-22,1542.97
P001195,INV001138,2025-02-25,515.35
P001196,INV001139,2025-12-28,2662.1
P001197,INV001139,2025-12-31,2230.64
P001198,INV001142,2024-04-18,27527.29
P001199,INV001142,2024-04-25,40694.81
P001200,INV001143,2024-05-07,55727.88
P001201,INV001144,2024-05-28,55768.99
P001202,INV001145,2024-07-25,53592.81
P001203,INV001146,2024-08-06,37123.65
P001204,INV001146,2024-08-13,28294.41
P001205,INV001147,2024-09-24,71392.1
P001206,INV001148,2024-10-31,73625.03
P001207,INV001149,2024-11-09,44704.27
P001208,INV001150,2024-11-09,49626.33
P001209,INV001151,2024-12-09,150316.15
P001210,INV001152,2025-01-03,29786.71
P001211,INV001153,2025-01-02,39366.11
P001212,INV001154,2025-02-06,82538.97
P001213,INV001155,2025-02-10,115773.14
P001214,INV001156,2025-03-17,29860.3
P001215,INV001156,2025-03-21,10551.11
P001216,INV001157,2025-03-12,22513.23
P001217,INV001158,2025-03-21,54344.84
P001218,INV001159,2025-04-20,121562.28
P001219,INV001160,2025-04-19,52232.43
P001220,INV001161,2025-05-07,34534.14
P001221,INV001162,2025-04-15,113002.63
P001222,INV001163,2025-05-05,47032.01
P001223,INV001164,2025-06-10,18512.46
P001224,INV001165,2025-08-04,68547.09
P001225,INV001166,2025-11-09,21885.46
P001226,INV001166,2025-11-14,13734.93
P001227,INV001167,2025-12-16,47631.43
P001228,INV001167,2025-12-19,21671.71
P001229,INV001168,2025-12-29,36385.74
P001230,INV001170,2024-02-29,17662.4
P001231,INV001171,2024-05-06,7252.85
P001232,INV001172,2024-11-05,6626.27
P001233,INV001173,2024-11-09,16963.01
P001234,INV001174,2024-12-22,8756.17
P001235,INV001175,2024-12-23,16699.12
P001236,INV001176,2025-03-20,5394.31
P001237,INV001177,2025-03-29,4885.12
P001238,INV001178,2025-05-13,19991.55
P001239,INV001179,2025-06-28,12670.6
P001240,INV001180,2025-09-09,12880.99
P001241,INV001181,2025-12-07,13475.8
P001242,INV001183,2024-03-28,2838.07
P001243,INV001184,2024-06-08,4404.04
P001244,INV001185,2024-08-05,802.01
P001245,INV001185,2024-08-08,350.94
P001246,INV001186,2025-06-17,2950.43
P001247,INV001188,2024-03-18,22050.39
P001248,INV001189,2024-03-30,7178.8
P001249,INV001190,2024-04-14,4556.95
P001250,INV001190,2024-04-27,6147.39
P001251,INV001191,2024-05-31,8213.55
P001252,INV001192,2024-09-10,16285.53
P001253,INV001193,2024-09-24,6084.49
P001254,INV001194,2024-12-04,9853.95
P001255,INV001195,2024-12-20,8545.68
P001256,INV001196,2024-12-22,15954.39
P001257,INV001197,2025-02-25,9549.47
P001258,INV001198,2025-04-10,6414.62
P001259,INV001198,2025-04-13,6291.17
P001260,INV001199,2025-07-05,8504.82
P001261,INV001200,2025-08-24,3964.56
P001262,INV001201,2025-08-23,10425.34
P001263,INV001202,2025-09-18,18055.35
P001264,INV001203,2025-10-16,15211.84
P001265,INV001204,2025-10-28,5649.83
P001266,INV001205,2025-11-13,14208.02
P001267,INV001205,2025-11-19,9222.2
P001268,INV001206,2025-11-15,9949.63
P001269,INV001207,2025-12-05,12763.28
P001270,INV001208,2025-11-23,6094.9
P001271,INV001208,2025-11-26,2753.5
P001272,INV001209,2025-12-04,15230.88
P001273,INV001211,2024-04-01,4210.2
P001274,INV001212,2024-05-17,2979.61
P001275,INV001213,2024-05-16,2675.61
P001276,INV001214,2024-08-30,9695.83
P001277,INV001215,2025-07-14,2617.64
P001278,INV001216,2024-06-14,2424.82
P001279,INV001217,2024-07-09,1740.61
P001280,INV001218,2024-08-11,1254.91
P001281,INV001218,2024-08-14,918.62
P001282,INV001219,2024-11-14,830.6
P001283,INV001220,2024-12-20,2318.96
P001284,INV001221,2025-05-07,13695.63
P001285,INV001222,2025-05-30,2543.2
P001286,INV001223,2025-10-12,1628.97
P001287,INV001224,2024-06-25,495.05
P001288,INV001224,2024-06-28,589.99
P001289,INV001225,2024-06-30,2754.11
P001290,INV001226,2024-06-30,2243.83
P001291,INV001227,2024-08-26,1096.12
P001292,INV001228,2024-09-11,1841.74
P001293,INV001229,2024-10-31,2772.08
P001294,INV001230,2024-11-09,4885.8
P001295,INV001231,2025-02-12,2094.11
P001296,INV001232,2025-06-21,2384.01
P001297,INV001233,2025-07-18,5590.98
P001298,INV001234,2025-08-17,2622.23
P001299,INV001235,2025-10-13,4848.33
P001300,INV001236,2025-10-20,3066.49
P001301,INV001237,2024-02-10,3968.75
P001302,INV001238,2024-09-14,3027.38
P001303,INV001239,2024-10-24,2328.93
P001304,INV001240,2025-01-16,1373.34
P001305,INV001241,2025-03-25,3728.84
P001306,INV001241,2025-04-08,1310.65
P001307,INV001242,2025-07-14,8678.96
P001308,INV001243,2025-08-16,4723.74
P001309,INV001244,2025-09-23,3347.21
P001310,INV001245,2025-10-28,2541.68
P001311,INV001246,2024-02-01,1718.22
P001312,INV001247,2024-03-05,4269.6
P001313,INV001248,2024-05-23,3917.18
P001314,INV001249,2024-08-07,1395.99
P001315,INV001250,2024-12-31,961.43
P001316,INV001250,2025-01-07,331.54
P001317,INV001251,2025-01-04,2008.68
P001318,INV001252,2025-02-05,2416.17
P001319,INV001252,2025-02-08,1115.74
P001320,INV001253,2025-04-28,1740.15
P001321,INV001253,2025-05-01,1324.45
P001322,INV001254,2024-03-06,2726.32
P001323,INV001255,2024-10-05,2651.92
P001324,INV001256,2024-10-26,2516.34
P001325,INV001257,2024-12-27,1764.47
P001326,INV001258,2024-12-30,3897.58
P001327,INV001259,2025-09-26,1594.15
P001328,INV001260,2025-11-04,3722.26
P001329,INV001261,2024-01-21,2817.31
P001330,INV001262,2024-04-18,1690.09
P001331,INV001263,2024-05-30,3881.94
P001332,INV001264,2024-06-25,5645.17
P001333,INV001265,2024-09-11,1059.6
