employee_id,hire_month,department,channel,level,comp_ratio,manager_span,overtime_hours_monthly,avg_engagement_score,tenure_months,months_observable,terminated_voluntary
EMP-00297,2025-03,Customer Support,Employee Referral,Senior,1.002,7,13.4,31.6,9,9,No
EMP-00298,2025-03,Customer Support,Employee Referral,Mid,1.021,3,12.5,70.1,9,9,No
EMP-00299,2025-03,Customer Support,Employee Referral,Entry,0.947,6,0.0,76.3,9,9,No
EMP-00300,2025-04,Customer Support,Employee Referral,Mid,1.055,4,1.1,42.1,8,8,No
EMP-00301,2025-04,Customer Support,Employee Referral,Senior,1.127,8,0.8,42.8,8,8,No
EMP-00302,2025-04,Customer Support,Employee Referral,Entry,1.002,6,2.8,58.9,8,8,No
EMP-00303,2025-05,Customer Support,Employee Referral,Senior,0.912,7,7.5,72.3,7,7,No
EMP-00304,2025-05,Customer Support,Employee Referral,Entry,1.077,6,5.1,91.8,7,7,No
EMP-00305,2025-06,Customer Support,Employee Referral,Entry,0.778,8,3.7,95.5,2,6,Yes
EMP-00306,2025-06,Customer Support,Employee Referral,Entry,1.028,9,0.0,70.4,6,6,No
EMP-00307,2025-06,Customer Support,Employee Referral,Entry,0.847,6,0.0,74.9,6,6,No
EMP-00308,2025-06,Customer Support,Employee Referral,Mid,0.916,6,13.1,63.4,6,6,No
EMP-00309,2025-06,Customer Support,Employee Referral,Entry,1.001,11,0.0,58.6,6,6,No
EMP-00310,2025-07,Customer Support,Employee Referral,Entry,1.005,7,8.5,97.2,5,5,No
EMP-00311,2025-08,Customer Support,Employee Referral,Entry,0.884,7,14.0,62.9,4,4,No
EMP-00312,2025-08,Customer Support,Employee Referral,Mid,1.013,6,2.5,82.2,4,4,No
EMP-00313,2025-08,Customer Support,Employee Referral,Entry,0.942,3,3.6,57.5,4,4,No
EMP-00314,2025-08,Customer Support,Employee Referral,Mid,0.95,3,7.0,78.3,4,4,No
EMP-00315,2025-09,Customer Support,Employee Referral,Manager,1.018,5,3.6,74.4,3,3,No
EMP-00316,2025-09,Customer Support,Employee Referral,Entry,0.865,11,3.7,66.7,3,3,No
EMP-00317,2025-10,Customer Support,Employee Referral,Entry,1.056,4,1.8,97.0,2,2,No
EMP-00318,2025-10,Customer Support,Employee Referral,Mid,1.072,7,3.5,54.1,2,2,No
EMP-00319,2025-11,Customer Support,Employee Referral,Manager,1.029,3,1.8,52.7,1,1,No
EMP-00320,2025-11,Customer Support,Employee Referral,Senior,0.916,3,15.5,59.4,1,1,No
EMP-00321,2025-11,Customer Support,Employee Referral,Mid,1.064,6,8.7,56.0,1,1,No
EMP-00322,2025-11,Customer Support,Employee Referral,Mid,0.965,9,1.4,25.2,1,1,No
EMP-00323,2025-11,Customer Support,Employee Referral,Entry,1.044,5,0.0,50.1,1,1,No
EMP-00324,2025-12,Customer Support,Employee Referral,Mid,0.903,4,8.9,74.2,1,1,No
EMP-00325,2025-12,Customer Support,Employee Referral,Entry,0.834,13,0.0,50.1,1,1,No
EMP-00326,2025-12,Customer Support,Employee Referral,Senior,0.895,7,21.7,43.3,1,1,No
EMP-00327,2024-01,Customer Support,Agency,Entry,0.96,5,0.0,73.9,23,23,No
EMP-00328,2024-01,Customer Support,Agency,Entry,0.993,7,0.0,52.1,7,23,Yes
EMP-00329,2024-01,Customer Support,Agency,Entry,0.855,7,0.0,79.3,14,23,Yes
EMP-00330,2024-02,Customer Support,Agency,Mid,1.064,8,4.9,63.0,22,22,No
EMP-00331,2024-02,Customer Support,Agency,Manager,0.872,12,0.0,31.2,3,22,Yes
EMP-00332,2024-03,Customer Support,Agency,Entry,0.907,7,4.5,49.0,3,21,Yes
EMP-00333,2024-03,Customer Support,Agency,Entry,0.949,9,2.3,68.1,21,21,No
EMP-00334,2024-04,Customer Support,Agency,Senior,0.94,4,1.1,79.8,20,20,No
EMP-00335,2024-04,Customer Support,Agency,Senior,1.017,3,15.9,63.3,20,20,No
EMP-00336,2024-04,Customer Support,Agency,Mid,1.054,8,3.9,78.4,9,20,Yes
EMP-00337,2024-05,Customer Support,Agency,Mid,1.047,6,0.0,47.0,19,19,No
EMP-00338,2024-06,Customer Support,Agency,Entry,0.899,3,2.9,61.0,18,18,No
EMP-00339,2024-06,Customer Support,Agency,Entry,0.799,9,9.0,59.6,17,18,Yes
EMP-00340,2024-07,Customer Support,Agency,Entry,0.968,8,8.0,66.2,17,17,No
EMP-00341,2024-07,Customer Support,Agency,Entry,0.886,8,15.4,69.5,17,17,No
EMP-00342,2024-07,Customer Support,Agency,Manager,1.098,6,0.0,51.9,17,17,No
EMP-00343,2024-08,Customer Support,Agency,Entry,0.939,9,0.0,85.1,2,16,Yes
EMP-00344,2024-09,Customer Support,Agency,Entry,0.894,8,8.6,42.4,15,15,No
EMP-00345,2024-10,Customer Support,Agency,Entry,0.966,8,9.4,68.4,8,14,Yes
EMP-00346,2024-10,Customer Support,Agency,Mid,0.96,9,0.0,65.7,14,14,No
EMP-00347,2024-11,Customer Support,Agency,Senior,1.004,10,13.2,93.1,1,13,Yes
EMP-00348,2024-12,Customer Support,Agency,Senior,0.832,7,6.4,60.1,12,12,No
EMP-00349,2024-12,Customer Support,Agency,Manager,1.153,9,2.3,78.5,12,12,No
EMP-00350,2025-01,Customer Support,Agency,Senior,0.993,5,5.6,63.6,2,11,Yes
EMP-00351,2025-01,Customer Support,Agency,Mid,0.995,11,0.0,73.6,11,11,No
EMP-00352,2025-02,Customer Support,Agency,Mid,0.95,8,17.4,78.7,3,10,Yes
EMP-00353,2025-02,Customer Support,Agency,Mid,1.003,9,7.7,78.1,10,10,No
EMP-00354,2025-02,Customer Support,Agency,Entry,0.922,9,18.5,84.4,3,10,Yes
EMP-00355,2025-02,Customer Support,Agency,Senior,0.93,8,1.6,87.1,5,10,Yes
EMP-00356,2025-03,Customer Support,Agency,Entry,0.77,13,7.5,62.1,9,9,No
EMP-00357,2025-04,Customer Support,Agency,Entry,0.81,6,0.0,49.3,8,8,No
EMP-00358,2025-04,Customer Support,Agency,Entry,1.028,7,4.7,58.5,8,8,No
EMP-00359,2025-05,Customer Support,Agency,Entry,0.916,7,8.8,51.9,1,7,Yes
EMP-00360,2025-05,Customer Support,Agency,Mid,1.074,9,2.8,62.2,7,7,No
EMP-00361,2025-06,Customer Support,Agency,Manager,1.129,9,8.8,70.5,6,6,No
EMP-00362,2025-06,Customer Support,Agency,Manager,0.922,7,3.2,66.8,1,6,Yes
EMP-00363,2025-07,Customer Support,Agency,Mid,1.082,4,6.3,37.8,5,5,No
EMP-00364,2025-08,Customer Support,Agency,Entry,1.051,4,4.0,45.7,3,4,Yes
EMP-00365,2025-08,Customer Support,Agency,Entry,1.145,3,2.8,77.8,4,4,No
EMP-00366,2025-09,Customer Support,Agency,Entry,0.999,9,0.0,68.1,3,3,No
EMP-00367,2025-09,Customer Support,Agency,Senior,0.916,6,0.3,43.5,3,3,No
EMP-00368,2025-10,Customer Support,Agency,Entry,1.132,3,0.0,71.0,2,2,No
EMP-00369,2025-11,Customer Support,Agency,Mid,0.93,8,1.2,60.8,1,1,Yes
EMP-00370,2025-11,Customer Support,Agency,Entry,1.014,3,1.4,97.1,1,1,No
EMP-00371,2025-12,Customer Support,Agency,Entry,0.84,8,8.1,100.0,1,1,No
EMP-00372,2024-01,Customer Support,Campus,Entry,1.035,10,0.0,64.4,23,23,No
EMP-00373,2024-02,Customer Support,Campus,Entry,0.951,6,2.3,80.0,22,22,No
EMP-00374,2024-03,Customer Support,Campus,Mid,1.12,4,1.3,31.9,21,21,No
EMP-00375,2024-04,Customer Support,Campus,Senior,1.172,3,5.6,77.1,20,20,No
EMP-00376,2024-05,Customer Support,Campus,Mid,1.126,12,3.6,65.8,1,19,Yes
EMP-00377,2024-06,Customer Support,Campus,Entry,0.9,3,6.9,55.2,18,18,No
EMP-00378,2024-07,Customer Support,Campus,Entry,0.901,6,6.6,38.6,1,17,Yes
EMP-00379,2024-08,Customer Support,Campus,Mid,0.792,10,3.1,55.5,16,16,No
EMP-00380,2024-09,Customer Support,Campus,Manager,1.089,6,4.2,57.8,7,15,Yes
EMP-00381,2024-11,Customer Support,Campus,Entry,1.059,8,6.2,81.2,13,13,No
EMP-00382,2024-12,Customer Support,Campus,Manager,1.092,9,6.8,63.6,12,12,No
EMP-00383,2025-01,Customer Support,Campus,Entry,1.009,9,5.1,76.3,11,11,No
EMP-00384,2025-02,Customer Support,Campus,Mid,0.865,3,13.3,60.0,10,10,No
EMP-00385,2025-03,Customer Support,Campus,Mid,1.133,3,12.4,79.7,9,9,No
EMP-00386,2025-04,Customer Support,Campus,Mid,0.917,8,0.4,75.2,8,8,No
EMP-00387,2025-05,Customer Support,Campus,Entry,0.979,4,0.0,55.6,2,7,Yes
EMP-00388,2025-06,Customer Support,Campus,Entry,0.926,3,7.4,70.8,6,6,No
EMP-00389,2025-07,Customer Support,Campus,Entry,0.952,3,0.7,59.8,2,5,Yes
EMP-00390,2025-08,Customer Support,Campus,Entry,0.981,7,17.7,65.0,4,4,No
EMP-00391,2025-09,Customer Support,Campus,Entry,0.978,3,4.6,63.5,1,3,Yes
EMP-00392,2025-10,Customer Support,Campus,Entry,0.821,8,3.2,59.9,2,2,No
EMP-00393,2025-11,Customer Support,Campus,Senior,1.025,8,1.5,58.2,1,1,No
EMP-00394,2025-12,Customer Support,Campus,Manager,1.037,6,9.8,80.3,1,1,No
EMP-00395,2024-01,Customer Support,Internal Transfer,Mid,0.983,7,10.4,73.9,23,23,No
EMP-00396,2024-01,Customer Support,Internal Transfer,Entry,1.076,3,5.6,69.6,23,23,No
EMP-00397,2024-02,Customer Support,Internal Transfer,Manager,1.039,6,0.6,60.7,22,22,No
EMP-00398,2024-02,Customer Support,Internal Transfer,Entry,1.008,3,7.5,67.0,22,22,No
EMP-00399,2024-03,Customer Support,Internal Transfer,Senior,0.985,4,7.4,58.4,5,21,Yes
EMP-00400,2024-03,Customer Support,Internal Transfer,Entry,0.867,10,0.0,59.5,21,21,No
EMP-00401,2024-04,Customer Support,Internal Transfer,Mid,1.021,4,7.3,52.9,20,20,No
EMP-00402,2024-05,Customer Support,Internal Transfer,Mid,1.142,5,12.5,74.6,19,19,No
EMP-00403,2024-05,Customer Support,Internal Transfer,Entry,0.878,6,7.2,88.0,4,19,Yes
EMP-00404,2024-06,Customer Support,Internal Transfer,Entry,0.979,3,9.9,73.7,18,18,No
EMP-00405,2024-06,Customer Support,Internal Transfer,Manager,1.031,5,8.2,68.9,18,18,No
EMP-00406,2024-08,Customer Support,Internal Transfer,Entry,0.905,9,1.8,78.0,16,16,No
EMP-00407,2024-08,Customer Support,Internal Transfer,Senior,0.944,8,16.6,68.6,16,16,No
EMP-00408,2024-09,Customer Support,Internal Transfer,Mid,1.063,4,6.2,59.1,15,15,No
EMP-00409,2024-09,Customer Support,Internal Transfer,Entry,1.112,6,0.9,59.8,15,15,No
EMP-00410,2024-10,Customer Support,Internal Transfer,Mid,0.973,3,6.7,38.4,14,14,No
EMP-00411,2024-10,Customer Support,Internal Transfer,Senior,1.114,8,0.0,82.8,14,14,No
EMP-00412,2024-11,Customer Support,Internal Transfer,Mid,0.989,6,0.0,61.1,13,13,No
EMP-00413,2024-11,Customer Support,Internal Transfer,Mid,0.989,5,8.1,70.9,13,13,No
EMP-00414,2024-12,Customer Support,Internal Transfer,Entry,0.925,4,15.9,72.7,12,12,No
EMP-00415,2024-12,Customer Support,Internal Transfer,Mid,1.0,10,6.8,66.5,12,12,No
EMP-00416,2025-01,Customer Support,Internal Transfer,Entry,0.866,8,0.0,70.8,11,11,No
EMP-00417,2025-01,Customer Support,Internal Transfer,Entry,0.947,8,1.1,73.8,11,11,No
EMP-00418,2025-02,Customer Support,Internal Transfer,Manager,0.773,7,8.8,57.2,10,10,No
EMP-00419,2025-02,Customer Support,Internal Transfer,Senior,0.989,8,14.0,84.4,10,10,No
EMP-00420,2025-03,Customer Support,Internal Transfer,Manager,0.927,5,0.0,64.7,9,9,No
EMP-00421,2025-03,Customer Support,Internal Transfer,Manager,1.156,3,2.9,42.2,8,9,Yes
EMP-00422,2025-03,Customer Support,Internal Transfer,Mid,0.933,12,13.1,69.3,9,9,No
EMP-00423,2025-04,Customer Support,Internal Transfer,Mid,0.79,7,2.4,76.4,8,8,No
EMP-00424,2025-05,Customer Support,Internal Transfer,Mid,0.9,9,0.9,67.1,7,7,No
EMP-00425,2025-05,Customer Support,Internal Transfer,Entry,1.135,7,6.7,80.6,7,7,No
EMP-00426,2025-07,Customer Support,Internal Transfer,Entry,0.877,7,13.5,40.7,4,5,Yes
EMP-00427,2025-07,Customer Support,Internal Transfer,Mid,0.75,6,1.8,75.7,5,5,No
EMP-00428,2025-07,Customer Support,Internal Transfer,Mid,0.993,9,1.4,55.0,5,5,No
EMP-00429,2025-08,Customer Support,Internal Transfer,Entry,0.969,12,9.0,68.4,4,4,No
EMP-00430,2025-08,Customer Support,Internal Transfer,Senior,1.096,10,1.6,39.3,4,4,No
EMP-00431,2025-09,Customer Support,Internal Transfer,Mid,0.857,7,10.6,63.3,3,3,No
EMP-00432,2025-09,Customer Support,Internal Transfer,Senior,0.997,6,2.9,60.3,3,3,No
EMP-00433,2025-10,Customer Support,Internal Transfer,Mid,1.054,8,14.4,48.6,2,2,No
EMP-00434,2025-11,Customer Support,Internal Transfer,Entry,0.874,8,13.9,70.5,1,1,No
EMP-00435,2025-12,Customer Support,Internal Transfer,Senior,0.965,5,6.3,61.3,1,1,No
EMP-00436,2024-01,Warehouse & Ops,Job Board,Entry,0.986,10,15.0,50.1,3,23,Yes
EMP-00437,2024-01,Warehouse & Ops,Job Board,Entry,0.897,9,18.2,68.4,1,23,Yes
EMP-00438,2024-02,Warehouse & Ops,Job Board,Mid,1.039,7,23.6,84.3,22,22,No
EMP-00439,2024-02,Warehouse & Ops,Job Board,Manager,1.105,7,13.1,73.8,10,22,Yes
EMP-00440,2024-03,Warehouse & Ops,Job Board,Senior,1.001,6,20.2,72.9,21,21,No
EMP-00441,2024-03,Warehouse & Ops,Job Board,Mid,0.966,6,4.3,68.4,21,21,No
EMP-00442,2024-04,Warehouse & Ops,Job Board,Senior,1.087,9,19.8,65.0,20,20,No
EMP-00443,2024-04,Warehouse & Ops,Job Board,Senior,0.82,11,7.6,81.2,20,20,No
EMP-00444,2024-04,Warehouse & Ops,Job Board,Mid,1.04,8,23.6,67.8,12,20,Yes
EMP-00445,2024-05,Warehouse & Ops,Job Board,Senior,1.08,11,15.9,58.3,19,19,No
EMP-00446,2024-06,Warehouse & Ops,Job Board,Mid,1.039,7,11.6,73.0,13,18,Yes
EMP-00447,2024-06,Warehouse & Ops,Job Board,Senior,1.172,8,7.1,82.5,18,18,No
EMP-00448,2024-07,Warehouse & Ops,Job Board,Entry,0.966,13,15.2,37.3,6,17,Yes
EMP-00449,2024-07,Warehouse & Ops,Job Board,Mid,1.033,14,19.3,82.8,17,17,No
EMP-00450,2024-08,Warehouse & Ops,Job Board,Mid,0.811,9,12.0,22.7,1,16,Yes
EMP-00451,2024-08,Warehouse & Ops,Job Board,Entry,0.991,8,14.4,86.6,3,16,Yes
EMP-00452,2024-09,Warehouse & Ops,Job Board,Entry,0.949,5,17.4,38.8,15,15,No
EMP-00453,2024-09,Warehouse & Ops,Job Board,Manager,0.972,7,19.0,84.8,15,15,No
EMP-00454,2024-10,Warehouse & Ops,Job Board,Entry,0.959,13,12.3,86.0,2,14,Yes
EMP-00455,2024-10,Warehouse & Ops,Job Board,Senior,0.877,9,11.2,75.6,14,14,No
EMP-00456,2024-11,Warehouse & Ops,Job Board,Mid,1.098,11,24.7,58.4,13,13,No
EMP-00457,2024-11,Warehouse & Ops,Job Board,Mid,1.101,11,9.7,54.4,13,13,No
EMP-00458,2024-11,Warehouse & Ops,Job Board,Mid,1.141,6,9.9,55.1,13,13,No
EMP-00459,2024-12,Warehouse & Ops,Job Board,Senior,1.128,11,8.8,69.6,2,12,Yes
EMP-00460,2024-12,Warehouse & Ops,Job Board,Entry,0.961,5,22.8,62.6,12,12,No
EMP-00461,2025-01,Warehouse & Ops,Job Board,Manager,0.887,4,19.9,44.0,11,11,No
EMP-00462,2025-01,Warehouse & Ops,Job Board,Mid,0.918,10,6.2,71.8,11,11,No
EMP-00463,2025-01,Warehouse & Ops,Job Board,Entry,0.96,12,23.2,64.9,5,11,Yes
EMP-00464,2025-02,Warehouse & Ops,Job Board,Entry,0.941,7,18.2,70.4,10,10,No
EMP-00465,2025-02,Warehouse & Ops,Job Board,Senior,0.968,10,19.9,68.3,10,10,No
EMP-00466,2025-03,Warehouse & Ops,Job Board,Entry,0.781,10,0.0,59.0,9,9,No
EMP-00467,2025-03,Warehouse & Ops,Job Board,Entry,0.927,5,16.7,77.9,9,9,No
EMP-00468,2025-03,Warehouse & Ops,Job Board,Entry,1.023,12,10.2,54.0,9,9,No
EMP-00469,2025-04,Warehouse & Ops,Job Board,Manager,1.089,13,23.1,82.2,8,8,No
EMP-00470,2025-04,Warehouse & Ops,Job Board,Entry,1.171,9,18.2,62.8,8,8,No
EMP-00471,2025-05,Warehouse & Ops,Job Board,Entry,0.833,6,9.0,60.6,1,7,Yes
EMP-00472,2025-06,Warehouse & Ops,Job Board,Entry,0.935,11,12.2,66.3,6,6,No
EMP-00473,2025-06,Warehouse & Ops,Job Board,Entry,0.75,9,19.1,73.9,2,6,Yes
EMP-00474,2025-06,Warehouse & Ops,Job Board,Entry,0.889,9,10.8,76.1,6,6,No
EMP-00475,2025-07,Warehouse & Ops,Job Board,Mid,0.9,6,6.5,69.9,1,5,Yes
EMP-00476,2025-07,Warehouse & Ops,Job Board,Entry,0.927,9,10.8,66.9,5,5,No
EMP-00477,2025-08,Warehouse & Ops,Job Board,Senior,0.846,11,21.7,46.3,1,4,Yes
EMP-00478,2025-08,Warehouse & Ops,Job Board,Mid,0.958,5,7.3,66.9,3,4,Yes
EMP-00479,2025-09,Warehouse & Ops,Job Board,Senior,0.916,11,12.2,54.4,2,3,Yes
EMP-00480,2025-10,Warehouse & Ops,Job Board,Entry,1.103,10,3.6,75.7,2,2,No
EMP-00481,2025-10,Warehouse & Ops,Job Board,Mid,0.859,11,13.3,39.9,2,2,No
EMP-00482,2025-11,Warehouse & Ops,Job Board,Mid,0.885,10,10.6,51.4,1,1,No
EMP-00483,2025-11,Warehouse & Ops,Job Board,Mid,1.011,9,8.3,35.4,1,1,No
EMP-00484,2025-12,Warehouse & Ops,Job Board,Entry,0.918,9,11.9,74.8,1,1,No
EMP-00485,2025-12,Warehouse & Ops,Job Board,Entry,0.895,7,10.9,58.2,1,1,No
EMP-00486,2024-01,Warehouse & Ops,Employee Referral,Entry,0.985,12,16.8,62.4,3,23,Yes
EMP-00487,2024-01,Warehouse & Ops,Employee Referral,Manager,1.095,8,14.0,95.3,13,23,Yes
EMP-00488,2024-02,Warehouse & Ops,Employee Referral,Entry,1.012,8,20.0,76.2,16,22,Yes
EMP-00489,2024-03,Warehouse & Ops,Employee Referral,Entry,0.857,10,15.5,72.1,21,21,No
EMP-00490,2024-04,Warehouse & Ops,Employee Referral,Entry,0.976,9,18.7,80.8,20,20,No
EMP-00491,2024-04,Warehouse & Ops,Employee Referral,Entry,0.819,13,9.8,84.1,3,20,Yes
EMP-00492,2024-05,Warehouse & Ops,Employee Referral,Mid,1.078,12,12.4,68.4,19,19,No
EMP-00493,2024-06,Warehouse & Ops,Employee Referral,Entry,0.911,7,11.6,33.4,18,18,No
EMP-00494,2024-06,Warehouse & Ops,Employee Referral,Entry,0.953,12,16.6,92.2,4,18,Yes
EMP-00495,2024-07,Warehouse & Ops,Employee Referral,Mid,1.047,12,6.0,79.0,17,17,No
EMP-00496,2024-07,Warehouse & Ops,Employee Referral,Senior,0.897,6,19.0,67.1,17,17,No
EMP-00497,2024-08,Warehouse & Ops,Employee Referral,Entry,0.764,8,17.2,49.8,16,16,No
EMP-00498,2024-09,Warehouse & Ops,Employee Referral,Entry,0.872,11,14.1,56.6,15,15,No
EMP-00499,2024-10,Warehouse & Ops,Employee Referral,Entry,1.126,7,19.1,81.5,14,14,No
EMP-00500,2024-10,Warehouse & Ops,Employee Referral,Mid,1.054,8,8.4,54.8,14,14,No
EMP-00501,2024-11,Warehouse & Ops,Employee Referral,Entry,1.069,8,14.7,82.7,13,13,No
EMP-00502,2024-12,Warehouse & Ops,Employee Referral,Entry,0.851,15,19.9,61.0,12,12,No
EMP-00503,2025-01,Warehouse & Ops,Employee Referral,Entry,1.083,7,12.5,51.8,11,11,No
EMP-00504,2025-02,Warehouse & Ops,Employee Referral,Mid,0.966,8,6.9,64.8,10,10,No
EMP-00505,2025-03,Warehouse & Ops,Employee Referral,Entry,0.929,10,7.1,72.1,9,9,No
EMP-00506,2025-04,Warehouse & Ops,Employee Referral,Mid,1.199,8,10.9,70.4,1,8,Yes
EMP-00507,2025-04,Warehouse & Ops,Employee Referral,Entry,0.939,8,17.6,45.5,1,8,Yes
EMP-00508,2025-05,Warehouse & Ops,Employee Referral,Entry,0.919,10,8.8,46.4,7,7,No
EMP-00509,2025-06,Warehouse & Ops,Employee Referral,Mid,0.902,7,18.6,74.8,6,6,No
EMP-00510,2025-07,Warehouse & Ops,Employee Referral,Senior,0.977,9,9.2,40.2,5,5,No
EMP-00511,2025-07,Warehouse & Ops,Employee Referral,Senior,1.095,13,16.3,45.1,5,5,No
EMP-00512,2025-08,Warehouse & Ops,Employee Referral,Mid,1.036,10,24.4,84.1,4,4,No
EMP-00513,2025-08,Warehouse & Ops,Employee Referral,Mid,0.939,8,14.3,82.6,4,4,No
EMP-00514,2025-08,Warehouse & Ops,Employee Referral,Mid,1.068,11,16.5,95.0,4,4,No
EMP-00515,2025-09,Warehouse & Ops,Employee Referral,Mid,1.065,7,14.3,75.3,3,3,Yes
EMP-00516,2025-09,Warehouse & Ops,Employee Referral,Mid,1.026,12,24.9,67.3,3,3,No
EMP-00517,2025-10,Warehouse & Ops,Employee Referral,Manager,1.138,8,18.8,40.9,2,2,No
EMP-00518,2025-11,Warehouse & Ops,Employee Referral,Entry,0.804,6,16.0,76.1,1,1,No
EMP-00519,2025-11,Warehouse & Ops,Employee Referral,Mid,0.98,8,6.5,58.2,1,1,No
EMP-00520,2025-12,Warehouse & Ops,Employee Referral,Mid,1.001,11,19.0,76.6,1,1,No
EMP-00521,2024-01,Warehouse & Ops,Agency,Entry,0.99,6,21.6,92.8,11,23,Yes
EMP-00522,2024-01,Warehouse & Ops,Agency,Entry,0.858,8,6.2,78.5,1,23,Yes
EMP-00523,2024-02,Warehouse & Ops,Agency,Manager,1.21,13,18.3,55.5,22,22,No
EMP-00524,2024-03,Warehouse & Ops,Agency,Manager,0.963,6,2.1,52.0,21,21,No
EMP-00525,2024-04,Warehouse & Ops,Agency,Entry,1.093,10,13.9,44.8,20,20,No
EMP-00526,2024-04,Warehouse & Ops,Agency,Entry,0.914,8,8.4,75.7,20,20,No
EMP-00527,2024-05,Warehouse & Ops,Agency,Entry,0.906,10,16.7,84.2,13,19,Yes
EMP-00528,2024-06,Warehouse & Ops,Agency,Senior,1.078,4,12.4,48.4,18,18,No
EMP-00529,2024-06,Warehouse & Ops,Agency,Entry,1.079,3,21.9,86.5,18,18,No
EMP-00530,2024-07,Warehouse & Ops,Agency,Entry,0.882,9,2.5,86.6,17,17,No
EMP-00531,2024-08,Warehouse & Ops,Agency,Entry,0.888,7,17.6,53.5,16,16,Yes
EMP-00532,2024-09,Warehouse & Ops,Agency,Entry,1.027,8,18.0,90.4,15,15,No
EMP-00533,2024-09,Warehouse & Ops,Agency,Senior,1.019,6,20.0,66.0,15,15,No
EMP-00534,2024-10,Warehouse & Ops,Agency,Senior,1.127,5,16.1,52.3,5,14,Yes
EMP-00535,2024-11,Warehouse & Ops,Agency,Entry,0.79,7,11.2,86.6,13,13,No
EMP-00536,2024-12,Warehouse & Ops,Agency,Entry,0.85,7,20.4,57.2,12,12,No
EMP-00537,2024-12,Warehouse & Ops,Agency,Senior,0.954,11,20.4,98.0,12,12,No
EMP-00538,2025-01,Warehouse & Ops,Agency,Senior,0.94,9,11.6,41.5,11,11,No
EMP-00539,2025-01,Warehouse & Ops,Agency,Mid,1.099,5,11.0,81.1,11,11,No
EMP-00540,2025-02,Warehouse & Ops,Agency,Mid,1.012,9,10.3,70.9,10,10,No
EMP-00541,2025-02,Warehouse & Ops,Agency,Senior,0.869,11,12.6,88.8,10,10,No
EMP-00542,2025-03,Warehouse & Ops,Agency,Entry,0.915,7,10.3,96.6,9,9,No
EMP-00543,2025-04,Warehouse & Ops,Agency,Senior,0.998,8,10.8,60.1,8,8,No
EMP-00544,2025-04,Warehouse & Ops,Agency,Entry,0.891,9,17.8,58.9,3,8,Yes
EMP-00545,2025-05,Warehouse & Ops,Agency,Mid,0.928,8,4.0,48.6,7,7,No
EMP-00546,2025-06,Warehouse & Ops,Agency,Entry,1.085,10,16.6,75.1,6,6,No
EMP-00547,2025-07,Warehouse & Ops,Agency,Mid,0.973,7,3.4,49.3,1,5,Yes
EMP-00548,2025-08,Warehouse & Ops,Agency,Entry,1.065,9,7.2,80.4,4,4,No
EMP-00549,2025-08,Warehouse & Ops,Agency,Senior,0.878,10,18.1,97.6,2,4,Yes
EMP-00550,2025-09,Warehouse & Ops,Agency,Mid,1.117,8,17.3,95.6,3,3,No
EMP-00551,2025-09,Warehouse & Ops,Agency,Entry,1.04,12,21.3,60.1,3,3,No
EMP-00552,2025-10,Warehouse & Ops,Agency,Entry,0.949,7,14.4,96.7,2,2,No
EMP-00553,2025-11,Warehouse & Ops,Agency,Entry,1.039,8,27.8,36.3,1,1,No
EMP-00554,2025-12,Warehouse & Ops,Agency,Entry,0.827,8,16.3,35.8,1,1,No
EMP-00555,2024-01,Warehouse & Ops,Campus,Mid,0.953,11,2.3,51.1,23,23,No
EMP-00556,2024-02,Warehouse & Ops,Campus,Mid,0.979,9,5.6,70.4,7,22,Yes
EMP-00557,2024-03,Warehouse & Ops,Campus,Mid,1.077,11,13.3,77.4,6,21,Yes
EMP-00558,2024-05,Warehouse & Ops,Campus,Entry,0.918,10,2.9,48.2,19,19,No
EMP-00559,2024-07,Warehouse & Ops,Campus,Senior,1.048,10,7.4,66.5,17,17,No
EMP-00560,2024-10,Warehouse & Ops,Campus,Entry,1.074,4,11.3,83.1,14,14,No
EMP-00561,2024-11,Warehouse & Ops,Campus,Manager,0.965,8,18.9,89.3,10,13,Yes
EMP-00562,2024-12,Warehouse & Ops,Campus,Entry,0.825,8,18.6,27.9,12,12,No
EMP-00563,2025-01,Warehouse & Ops,Campus,Entry,0.995,6,12.2,67.1,3,11,Yes
EMP-00564,2025-02,Warehouse & Ops,Campus,Mid,0.972,7,20.3,89.9,10,10,No
EMP-00565,2025-03,Warehouse & Ops,Campus,Entry,1.061,11,9.4,67.5,9,9,No
EMP-00566,2025-04,Warehouse & Ops,Campus,Senior,0.88,6,13.2,54.9,8,8,No
EMP-00567,2025-07,Warehouse & Ops,Campus,Entry,0.922,7,8.2,64.4,5,5,No
EMP-00568,2025-08,Warehouse & Ops,Campus,Mid,0.978,8,13.5,76.4,4,4,No
EMP-00569,2025-09,Warehouse & Ops,Campus,Senior,1.131,7,19.9,76.9,3,3,No
EMP-00570,2025-11,Warehouse & Ops,Campus,Senior,0.962,8,14.6,100.0,1,1,No
EMP-00571,2024-01,Warehouse & Ops,Internal Transfer,Entry,0.861,11,11.4,64.7,4,23,Yes
EMP-00572,2024-01,Warehouse & Ops,Internal Transfer,Senior,0.972,10,18.8,62.1,23,23,No
EMP-00573,2024-03,Warehouse & Ops,Internal Transfer,Mid,1.022,8,7.8,88.6,21,21,No
EMP-00574,2024-06,Warehouse & Ops,Internal Transfer,Manager,1.084,5,22.1,66.3,3,18,Yes
