week_ending,sku,on_hand_qty,reorder_point_current
2025-03-16,SKU-0030,29.6,153.0
2025-03-23,SKU-0030,0.0,153.0
2025-03-30,SKU-0030,0.0,153.0
2025-04-06,SKU-0030,0.0,153.0
2025-04-13,SKU-0030,0.0,153.0
2025-04-20,SKU-0030,0.0,153.0
2025-04-27,SKU-0030,177.6,153.0
2025-05-04,SKU-0030,133.6,153.0
2025-05-11,SKU-0030,89.6,153.0
2025-05-18,SKU-0030,43.6,153.0
2025-05-25,SKU-0030,0.0,153.0
2025-06-01,SKU-0030,0.0,153.0
2025-06-08,SKU-0030,0.0,153.0
2025-06-15,SKU-0030,102.6,153.0
2025-06-22,SKU-0030,27.6,153.0
2025-06-29,SKU-0030,0.0,153.0
2025-07-06,SKU-0030,0.0,153.0
2025-07-13,SKU-0030,0.0,153.0
2025-07-20,SKU-0030,149.6,153.0
2025-07-27,SKU-0030,83.6,153.0
2025-08-03,SKU-0030,0.0,153.0
2025-08-10,SKU-0030,0.0,153.0
2025-08-17,SKU-0030,0.0,153.0
2025-08-24,SKU-0030,0.0,153.0
2025-08-31,SKU-0030,0.0,153.0
2025-09-07,SKU-0030,163.6,153.0
2025-09-14,SKU-0030,133.6,153.0
2025-09-21,SKU-0030,57.6,153.0
2025-09-28,SKU-0030,6.6,153.0
2025-10-05,SKU-0030,0.0,153.0
2025-10-12,SKU-0030,0.0,153.0
2025-10-19,SKU-0030,0.0,153.0
2025-10-26,SKU-0030,0.0,153.0
2025-11-02,SKU-0030,0.0,153.0
2025-11-09,SKU-0030,169.6,153.0
2025-11-16,SKU-0030,82.6,153.0
2025-11-23,SKU-0030,17.6,153.0
2025-11-30,SKU-0030,0.0,153.0
2025-12-07,SKU-0030,0.0,153.0
2025-12-14,SKU-0030,0.0,153.0
2025-12-21,SKU-0030,0.0,153.0
2025-12-28,SKU-0030,85.6,153.0
2024-01-07,SKU-0031,357.6,168.0
2024-01-14,SKU-0031,244.6,168.0
2024-01-21,SKU-0031,205.6,168.0
2024-01-28,SKU-0031,173.6,168.0
2024-02-04,SKU-0031,85.6,168.0
2024-02-11,SKU-0031,19.6,168.0
2024-02-18,SKU-0031,0.0,168.0
2024-02-25,SKU-0031,0.0,168.0
2024-03-03,SKU-0031,147.6,168.0
2024-03-10,SKU-0031,65.6,168.0
2024-03-17,SKU-0031,44.6,168.0
2024-03-24,SKU-0031,12.6,168.0
2024-03-31,SKU-0031,179.2,168.0
2024-04-07,SKU-0031,125.2,168.0
2024-04-14,SKU-0031,56.2,168.0
2024-04-21,SKU-0031,16.2,168.0
2024-04-28,SKU-0031,0.0,168.0
2024-05-05,SKU-0031,0.0,168.0
2024-05-12,SKU-0031,0.0,168.0
2024-05-19,SKU-0031,0.0,168.0
2024-05-26,SKU-0031,0.0,168.0
2024-06-02,SKU-0031,0.0,168.0
2024-06-09,SKU-0031,165.6,168.0
2024-06-16,SKU-0031,124.6,168.0
2024-06-23,SKU-0031,67.6,168.0
2024-06-30,SKU-0031,12.6,168.0
2024-07-07,SKU-0031,211.2,168.0
2024-07-14,SKU-0031,154.2,168.0
2024-07-21,SKU-0031,102.2,168.0
2024-07-28,SKU-0031,46.2,168.0
2024-08-04,SKU-0031,5.2,168.0
2024-08-11,SKU-0031,0.0,168.0
2024-08-18,SKU-0031,153.6,168.0
2024-08-25,SKU-0031,115.6,168.0
2024-09-01,SKU-0031,53.6,168.0
2024-09-08,SKU-0031,0.0,168.0
2024-09-15,SKU-0031,0.0,168.0
2024-09-22,SKU-0031,0.0,168.0
2024-09-29,SKU-0031,190.6,168.0
2024-10-06,SKU-0031,132.6,168.0
2024-10-13,SKU-0031,97.6,168.0
2024-10-20,SKU-0031,0.0,168.0
2024-10-27,SKU-0031,0.0,168.0
2024-11-03,SKU-0031,0.0,168.0
2024-11-10,SKU-0031,0.0,168.0
2024-11-17,SKU-0031,0.0,168.0
2024-11-24,SKU-0031,200.6,168.0
2024-12-01,SKU-0031,140.6,168.0
2024-12-08,SKU-0031,99.6,168.0
2024-12-15,SKU-0031,49.6,168.0
2024-12-22,SKU-0031,19.6,168.0
2024-12-29,SKU-0031,201.2,168.0
2025-01-05,SKU-0031,160.2,168.0
2025-01-12,SKU-0031,118.2,168.0
2025-01-19,SKU-0031,92.2,168.0
2025-01-26,SKU-0031,61.2,168.0
2025-02-02,SKU-0031,33.2,168.0
2025-02-09,SKU-0031,0.0,168.0
2025-02-16,SKU-0031,0.0,168.0
2025-02-23,SKU-0031,200.6,168.0
2025-03-02,SKU-0031,139.6,168.0
2025-03-09,SKU-0031,106.6,168.0
2025-03-16,SKU-0031,52.6,168.0
2025-03-23,SKU-0031,23.6,168.0
2025-03-30,SKU-0031,0.0,168.0
2025-04-06,SKU-0031,0.0,168.0
2025-04-13,SKU-0031,0.0,168.0
2025-04-20,SKU-0031,163.6,168.0
2025-04-27,SKU-0031,105.6,168.0
2025-05-04,SKU-0031,52.6,168.0
2025-05-11,SKU-0031,0.0,168.0
2025-05-18,SKU-0031,0.0,168.0
2025-05-25,SKU-0031,0.0,168.0
2025-06-01,SKU-0031,205.6,168.0
2025-06-08,SKU-0031,187.6,168.0
2025-06-15,SKU-0031,144.6,168.0
2025-06-22,SKU-0031,99.6,168.0
2025-06-29,SKU-0031,0.6,168.0
2025-07-06,SKU-0031,0.0,168.0
2025-07-13,SKU-0031,0.0,168.0
2025-07-20,SKU-0031,181.6,168.0
2025-07-27,SKU-0031,121.6,168.0
2025-08-03,SKU-0031,35.6,168.0
2025-08-10,SKU-0031,0.0,168.0
2025-08-17,SKU-0031,0.0,168.0
2025-08-24,SKU-0031,0.0,168.0
2025-08-31,SKU-0031,0.0,168.0
2025-09-07,SKU-0031,189.6,168.0
2025-09-14,SKU-0031,162.6,168.0
2025-09-21,SKU-0031,100.6,168.0
2025-09-28,SKU-0031,54.6,168.0
2025-10-05,SKU-0031,14.6,168.0
2025-10-12,SKU-0031,173.2,168.0
2025-10-19,SKU-0031,131.2,168.0
2025-10-26,SKU-0031,41.2,168.0
2025-11-02,SKU-0031,0.0,168.0
2025-11-09,SKU-0031,0.0,168.0
2025-11-16,SKU-0031,0.0,168.0
2025-11-23,SKU-0031,0.0,168.0
2025-11-30,SKU-0031,0.0,168.0
2025-12-07,SKU-0031,145.6,168.0
2025-12-14,SKU-0031,108.6,168.0
2025-12-21,SKU-0031,4.6,168.0
2025-12-28,SKU-0031,0.0,168.0
2024-01-07,SKU-0032,471.4,221.0
2024-01-14,SKU-0032,422.4,221.0
2024-01-21,SKU-0032,376.4,221.0
2024-01-28,SKU-0032,345.4,221.0
2024-02-04,SKU-0032,159.4,221.0
2024-02-11,SKU-0032,115.4,221.0
2024-02-18,SKU-0032,49.4,221.0
2024-02-25,SKU-0032,288.8,221.0
2024-03-03,SKU-0032,262.8,221.0
2024-03-10,SKU-0032,218.8,221.0
2024-03-17,SKU-0032,153.8,221.0
2024-03-24,SKU-0032,58.8,221.0
2024-03-31,SKU-0032,9.8,221.0
2024-04-07,SKU-0032,0.0,221.0
2024-04-14,SKU-0032,0.0,221.0
2024-04-21,SKU-0032,210.4,221.0
2024-04-28,SKU-0032,193.4,221.0
2024-05-05,SKU-0032,106.4,221.0
2024-05-12,SKU-0032,60.4,221.0
2024-05-19,SKU-0032,13.4,221.0
2024-05-26,SKU-0032,0.0,221.0
2024-06-02,SKU-0032,0.0,221.0
2024-06-09,SKU-0032,205.4,221.0
2024-06-16,SKU-0032,0.0,221.0
2024-06-23,SKU-0032,0.0,221.0
2024-06-30,SKU-0032,0.0,221.0
2024-07-07,SKU-0032,0.0,221.0
2024-07-14,SKU-0032,0.0,221.0
2024-07-21,SKU-0032,0.0,221.0
2024-07-28,SKU-0032,235.4,221.0
2024-08-04,SKU-0032,181.4,221.0
2024-08-11,SKU-0032,90.4,221.0
2024-08-18,SKU-0032,0.0,221.0
2024-08-25,SKU-0032,0.0,221.0
2024-09-01,SKU-0032,0.0,221.0
2024-09-08,SKU-0032,0.0,221.0
2024-09-15,SKU-0032,0.0,221.0
2024-09-22,SKU-0032,185.4,221.0
2024-09-29,SKU-0032,145.4,221.0
2024-10-06,SKU-0032,0.0,221.0
2024-10-13,SKU-0032,0.0,221.0
2024-10-20,SKU-0032,0.0,221.0
2024-10-27,SKU-0032,0.0,221.0
2024-11-03,SKU-0032,0.0,221.0
2024-11-10,SKU-0032,0.0,221.0
2024-11-17,SKU-0032,215.4,221.0
2024-11-24,SKU-0032,154.4,221.0
2024-12-01,SKU-0032,102.4,221.0
2024-12-08,SKU-0032,0.0,221.0
2024-12-15,SKU-0032,0.0,221.0
2024-12-22,SKU-0032,207.4,221.0
2024-12-29,SKU-0032,116.4,221.0
2025-01-05,SKU-0032,77.4,221.0
2025-01-12,SKU-0032,55.4,221.0
2025-01-19,SKU-0032,33.4,221.0
2025-01-26,SKU-0032,0.0,221.0
2025-02-02,SKU-0032,244.4,221.0
2025-02-09,SKU-0032,214.4,221.0
2025-02-16,SKU-0032,131.4,221.0
2025-02-23,SKU-0032,60.4,221.0
2025-03-02,SKU-0032,0.0,221.0
2025-03-09,SKU-0032,0.0,221.0
2025-03-16,SKU-0032,0.0,221.0
2025-03-23,SKU-0032,236.4,221.0
2025-03-30,SKU-0032,205.4,221.0
2025-04-06,SKU-0032,185.4,221.0
2025-04-13,SKU-0032,16.4,221.0
2025-04-20,SKU-0032,224.8,221.0
2025-04-27,SKU-0032,173.8,221.0
2025-05-04,SKU-0032,25.8,221.0
2025-05-11,SKU-0032,0.0,221.0
2025-05-18,SKU-0032,0.0,221.0
2025-05-25,SKU-0032,0.0,221.0
2025-06-01,SKU-0032,0.0,221.0
2025-06-08,SKU-0032,0.0,221.0
2025-06-15,SKU-0032,0.0,221.0
2025-06-22,SKU-0032,236.4,221.0
2025-06-29,SKU-0032,147.4,221.0
2025-07-06,SKU-0032,132.4,221.0
2025-07-13,SKU-0032,65.4,221.0
2025-07-20,SKU-0032,13.4,221.0
2025-07-27,SKU-0032,0.0,221.0
2025-08-03,SKU-0032,234.4,221.0
2025-08-10,SKU-0032,155.4,221.0
2025-08-17,SKU-0032,85.4,221.0
2025-08-24,SKU-0032,17.4,221.0
2025-08-31,SKU-0032,0.0,221.0
2025-09-07,SKU-0032,0.0,221.0
2025-09-14,SKU-0032,0.0,221.0
2025-09-21,SKU-0032,181.4,221.0
2025-09-28,SKU-0032,153.4,221.0
2025-10-05,SKU-0032,73.4,221.0
2025-10-12,SKU-0032,0.0,221.0
2025-10-19,SKU-0032,0.0,221.0
2025-10-26,SKU-0032,0.0,221.0
2025-11-02,SKU-0032,121.4,221.0
2025-11-09,SKU-0032,40.4,221.0
2025-11-16,SKU-0032,0.0,221.0
2025-11-23,SKU-0032,0.0,221.0
2025-11-30,SKU-0032,190.4,221.0
2025-12-07,SKU-0032,103.4,221.0
2025-12-14,SKU-0032,0.0,221.0
2025-12-21,SKU-0032,0.0,221.0
2025-12-28,SKU-0032,0.0,221.0
2024-01-07,SKU-0033,390.6,190.0
2024-01-14,SKU-0033,355.6,190.0
2024-01-21,SKU-0033,307.6,190.0
2024-01-28,SKU-0033,259.6,190.0
2024-02-04,SKU-0033,190.6,190.0
2024-02-11,SKU-0033,127.6,190.0
2024-02-18,SKU-0033,95.6,190.0
2024-02-25,SKU-0033,58.6,190.0
2024-03-03,SKU-0033,0.0,190.0
2024-03-10,SKU-0033,0.0,190.0
2024-03-17,SKU-0033,0.0,190.0
2024-03-24,SKU-0033,0.0,190.0
2024-03-31,SKU-0033,0.0,190.0
2024-04-07,SKU-0033,191.6,190.0
2024-04-14,SKU-0033,83.6,190.0
2024-04-21,SKU-0033,18.6,190.0
2024-04-28,SKU-0033,0.0,190.0
2024-05-05,SKU-0033,0.0,190.0
2024-05-12,SKU-0033,0.0,190.0
2024-05-19,SKU-0033,0.0,190.0
2024-05-26,SKU-0033,131.6,190.0
2024-06-02,SKU-0033,337.2,190.0
2024-06-09,SKU-0033,288.2,190.0
2024-06-16,SKU-0033,242.2,190.0
2024-06-23,SKU-0033,176.2,190.0
2024-06-30,SKU-0033,136.2,190.0
2024-07-07,SKU-0033,47.2,190.0
2024-07-14,SKU-0033,0.0,190.0
2024-07-21,SKU-0033,0.0,190.0
2024-07-28,SKU-0033,0.0,190.0
2024-08-04,SKU-0033,0.0,190.0
2024-08-11,SKU-0033,0.0,190.0
2024-08-18,SKU-0033,0.0,190.0
2024-08-25,SKU-0033,191.6,190.0
2024-09-01,SKU-0033,144.6,190.0
2024-09-08,SKU-0033,73.6,190.0
2024-09-15,SKU-0033,51.6,190.0
2024-09-22,SKU-0033,30.6,190.0
2024-09-29,SKU-0033,4.6,190.0
2024-10-06,SKU-0033,193.2,190.0
2024-10-13,SKU-0033,104.2,190.0
2024-10-20,SKU-0033,25.2,190.0
2024-10-27,SKU-0033,0.0,190.0
2024-11-03,SKU-0033,0.0,190.0
2024-11-10,SKU-0033,141.6,190.0
2024-11-17,SKU-0033,76.6,190.0
2024-11-24,SKU-0033,1.6,190.0
2024-12-01,SKU-0033,0.0,190.0
2024-12-08,SKU-0033,197.6,190.0
2024-12-15,SKU-0033,147.6,190.0
2024-12-22,SKU-0033,94.6,190.0
2024-12-29,SKU-0033,57.6,190.0
2025-01-05,SKU-0033,255.2,190.0
2025-01-12,SKU-0033,210.2,190.0
2025-01-19,SKU-0033,128.2,190.0
2025-01-26,SKU-0033,108.2,190.0
2025-02-02,SKU-0033,23.2,190.0
2025-02-09,SKU-0033,0.0,190.0
2025-02-16,SKU-0033,0.0,190.0
2025-02-23,SKU-0033,221.6,190.0
2025-03-02,SKU-0033,187.6,190.0
2025-03-09,SKU-0033,163.6,190.0
2025-03-16,SKU-0033,82.6,190.0
2025-03-23,SKU-0033,36.6,190.0
2025-03-30,SKU-0033,0.0,190.0
2025-04-06,SKU-0033,0.0,190.0
2025-04-13,SKU-0033,0.0,190.0
2025-04-20,SKU-0033,205.6,190.0
2025-04-27,SKU-0033,160.6,190.0
2025-05-04,SKU-0033,67.6,190.0
2025-05-11,SKU-0033,7.6,190.0
2025-05-18,SKU-0033,200.2,190.0
2025-05-25,SKU-0033,120.2,190.0
2025-06-01,SKU-0033,65.2,190.0
2025-06-08,SKU-0033,0.0,190.0
2025-06-15,SKU-0033,0.0,190.0
2025-06-22,SKU-0033,0.0,190.0
2025-06-29,SKU-0033,0.0,190.0
2025-07-06,SKU-0033,222.6,190.0
2025-07-13,SKU-0033,136.6,190.0
2025-07-20,SKU-0033,72.6,190.0
2025-07-27,SKU-0033,0.0,190.0
2025-08-03,SKU-0033,0.0,190.0
2025-08-10,SKU-0033,188.6,190.0
2025-08-17,SKU-0033,153.6,190.0
2025-08-24,SKU-0033,104.6,190.0
2025-08-31,SKU-0033,0.0,190.0
2025-09-07,SKU-0033,0.0,190.0
2025-09-14,SKU-0033,234.6,190.0
2025-09-21,SKU-0033,205.6,190.0
2025-09-28,SKU-0033,172.6,190.0
2025-10-05,SKU-0033,68.6,190.0
2025-10-12,SKU-0033,24.6,190.0
2025-10-19,SKU-0033,0.0,190.0
2025-10-26,SKU-0033,0.0,190.0
2025-11-02,SKU-0033,167.6,190.0
2025-11-09,SKU-0033,77.6,190.0
2025-11-16,SKU-0033,27.6,190.0
2025-11-23,SKU-0033,0.0,190.0
2025-11-30,SKU-0033,0.0,190.0
2025-12-07,SKU-0033,0.0,190.0
2025-12-14,SKU-0033,213.6,190.0
2025-12-21,SKU-0033,166.6,190.0
2025-12-28,SKU-0033,100.6,190.0
2024-01-07,SKU-0034,506.2,259.0
2024-01-14,SKU-0034,459.2,259.0
2024-01-21,SKU-0034,409.2,259.0
2024-01-28,SKU-0034,209.2,259.0
2024-02-04,SKU-0034,141.2,259.0
2024-02-11,SKU-0034,91.2,259.0
2024-02-18,SKU-0034,25.2,259.0
2024-02-25,SKU-0034,0.0,259.0
2024-03-03,SKU-0034,0.0,259.0
2024-03-10,SKU-0034,232.2,259.0
2024-03-17,SKU-0034,179.2,259.0
2024-03-24,SKU-0034,64.2,259.0
2024-03-31,SKU-0034,3.2,259.0
2024-04-07,SKU-0034,0.0,259.0
2024-04-14,SKU-0034,0.0,259.0
2024-04-21,SKU-0034,0.0,259.0
2024-04-28,SKU-0034,0.0,259.0
2024-05-05,SKU-0034,0.0,259.0
2024-05-12,SKU-0034,279.2,259.0
2024-05-19,SKU-0034,212.2,259.0
2024-05-26,SKU-0034,168.2,259.0
2024-06-02,SKU-0034,124.2,259.0
2024-06-09,SKU-0034,67.2,259.0
2024-06-16,SKU-0034,0.0,259.0
2024-06-23,SKU-0034,0.0,259.0
2024-06-30,SKU-0034,0.0,259.0
2024-07-07,SKU-0034,0.0,259.0
2024-07-14,SKU-0034,0.0,259.0
2024-07-21,SKU-0034,0.0,259.0
2024-07-28,SKU-0034,0.0,259.0
2024-08-04,SKU-0034,248.2,259.0
2024-08-11,SKU-0034,96.2,259.0
2024-08-18,SKU-0034,35.2,259.0
2024-08-25,SKU-0034,240.4,259.0
2024-09-01,SKU-0034,195.4,259.0
2024-09-08,SKU-0034,105.4,259.0
2024-09-15,SKU-0034,37.4,259.0
2024-09-22,SKU-0034,7.4,259.0
2024-09-29,SKU-0034,0.0,259.0
2024-10-06,SKU-0034,0.0,259.0
2024-10-13,SKU-0034,0.0,259.0
2024-10-20,SKU-0034,0.0,259.0
2024-10-27,SKU-0034,251.2,259.0
2024-11-03,SKU-0034,226.2,259.0
2024-11-10,SKU-0034,109.2,259.0
2024-11-17,SKU-0034,31.2,259.0
2024-11-24,SKU-0034,0.0,259.0
2024-12-01,SKU-0034,0.0,259.0
2024-12-08,SKU-0034,278.2,259.0
2024-12-15,SKU-0034,217.2,259.0
2024-12-22,SKU-0034,37.2,259.0
2024-12-29,SKU-0034,0.0,259.0
2025-01-05,SKU-0034,0.0,259.0
2025-01-12,SKU-0034,0.0,259.0
2025-01-19,SKU-0034,0.0,259.0
2025-01-26,SKU-0034,264.2,259.0
2025-02-02,SKU-0034,193.2,259.0
2025-02-09,SKU-0034,158.2,259.0
2025-02-16,SKU-0034,106.2,259.0
2025-02-23,SKU-0034,69.2,259.0
2025-03-02,SKU-0034,42.2,259.0
2025-03-09,SKU-0034,0.0,259.0
2025-03-16,SKU-0034,0.0,259.0
2025-03-23,SKU-0034,0.0,259.0
2025-03-30,SKU-0034,0.0,259.0
2025-04-06,SKU-0034,238.2,259.0
2025-04-13,SKU-0034,31.2,259.0
2025-04-20,SKU-0034,0.0,259.0
2025-04-27,SKU-0034,0.0,259.0
2025-05-04,SKU-0034,0.0,259.0
2025-05-11,SKU-0034,0.0,259.0
2025-05-18,SKU-0034,260.2,259.0
2025-05-25,SKU-0034,101.2,259.0
2025-06-01,SKU-0034,23.2,259.0
2025-06-08,SKU-0034,0.0,259.0
2025-06-15,SKU-0034,0.0,259.0
2025-06-22,SKU-0034,0.0,259.0
2025-06-29,SKU-0034,187.2,259.0
2025-07-06,SKU-0034,81.2,259.0
2025-07-13,SKU-0034,0.0,259.0
2025-07-20,SKU-0034,0.0,259.0
2025-07-27,SKU-0034,0.0,259.0
2025-08-03,SKU-0034,0.0,259.0
2025-08-10,SKU-0034,0.0,259.0
2025-08-17,SKU-0034,0.0,259.0
2025-08-24,SKU-0034,0.0,259.0
2025-08-31,SKU-0034,0.0,259.0
2025-09-07,SKU-0034,235.2,259.0
2025-09-14,SKU-0034,154.2,259.0
2025-09-21,SKU-0034,0.0,259.0
2025-09-28,SKU-0034,0.0,259.0
2025-10-05,SKU-0034,0.0,259.0
2025-10-12,SKU-0034,0.0,259.0
2025-10-19,SKU-0034,0.0,259.0
2025-10-26,SKU-0034,0.0,259.0
2025-11-02,SKU-0034,0.0,259.0
2025-11-09,SKU-0034,256.2,259.0
2025-11-16,SKU-0034,129.2,259.0
2025-11-23,SKU-0034,52.2,259.0
2025-11-30,SKU-0034,1.2,259.0
2025-12-07,SKU-0034,0.0,259.0
2025-12-14,SKU-0034,0.0,259.0
2025-12-21,SKU-0034,0.0,259.0
2025-12-28,SKU-0034,0.0,259.0
2024-01-07,SKU-0035,182.0,90.0
2024-01-14,SKU-0035,171.0,90.0
2024-01-21,SKU-0035,151.0,90.0
2024-01-28,SKU-0035,111.0,90.0
2024-02-04,SKU-0035,83.0,90.0
2024-02-11,SKU-0035,67.0,90.0
2024-02-18,SKU-0035,33.0,90.0
2024-02-25,SKU-0035,12.0,90.0
2024-03-03,SKU-0035,0.0,90.0
2024-03-10,SKU-0035,0.0,90.0
2024-03-17,SKU-0035,0.0,90.0
2024-03-24,SKU-0035,91.0,90.0
2024-03-31,SKU-0035,63.0,90.0
2024-04-07,SKU-0035,30.0,90.0
2024-04-14,SKU-0035,4.0,90.0
2024-04-21,SKU-0035,100.0,90.0
2024-04-28,SKU-0035,68.0,90.0
2024-05-05,SKU-0035,28.0,90.0
2024-05-12,SKU-0035,134.0,90.0
2024-05-19,SKU-0035,111.0,90.0
2024-05-26,SKU-0035,87.0,90.0
2024-06-02,SKU-0035,58.0,90.0
2024-06-09,SKU-0035,15.0,90.0
2024-06-16,SKU-0035,0.0,90.0
2024-06-23,SKU-0035,85.0,90.0
2024-06-30,SKU-0035,72.0,90.0
2024-07-07,SKU-0035,53.0,90.0
2024-07-14,SKU-0035,152.0,90.0
2024-07-21,SKU-0035,128.0,90.0
2024-07-28,SKU-0035,108.0,90.0
2024-08-04,SKU-0035,86.0,90.0
2024-08-11,SKU-0035,62.0,90.0
2024-08-18,SKU-0035,38.0,90.0
2024-08-25,SKU-0035,26.0,90.0
2024-09-01,SKU-0035,131.0,90.0
2024-09-08,SKU-0035,108.0,90.0
2024-09-15,SKU-0035,72.0,90.0
2024-09-22,SKU-0035,28.0,90.0
2024-09-29,SKU-0035,0.0,90.0
2024-10-06,SKU-0035,88.0,90.0
2024-10-13,SKU-0035,67.0,90.0
2024-10-20,SKU-0035,34.0,90.0
2024-10-27,SKU-0035,113.0,90.0
2024-11-03,SKU-0035,74.0,90.0
2024-11-10,SKU-0035,51.0,90.0
2024-11-17,SKU-0035,16.0,90.0
2024-11-24,SKU-0035,0.0,90.0
2024-12-01,SKU-0035,102.0,90.0
2024-12-08,SKU-0035,82.0,90.0
2024-12-15,SKU-0035,23.0,90.0
2024-12-22,SKU-0035,10.0,90.0
2024-12-29,SKU-0035,93.0,90.0
2025-01-05,SKU-0035,72.0,90.0
2025-01-12,SKU-0035,28.0,90.0
2025-01-19,SKU-0035,117.0,90.0
2025-01-26,SKU-0035,101.0,90.0
2025-02-02,SKU-0035,61.0,90.0
2025-02-09,SKU-0035,43.0,90.0
2025-02-16,SKU-0035,0.0,90.0
2025-02-23,SKU-0035,72.0,90.0
2025-03-02,SKU-0035,48.0,90.0
2025-03-09,SKU-0035,13.0,90.0
2025-03-16,SKU-0035,0.0,90.0
2025-03-23,SKU-0035,0.0,90.0
2025-03-30,SKU-0035,80.0,90.0
2025-04-06,SKU-0035,48.0,90.0
2025-04-13,SKU-0035,10.0,90.0
2025-04-20,SKU-0035,0.0,90.0
2025-04-27,SKU-0035,71.0,90.0
2025-05-04,SKU-0035,28.0,90.0
2025-05-11,SKU-0035,2.0,90.0
2025-05-18,SKU-0035,0.0,90.0
2025-05-25,SKU-0035,0.0,90.0
2025-06-01,SKU-0035,94.0,90.0
2025-06-08,SKU-0035,69.0,90.0
2025-06-15,SKU-0035,6.0,90.0
2025-06-22,SKU-0035,0.0,90.0
2025-06-29,SKU-0035,0.0,90.0
2025-07-06,SKU-0035,0.0,90.0
2025-07-13,SKU-0035,0.0,90.0
2025-07-20,SKU-0035,98.0,90.0
2025-07-27,SKU-0035,75.0,90.0
2025-08-03,SKU-0035,51.0,90.0
2025-08-10,SKU-0035,25.0,90.0
2025-08-17,SKU-0035,2.0,90.0
2025-08-24,SKU-0035,0.0,90.0
2025-08-31,SKU-0035,82.0,90.0
2025-09-07,SKU-0035,62.0,90.0
2025-09-14,SKU-0035,40.0,90.0
2025-09-21,SKU-0035,0.0,90.0
2025-09-28,SKU-0035,84.0,90.0
2025-10-05,SKU-0035,61.0,90.0
2025-10-12,SKU-0035,15.0,90.0
2025-10-19,SKU-0035,119.0,90.0
2025-10-26,SKU-0035,94.0,90.0
2025-11-02,SKU-0035,15.0,90.0
2025-11-09,SKU-0035,4.0,90.0
2025-11-16,SKU-0035,0.0,90.0
2025-11-23,SKU-0035,0.0,90.0
2025-11-30,SKU-0035,86.0,90.0
2025-12-07,SKU-0035,62.0,90.0
2025-12-14,SKU-0035,39.0,90.0
2025-12-21,SKU-0035,25.0,90.0
2025-12-28,SKU-0035,6.0,90.0
2024-01-07,SKU-0036,156.0,76.0
2024-01-14,SKU-0036,139.0,76.0
2024-01-21,SKU-0036,118.0,76.0
2024-01-28,SKU-0036,98.0,76.0
2024-02-04,SKU-0036,76.0,76.0
2024-02-11,SKU-0036,65.0,76.0
2024-02-18,SKU-0036,47.0,76.0
2024-02-25,SKU-0036,29.0,76.0
2024-03-03,SKU-0036,111.0,76.0
2024-03-10,SKU-0036,95.0,76.0
2024-03-17,SKU-0036,85.0,76.0
2024-03-24,SKU-0036,57.0,76.0
2024-03-31,SKU-0036,28.0,76.0
2024-04-07,SKU-0036,0.0,76.0
2024-04-14,SKU-0036,0.0,76.0
2024-04-21,SKU-0036,60.0,76.0
2024-04-28,SKU-0036,31.0,76.0
2024-05-05,SKU-0036,112.0,76.0
2024-05-12,SKU-0036,83.0,76.0
2024-05-19,SKU-0036,67.0,76.0
2024-05-26,SKU-0036,41.0,76.0
2024-06-02,SKU-0036,18.0,76.0
2024-06-09,SKU-0036,1.0,76.0
2024-06-16,SKU-0036,65.0,76.0
2024-06-23,SKU-0036,29.0,76.0
2024-06-30,SKU-0036,0.0,76.0
2024-07-07,SKU-0036,0.0,76.0
2024-07-14,SKU-0036,59.0,76.0
2024-07-21,SKU-0036,36.0,76.0
2024-07-28,SKU-0036,21.0,76.0
2024-08-04,SKU-0036,3.0,76.0
2024-08-11,SKU-0036,73.0,76.0
2024-08-18,SKU-0036,46.0,76.0
2024-08-25,SKU-0036,134.0,76.0
2024-09-01,SKU-0036,94.0,76.0
2024-09-08,SKU-0036,67.0,76.0
2024-09-15,SKU-0036,22.0,76.0
2024-09-22,SKU-0036,86.0,76.0
2024-09-29,SKU-0036,64.0,76.0
2024-10-06,SKU-0036,36.0,76.0
2024-10-13,SKU-0036,15.0,76.0
2024-10-20,SKU-0036,97.0,76.0
2024-10-27,SKU-0036,73.0,76.0
2024-11-03,SKU-0036,34.0,76.0
2024-11-10,SKU-0036,0.0,76.0
2024-11-17,SKU-0036,78.0,76.0
2024-11-24,SKU-0036,36.0,76.0
2024-12-01,SKU-0036,5.0,76.0
2024-12-08,SKU-0036,79.0,76.0
2024-12-15,SKU-0036,33.0,76.0
2024-12-22,SKU-0036,6.0,76.0
2024-12-29,SKU-0036,0.0,76.0
2025-01-05,SKU-0036,83.0,76.0
2025-01-12,SKU-0036,68.0,76.0
2025-01-19,SKU-0036,40.0,76.0
2025-01-26,SKU-0036,27.0,76.0
2025-02-02,SKU-0036,116.0,76.0
2025-02-09,SKU-0036,97.0,76.0
2025-02-16,SKU-0036,76.0,76.0
2025-02-23,SKU-0036,57.0,76.0
2025-03-02,SKU-0036,46.0,76.0
2025-03-09,SKU-0036,32.0,76.0
2025-03-16,SKU-0036,107.0,76.0
2025-03-23,SKU-0036,80.0,76.0
2025-03-30,SKU-0036,65.0,76.0
2025-04-06,SKU-0036,39.0,76.0
2025-04-13,SKU-0036,14.0,76.0
2025-04-20,SKU-0036,82.0,76.0
2025-04-27,SKU-0036,64.0,76.0
2025-05-04,SKU-0036,23.0,76.0
2025-05-11,SKU-0036,1.0,76.0
2025-05-18,SKU-0036,62.0,76.0
2025-05-25,SKU-0036,130.0,76.0
