order_id,order_date,sku,category,region,qty_ordered,qty_fulfilled,unit_cost,unit_price,revenue
110966,2024-10-06,SKU-0027,Electronics Accessories,South,18,18,16.43,28.1,505.8
110967,2024-10-06,SKU-0027,Electronics Accessories,West,11,11,16.43,28.1,309.1
110968,2024-10-13,SKU-0027,Electronics Accessories,Northeast,23,23,16.43,28.1,646.3
110969,2024-10-13,SKU-0027,Electronics Accessories,Midwest,47,46,16.43,28.1,1292.6
110970,2024-10-13,SKU-0027,Electronics Accessories,South,24,24,16.43,28.1,674.4
110971,2024-10-13,SKU-0027,Electronics Accessories,West,15,14,16.43,28.1,393.4
110972,2024-10-20,SKU-0027,Electronics Accessories,Northeast,13,0,16.43,28.1,0.0
110973,2024-10-20,SKU-0027,Electronics Accessories,Midwest,26,0,16.43,28.1,0.0
110974,2024-10-20,SKU-0027,Electronics Accessories,South,14,0,16.43,28.1,0.0
110975,2024-10-20,SKU-0027,Electronics Accessories,West,8,0,16.43,28.1,0.0
110976,2024-10-27,SKU-0027,Electronics Accessories,Northeast,15,0,16.43,28.1,0.0
110977,2024-10-27,SKU-0027,Electronics Accessories,Midwest,31,0,16.43,28.1,0.0
110978,2024-10-27,SKU-0027,Electronics Accessories,South,16,0,16.43,28.1,0.0
110979,2024-10-27,SKU-0027,Electronics Accessories,West,10,0,16.43,28.1,0.0
110980,2024-11-03,SKU-0027,Electronics Accessories,Northeast,17,0,16.43,28.1,0.0
110981,2024-11-03,SKU-0027,Electronics Accessories,Midwest,35,0,16.43,28.1,0.0
110982,2024-11-03,SKU-0027,Electronics Accessories,South,18,0,16.43,28.1,0.0
110983,2024-11-03,SKU-0027,Electronics Accessories,West,11,0,16.43,28.1,0.0
110984,2024-11-10,SKU-0027,Electronics Accessories,Northeast,24,0,16.43,28.1,0.0
110985,2024-11-10,SKU-0027,Electronics Accessories,Midwest,49,0,16.43,28.1,0.0
110986,2024-11-10,SKU-0027,Electronics Accessories,South,25,0,16.43,28.1,0.0
110987,2024-11-10,SKU-0027,Electronics Accessories,West,15,0,16.43,28.1,0.0
110988,2024-11-17,SKU-0027,Electronics Accessories,Northeast,35,0,16.43,28.1,0.0
110989,2024-11-17,SKU-0027,Electronics Accessories,Midwest,70,0,16.43,28.1,0.0
110990,2024-11-17,SKU-0027,Electronics Accessories,South,36,0,16.43,28.1,0.0
110991,2024-11-17,SKU-0027,Electronics Accessories,West,22,0,16.43,28.1,0.0
110992,2024-11-24,SKU-0027,Electronics Accessories,Northeast,11,0,16.43,28.1,0.0
110993,2024-11-24,SKU-0027,Electronics Accessories,Midwest,22,0,16.43,28.1,0.0
110994,2024-11-24,SKU-0027,Electronics Accessories,South,11,0,16.43,28.1,0.0
110995,2024-11-24,SKU-0027,Electronics Accessories,West,7,0,16.43,28.1,0.0
110996,2024-12-01,SKU-0027,Electronics Accessories,Northeast,15,0,16.43,28.1,0.0
110997,2024-12-01,SKU-0027,Electronics Accessories,Midwest,30,0,16.43,28.1,0.0
110998,2024-12-01,SKU-0027,Electronics Accessories,South,16,0,16.43,28.1,0.0
110999,2024-12-01,SKU-0027,Electronics Accessories,West,9,0,16.43,28.1,0.0
111000,2024-12-08,SKU-0027,Electronics Accessories,Northeast,15,0,16.43,28.1,0.0
111001,2024-12-08,SKU-0027,Electronics Accessories,Midwest,31,0,16.43,28.1,0.0
111002,2024-12-08,SKU-0027,Electronics Accessories,South,16,0,16.43,28.1,0.0
111003,2024-12-08,SKU-0027,Electronics Accessories,West,10,0,16.43,28.1,0.0
111004,2024-12-15,SKU-0027,Electronics Accessories,Northeast,21,0,16.43,28.1,0.0
111005,2024-12-15,SKU-0027,Electronics Accessories,Midwest,43,0,16.43,28.1,0.0
111006,2024-12-15,SKU-0027,Electronics Accessories,South,22,0,16.43,28.1,0.0
111007,2024-12-15,SKU-0027,Electronics Accessories,West,14,0,16.43,28.1,0.0
111008,2024-12-22,SKU-0027,Electronics Accessories,Northeast,33,0,16.43,28.1,0.0
111009,2024-12-22,SKU-0027,Electronics Accessories,Midwest,67,0,16.43,28.1,0.0
111010,2024-12-22,SKU-0027,Electronics Accessories,South,34,0,16.43,28.1,0.0
111011,2024-12-22,SKU-0027,Electronics Accessories,West,21,0,16.43,28.1,0.0
111012,2024-12-29,SKU-0027,Electronics Accessories,Northeast,16,16,16.43,28.1,449.6
111013,2024-12-29,SKU-0027,Electronics Accessories,Midwest,32,32,16.43,28.1,899.2
111014,2024-12-29,SKU-0027,Electronics Accessories,South,16,16,16.43,28.1,449.6
111015,2024-12-29,SKU-0027,Electronics Accessories,West,10,10,16.43,28.1,281.0
111016,2025-01-05,SKU-0027,Electronics Accessories,Northeast,12,12,16.43,28.1,337.2
111017,2025-01-05,SKU-0027,Electronics Accessories,Midwest,25,25,16.43,28.1,702.5
111018,2025-01-05,SKU-0027,Electronics Accessories,South,13,13,16.43,28.1,365.3
111019,2025-01-05,SKU-0027,Electronics Accessories,West,8,8,16.43,28.1,224.8
111020,2025-01-12,SKU-0027,Electronics Accessories,Northeast,19,19,16.43,28.1,533.9
111021,2025-01-12,SKU-0027,Electronics Accessories,Midwest,38,38,16.43,28.1,1067.8
111022,2025-01-12,SKU-0027,Electronics Accessories,South,20,20,16.43,28.1,562.0
111023,2025-01-12,SKU-0027,Electronics Accessories,West,12,12,16.43,28.1,337.2
111024,2025-01-19,SKU-0027,Electronics Accessories,Northeast,6,5,16.43,28.1,140.5
111025,2025-01-19,SKU-0027,Electronics Accessories,Midwest,12,10,16.43,28.1,281.0
111026,2025-01-19,SKU-0027,Electronics Accessories,South,6,5,16.43,28.1,140.5
111027,2025-01-19,SKU-0027,Electronics Accessories,West,4,3,16.43,28.1,84.3
111028,2025-01-26,SKU-0027,Electronics Accessories,Northeast,7,0,16.43,28.1,0.0
111029,2025-01-26,SKU-0027,Electronics Accessories,Midwest,15,0,16.43,28.1,0.0
111030,2025-01-26,SKU-0027,Electronics Accessories,South,8,0,16.43,28.1,0.0
111031,2025-01-26,SKU-0027,Electronics Accessories,West,5,0,16.43,28.1,0.0
111032,2025-02-02,SKU-0027,Electronics Accessories,Northeast,8,8,16.43,28.1,224.8
111033,2025-02-02,SKU-0027,Electronics Accessories,Midwest,17,17,16.43,28.1,477.7
111034,2025-02-02,SKU-0027,Electronics Accessories,South,9,9,16.43,28.1,252.9
111035,2025-02-02,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111036,2025-02-09,SKU-0027,Electronics Accessories,Northeast,10,10,16.43,28.1,281.0
111037,2025-02-09,SKU-0027,Electronics Accessories,Midwest,21,21,16.43,28.1,590.1
111038,2025-02-09,SKU-0027,Electronics Accessories,South,11,11,16.43,28.1,309.1
111039,2025-02-09,SKU-0027,Electronics Accessories,West,7,7,16.43,28.1,196.7
111040,2025-02-16,SKU-0027,Electronics Accessories,Northeast,12,12,16.43,28.1,337.2
111041,2025-02-16,SKU-0027,Electronics Accessories,Midwest,24,24,16.43,28.1,674.4
111042,2025-02-16,SKU-0027,Electronics Accessories,South,12,12,16.43,28.1,337.2
111043,2025-02-16,SKU-0027,Electronics Accessories,West,7,7,16.43,28.1,196.7
111044,2025-02-23,SKU-0027,Electronics Accessories,Northeast,8,8,16.43,28.1,224.8
111045,2025-02-23,SKU-0027,Electronics Accessories,Midwest,17,17,16.43,28.1,477.7
111046,2025-02-23,SKU-0027,Electronics Accessories,South,9,9,16.43,28.1,252.9
111047,2025-02-23,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111048,2025-03-02,SKU-0027,Electronics Accessories,Northeast,27,13,16.43,28.1,365.3
111049,2025-03-02,SKU-0027,Electronics Accessories,Midwest,54,26,16.43,28.1,730.6
111050,2025-03-02,SKU-0027,Electronics Accessories,South,28,13,16.43,28.1,365.3
111051,2025-03-02,SKU-0027,Electronics Accessories,West,17,8,16.43,28.1,224.8
111052,2025-03-09,SKU-0027,Electronics Accessories,Northeast,8,8,16.43,28.1,224.8
111053,2025-03-09,SKU-0027,Electronics Accessories,Midwest,16,16,16.43,28.1,449.6
111054,2025-03-09,SKU-0027,Electronics Accessories,South,8,8,16.43,28.1,224.8
111055,2025-03-09,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111056,2025-03-16,SKU-0027,Electronics Accessories,Northeast,10,10,16.43,28.1,281.0
111057,2025-03-16,SKU-0027,Electronics Accessories,Midwest,21,21,16.43,28.1,590.1
111058,2025-03-16,SKU-0027,Electronics Accessories,South,11,11,16.43,28.1,309.1
111059,2025-03-16,SKU-0027,Electronics Accessories,West,7,7,16.43,28.1,196.7
111060,2025-03-23,SKU-0027,Electronics Accessories,Northeast,19,19,16.43,28.1,533.9
111061,2025-03-23,SKU-0027,Electronics Accessories,Midwest,39,39,16.43,28.1,1095.9
111062,2025-03-23,SKU-0027,Electronics Accessories,South,20,20,16.43,28.1,562.0
111063,2025-03-23,SKU-0027,Electronics Accessories,West,12,12,16.43,28.1,337.2
111064,2025-03-30,SKU-0027,Electronics Accessories,Northeast,17,14,16.43,28.1,393.4
111065,2025-03-30,SKU-0027,Electronics Accessories,Midwest,34,28,16.43,28.1,786.8
111066,2025-03-30,SKU-0027,Electronics Accessories,South,17,14,16.43,28.1,393.4
111067,2025-03-30,SKU-0027,Electronics Accessories,West,11,9,16.43,28.1,252.9
111068,2025-04-06,SKU-0027,Electronics Accessories,Northeast,12,0,16.43,28.1,0.0
111069,2025-04-06,SKU-0027,Electronics Accessories,Midwest,24,0,16.43,28.1,0.0
111070,2025-04-06,SKU-0027,Electronics Accessories,South,12,0,16.43,28.1,0.0
111071,2025-04-06,SKU-0027,Electronics Accessories,West,8,0,16.43,28.1,0.0
111072,2025-04-13,SKU-0027,Electronics Accessories,Northeast,14,0,16.43,28.1,0.0
111073,2025-04-13,SKU-0027,Electronics Accessories,Midwest,29,0,16.43,28.1,0.0
111074,2025-04-13,SKU-0027,Electronics Accessories,South,15,0,16.43,28.1,0.0
111075,2025-04-13,SKU-0027,Electronics Accessories,West,9,0,16.43,28.1,0.0
111076,2025-04-20,SKU-0027,Electronics Accessories,Northeast,18,0,16.43,28.1,0.0
111077,2025-04-20,SKU-0027,Electronics Accessories,Midwest,36,0,16.43,28.1,0.0
111078,2025-04-20,SKU-0027,Electronics Accessories,South,19,0,16.43,28.1,0.0
111079,2025-04-20,SKU-0027,Electronics Accessories,West,11,0,16.43,28.1,0.0
111080,2025-04-27,SKU-0027,Electronics Accessories,Northeast,12,0,16.43,28.1,0.0
111081,2025-04-27,SKU-0027,Electronics Accessories,Midwest,24,0,16.43,28.1,0.0
111082,2025-04-27,SKU-0027,Electronics Accessories,South,12,0,16.43,28.1,0.0
111083,2025-04-27,SKU-0027,Electronics Accessories,West,8,0,16.43,28.1,0.0
111084,2025-05-04,SKU-0027,Electronics Accessories,Northeast,17,17,16.43,28.1,477.7
111085,2025-05-04,SKU-0027,Electronics Accessories,Midwest,34,34,16.43,28.1,955.4
111086,2025-05-04,SKU-0027,Electronics Accessories,South,18,18,16.43,28.1,505.8
111087,2025-05-04,SKU-0027,Electronics Accessories,West,11,11,16.43,28.1,309.1
111088,2025-05-11,SKU-0027,Electronics Accessories,Northeast,8,8,16.43,28.1,224.8
111089,2025-05-11,SKU-0027,Electronics Accessories,Midwest,16,16,16.43,28.1,449.6
111090,2025-05-11,SKU-0027,Electronics Accessories,South,8,8,16.43,28.1,224.8
111091,2025-05-11,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111092,2025-05-18,SKU-0027,Electronics Accessories,Northeast,13,13,16.43,28.1,365.3
111093,2025-05-18,SKU-0027,Electronics Accessories,Midwest,26,26,16.43,28.1,730.6
111094,2025-05-18,SKU-0027,Electronics Accessories,South,13,13,16.43,28.1,365.3
111095,2025-05-18,SKU-0027,Electronics Accessories,West,8,8,16.43,28.1,224.8
111096,2025-05-25,SKU-0027,Electronics Accessories,Northeast,6,6,16.43,28.1,168.6
111097,2025-05-25,SKU-0027,Electronics Accessories,Midwest,11,11,16.43,28.1,309.1
111098,2025-05-25,SKU-0027,Electronics Accessories,South,6,6,16.43,28.1,168.6
111099,2025-05-25,SKU-0027,Electronics Accessories,West,4,4,16.43,28.1,112.4
111100,2025-06-01,SKU-0027,Electronics Accessories,Northeast,8,8,16.43,28.1,224.8
111101,2025-06-01,SKU-0027,Electronics Accessories,Midwest,16,16,16.43,28.1,449.6
111102,2025-06-01,SKU-0027,Electronics Accessories,South,8,8,16.43,28.1,224.8
111103,2025-06-01,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111104,2025-06-08,SKU-0027,Electronics Accessories,Northeast,7,0,16.43,28.1,0.0
111105,2025-06-08,SKU-0027,Electronics Accessories,Midwest,15,1,16.43,28.1,28.1
111106,2025-06-08,SKU-0027,Electronics Accessories,South,8,0,16.43,28.1,0.0
111107,2025-06-08,SKU-0027,Electronics Accessories,West,5,0,16.43,28.1,0.0
111108,2025-06-15,SKU-0027,Electronics Accessories,Northeast,23,0,16.43,28.1,0.0
111109,2025-06-15,SKU-0027,Electronics Accessories,Midwest,47,0,16.43,28.1,0.0
111110,2025-06-15,SKU-0027,Electronics Accessories,South,24,0,16.43,28.1,0.0
111111,2025-06-15,SKU-0027,Electronics Accessories,West,15,0,16.43,28.1,0.0
111112,2025-06-22,SKU-0027,Electronics Accessories,Northeast,10,10,16.43,28.1,281.0
111113,2025-06-22,SKU-0027,Electronics Accessories,Midwest,20,20,16.43,28.1,562.0
111114,2025-06-22,SKU-0027,Electronics Accessories,South,10,10,16.43,28.1,281.0
111115,2025-06-22,SKU-0027,Electronics Accessories,West,6,6,16.43,28.1,168.6
111116,2025-06-29,SKU-0027,Electronics Accessories,Northeast,14,14,16.43,28.1,393.4
111117,2025-06-29,SKU-0027,Electronics Accessories,Midwest,29,29,16.43,28.1,814.9
111118,2025-06-29,SKU-0027,Electronics Accessories,South,15,15,16.43,28.1,421.5
111119,2025-06-29,SKU-0027,Electronics Accessories,West,9,9,16.43,28.1,252.9
111120,2025-07-06,SKU-0027,Electronics Accessories,Northeast,8,8,16.43,28.1,224.8
111121,2025-07-06,SKU-0027,Electronics Accessories,Midwest,16,16,16.43,28.1,449.6
111122,2025-07-06,SKU-0027,Electronics Accessories,South,8,8,16.43,28.1,224.8
111123,2025-07-06,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111124,2025-07-13,SKU-0027,Electronics Accessories,Northeast,11,11,16.43,28.1,309.1
111125,2025-07-13,SKU-0027,Electronics Accessories,Midwest,22,22,16.43,28.1,618.2
111126,2025-07-13,SKU-0027,Electronics Accessories,South,12,12,16.43,28.1,337.2
111127,2025-07-13,SKU-0027,Electronics Accessories,West,7,7,16.43,28.1,196.7
111128,2025-07-20,SKU-0027,Electronics Accessories,Northeast,11,8,16.43,28.1,224.8
111129,2025-07-20,SKU-0027,Electronics Accessories,Midwest,22,17,16.43,28.1,477.7
111130,2025-07-20,SKU-0027,Electronics Accessories,South,11,9,16.43,28.1,252.9
111131,2025-07-20,SKU-0027,Electronics Accessories,West,7,5,16.43,28.1,140.5
111132,2025-07-27,SKU-0027,Electronics Accessories,Northeast,8,8,16.43,28.1,224.8
111133,2025-07-27,SKU-0027,Electronics Accessories,Midwest,16,16,16.43,28.1,449.6
111134,2025-07-27,SKU-0027,Electronics Accessories,South,8,8,16.43,28.1,224.8
111135,2025-07-27,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111136,2025-08-03,SKU-0027,Electronics Accessories,Northeast,19,19,16.43,28.1,533.9
111137,2025-08-03,SKU-0027,Electronics Accessories,Midwest,39,39,16.43,28.1,1095.9
111138,2025-08-03,SKU-0027,Electronics Accessories,South,20,20,16.43,28.1,562.0
111139,2025-08-03,SKU-0027,Electronics Accessories,West,12,12,16.43,28.1,337.2
111140,2025-08-10,SKU-0027,Electronics Accessories,Northeast,6,6,16.43,28.1,168.6
111141,2025-08-10,SKU-0027,Electronics Accessories,Midwest,11,11,16.43,28.1,309.1
111142,2025-08-10,SKU-0027,Electronics Accessories,South,6,6,16.43,28.1,168.6
111143,2025-08-10,SKU-0027,Electronics Accessories,West,4,4,16.43,28.1,112.4
111144,2025-08-17,SKU-0027,Electronics Accessories,Northeast,17,17,16.43,28.1,477.7
111145,2025-08-17,SKU-0027,Electronics Accessories,Midwest,35,35,16.43,28.1,983.5
111146,2025-08-17,SKU-0027,Electronics Accessories,South,18,18,16.43,28.1,505.8
111147,2025-08-17,SKU-0027,Electronics Accessories,West,11,11,16.43,28.1,309.1
111148,2025-08-24,SKU-0027,Electronics Accessories,Northeast,46,2,16.43,28.1,56.2
111149,2025-08-24,SKU-0027,Electronics Accessories,Midwest,94,3,16.43,28.1,84.3
111150,2025-08-24,SKU-0027,Electronics Accessories,South,48,2,16.43,28.1,56.2
111151,2025-08-24,SKU-0027,Electronics Accessories,West,29,1,16.43,28.1,28.1
111152,2025-08-31,SKU-0027,Electronics Accessories,Northeast,8,8,16.43,28.1,224.8
111153,2025-08-31,SKU-0027,Electronics Accessories,Midwest,17,17,16.43,28.1,477.7
111154,2025-08-31,SKU-0027,Electronics Accessories,South,9,9,16.43,28.1,252.9
111155,2025-08-31,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111156,2025-09-07,SKU-0027,Electronics Accessories,Northeast,13,13,16.43,28.1,365.3
111157,2025-09-07,SKU-0027,Electronics Accessories,Midwest,26,26,16.43,28.1,730.6
111158,2025-09-07,SKU-0027,Electronics Accessories,South,14,14,16.43,28.1,393.4
111159,2025-09-07,SKU-0027,Electronics Accessories,West,8,8,16.43,28.1,224.8
111160,2025-09-14,SKU-0027,Electronics Accessories,Northeast,6,6,16.43,28.1,168.6
111161,2025-09-14,SKU-0027,Electronics Accessories,Midwest,12,12,16.43,28.1,337.2
111162,2025-09-14,SKU-0027,Electronics Accessories,South,6,6,16.43,28.1,168.6
111163,2025-09-14,SKU-0027,Electronics Accessories,West,4,4,16.43,28.1,112.4
111164,2025-09-21,SKU-0027,Electronics Accessories,Northeast,13,13,16.43,28.1,365.3
111165,2025-09-21,SKU-0027,Electronics Accessories,Midwest,26,26,16.43,28.1,730.6
111166,2025-09-21,SKU-0027,Electronics Accessories,South,13,13,16.43,28.1,365.3
111167,2025-09-21,SKU-0027,Electronics Accessories,West,8,8,16.43,28.1,224.8
111168,2025-09-28,SKU-0027,Electronics Accessories,Northeast,6,6,16.43,28.1,168.6
111169,2025-09-28,SKU-0027,Electronics Accessories,Midwest,11,11,16.43,28.1,309.1
111170,2025-09-28,SKU-0027,Electronics Accessories,South,6,6,16.43,28.1,168.6
111171,2025-09-28,SKU-0027,Electronics Accessories,West,4,4,16.43,28.1,112.4
111172,2025-10-05,SKU-0027,Electronics Accessories,Northeast,18,6,16.43,28.1,168.6
111173,2025-10-05,SKU-0027,Electronics Accessories,Midwest,37,12,16.43,28.1,337.2
111174,2025-10-05,SKU-0027,Electronics Accessories,South,19,6,16.43,28.1,168.6
111175,2025-10-05,SKU-0027,Electronics Accessories,West,12,4,16.43,28.1,112.4
111176,2025-10-12,SKU-0027,Electronics Accessories,Northeast,11,0,16.43,28.1,0.0
111177,2025-10-12,SKU-0027,Electronics Accessories,Midwest,22,0,16.43,28.1,0.0
111178,2025-10-12,SKU-0027,Electronics Accessories,South,11,0,16.43,28.1,0.0
111179,2025-10-12,SKU-0027,Electronics Accessories,West,7,0,16.43,28.1,0.0
111180,2025-10-19,SKU-0027,Electronics Accessories,Northeast,6,0,16.43,28.1,0.0
111181,2025-10-19,SKU-0027,Electronics Accessories,Midwest,11,0,16.43,28.1,0.0
111182,2025-10-19,SKU-0027,Electronics Accessories,South,6,0,16.43,28.1,0.0
111183,2025-10-19,SKU-0027,Electronics Accessories,West,4,0,16.43,28.1,0.0
111184,2025-10-26,SKU-0027,Electronics Accessories,Northeast,7,7,16.43,28.1,196.7
111185,2025-10-26,SKU-0027,Electronics Accessories,Midwest,15,15,16.43,28.1,421.5
111186,2025-10-26,SKU-0027,Electronics Accessories,South,8,8,16.43,28.1,224.8
111187,2025-10-26,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111188,2025-11-02,SKU-0027,Electronics Accessories,Northeast,7,7,16.43,28.1,196.7
111189,2025-11-02,SKU-0027,Electronics Accessories,Midwest,15,15,16.43,28.1,421.5
111190,2025-11-02,SKU-0027,Electronics Accessories,South,8,8,16.43,28.1,224.8
111191,2025-11-02,SKU-0027,Electronics Accessories,West,5,5,16.43,28.1,140.5
111192,2025-11-09,SKU-0027,Electronics Accessories,Northeast,14,14,16.43,28.1,393.4
111193,2025-11-09,SKU-0027,Electronics Accessories,Midwest,29,29,16.43,28.1,814.9
111194,2025-11-09,SKU-0027,Electronics Accessories,South,15,15,16.43,28.1,421.5
111195,2025-11-09,SKU-0027,Electronics Accessories,West,9,9,16.43,28.1,252.9
111196,2025-11-16,SKU-0027,Electronics Accessories,Northeast,25,23,16.43,28.1,646.3
111197,2025-11-16,SKU-0027,Electronics Accessories,Midwest,50,46,16.43,28.1,1292.6
111198,2025-11-16,SKU-0027,Electronics Accessories,South,26,24,16.43,28.1,674.4
111199,2025-11-16,SKU-0027,Electronics Accessories,West,16,14,16.43,28.1,393.4
111200,2025-11-23,SKU-0027,Electronics Accessories,Northeast,13,0,16.43,28.1,0.0
111201,2025-11-23,SKU-0027,Electronics Accessories,Midwest,27,0,16.43,28.1,0.0
111202,2025-11-23,SKU-0027,Electronics Accessories,South,14,0,16.43,28.1,0.0
111203,2025-11-23,SKU-0027,Electronics Accessories,West,9,0,16.43,28.1,0.0
111204,2025-11-30,SKU-0027,Electronics Accessories,Northeast,9,0,16.43,28.1,0.0
111205,2025-11-30,SKU-0027,Electronics Accessories,Midwest,19,0,16.43,28.1,0.0
111206,2025-11-30,SKU-0027,Electronics Accessories,South,10,0,16.43,28.1,0.0
111207,2025-11-30,SKU-0027,Electronics Accessories,West,6,0,16.43,28.1,0.0
111208,2025-12-07,SKU-0027,Electronics Accessories,Northeast,10,0,16.43,28.1,0.0
111209,2025-12-07,SKU-0027,Electronics Accessories,Midwest,21,0,16.43,28.1,0.0
111210,2025-12-07,SKU-0027,Electronics Accessories,South,11,0,16.43,28.1,0.0
111211,2025-12-07,SKU-0027,Electronics Accessories,West,6,0,16.43,28.1,0.0
111212,2025-12-14,SKU-0027,Electronics Accessories,Northeast,16,16,16.43,28.1,449.6
111213,2025-12-14,SKU-0027,Electronics Accessories,Midwest,33,33,16.43,28.1,927.3
111214,2025-12-14,SKU-0027,Electronics Accessories,South,17,17,16.43,28.1,477.7
111215,2025-12-14,SKU-0027,Electronics Accessories,West,10,10,16.43,28.1,281.0
111216,2025-12-21,SKU-0027,Electronics Accessories,Northeast,5,5,16.43,28.1,140.5
111217,2025-12-21,SKU-0027,Electronics Accessories,Midwest,9,9,16.43,28.1,252.9
111218,2025-12-21,SKU-0027,Electronics Accessories,South,5,5,16.43,28.1,140.5
111219,2025-12-21,SKU-0027,Electronics Accessories,West,3,3,16.43,28.1,84.3
111220,2025-12-28,SKU-0027,Electronics Accessories,Northeast,20,20,16.43,28.1,562.0
111221,2025-12-28,SKU-0027,Electronics Accessories,Midwest,41,41,16.43,28.1,1152.1
111222,2025-12-28,SKU-0027,Electronics Accessories,South,21,21,16.43,28.1,590.1
111223,2025-12-28,SKU-0027,Electronics Accessories,West,13,13,16.43,28.1,365.3
111224,2024-01-07,SKU-0028,Electronics Accessories,Northeast,5,5,12.25,17.69,88.45
111225,2024-01-07,SKU-0028,Electronics Accessories,Midwest,35,35,12.25,17.69,619.15
111226,2024-01-07,SKU-0028,Electronics Accessories,South,30,30,12.25,17.69,530.7
111227,2024-01-07,SKU-0028,Electronics Accessories,West,8,8,12.25,17.69,141.52
111228,2024-01-14,SKU-0028,Electronics Accessories,Northeast,2,2,12.25,17.69,35.38
111229,2024-01-14,SKU-0028,Electronics Accessories,Midwest,12,12,12.25,17.69,212.28
111230,2024-01-14,SKU-0028,Electronics Accessories,South,10,10,12.25,17.69,176.9
111231,2024-01-14,SKU-0028,Electronics Accessories,West,3,3,12.25,17.69,53.07
111232,2024-01-21,SKU-0028,Electronics Accessories,Northeast,7,7,12.25,17.69,123.83
111233,2024-01-21,SKU-0028,Electronics Accessories,Midwest,47,47,12.25,17.69,831.43
111234,2024-01-21,SKU-0028,Electronics Accessories,South,41,41,12.25,17.69,725.29
111235,2024-01-21,SKU-0028,Electronics Accessories,West,10,10,12.25,17.69,176.9
111236,2024-01-28,SKU-0028,Electronics Accessories,Northeast,2,2,12.25,17.69,35.38
111237,2024-01-28,SKU-0028,Electronics Accessories,Midwest,16,16,12.25,17.69,283.04
111238,2024-01-28,SKU-0028,Electronics Accessories,South,14,14,12.25,17.69,247.66
111239,2024-01-28,SKU-0028,Electronics Accessories,West,3,3,12.25,17.69,53.07
111240,2024-02-04,SKU-0028,Electronics Accessories,Northeast,4,4,12.25,17.69,70.76
111241,2024-02-04,SKU-0028,Electronics Accessories,Midwest,26,26,12.25,17.69,459.94
111242,2024-02-04,SKU-0028,Electronics Accessories,South,23,23,12.25,17.69,406.87
111243,2024-02-04,SKU-0028,Electronics Accessories,West,6,6,12.25,17.69,106.14
111244,2024-02-11,SKU-0028,Electronics Accessories,Northeast,6,6,12.25,17.69,106.14
111245,2024-02-11,SKU-0028,Electronics Accessories,Midwest,45,45,12.25,17.69,796.05
111246,2024-02-11,SKU-0028,Electronics Accessories,South,39,39,12.25,17.69,689.91
111247,2024-02-11,SKU-0028,Electronics Accessories,West,10,10,12.25,17.69,176.9
111248,2024-02-18,SKU-0028,Electronics Accessories,Northeast,2,2,12.25,17.69,35.38
111249,2024-02-18,SKU-0028,Electronics Accessories,Midwest,15,15,12.25,17.69,265.35
111250,2024-02-18,SKU-0028,Electronics Accessories,South,13,13,12.25,17.69,229.97
111251,2024-02-18,SKU-0028,Electronics Accessories,West,3,3,12.25,17.69,53.07
111252,2024-02-25,SKU-0028,Electronics Accessories,Northeast,2,2,12.25,17.69,35.38
111253,2024-02-25,SKU-0028,Electronics Accessories,Midwest,14,14,12.25,17.69,247.66
111254,2024-02-25,SKU-0028,Electronics Accessories,South,12,12,12.25,17.69,212.28
111255,2024-02-25,SKU-0028,Electronics Accessories,West,3,3,12.25,17.69,53.07
111256,2024-03-03,SKU-0028,Electronics Accessories,Northeast,3,3,12.25,17.69,53.07
111257,2024-03-03,SKU-0028,Electronics Accessories,Midwest,20,20,12.25,17.69,353.8
111258,2024-03-03,SKU-0028,Electronics Accessories,South,18,18,12.25,17.69,318.42
111259,2024-03-03,SKU-0028,Electronics Accessories,West,4,4,12.25,17.69,70.76
111260,2024-03-10,SKU-0028,Electronics Accessories,Northeast,3,3,12.25,17.69,53.07
111261,2024-03-10,SKU-0028,Electronics Accessories,Midwest,21,18,12.25,17.69,318.42
111262,2024-03-10,SKU-0028,Electronics Accessories,South,18,15,12.25,17.69,265.35
111263,2024-03-10,SKU-0028,Electronics Accessories,West,4,4,12.25,17.69,70.76
111264,2024-03-17,SKU-0028,Electronics Accessories,Northeast,4,0,12.25,17.69,0.0
111265,2024-03-17,SKU-0028,Electronics Accessories,Midwest,29,0,12.25,17.69,0.0
111266,2024-03-17,SKU-0028,Electronics Accessories,South,25,0,12.25,17.69,0.0
111267,2024-03-17,SKU-0028,Electronics Accessories,West,6,0,12.25,17.69,0.0
111268,2024-03-24,SKU-0028,Electronics Accessories,Northeast,4,0,12.25,17.69,0.0
111269,2024-03-24,SKU-0028,Electronics Accessories,Midwest,25,0,12.25,17.69,0.0
111270,2024-03-24,SKU-0028,Electronics Accessories,South,22,0,12.25,17.69,0.0
111271,2024-03-24,SKU-0028,Electronics Accessories,West,5,0,12.25,17.69,0.0
