month,region,category,budget_revenue,budget_discount_pct,budget_cogs_pct,actual_revenue,actual_discount_pct,actual_cogs_pct,budget_net_revenue,budget_cogs,budget_profit,actual_net_revenue,actual_cogs,actual_profit,profit_variance
2024-02,Midwest,Home & Kitchen,117846.67,0.12,0.58,123135.31,0.1309,0.5879,103705.07,60148.94,43556.13,107016.9,62915.24,44101.66,545.53
2024-03,Midwest,Home & Kitchen,128230.52,0.12,0.58,136564.76,0.1153,0.5736,112842.86,65448.86,47394.0,120818.84,69301.69,51517.15,4123.15
2024-04,Midwest,Home & Kitchen,133321.48,0.12,0.58,139506.34,0.1314,0.6013,117322.9,68047.28,49275.62,121175.21,72862.65,48312.56,-963.06
2024-05,Midwest,Home & Kitchen,137105.16,0.12,0.58,136754.7,0.1187,0.5757,120652.54,69978.47,50674.07,120521.92,69384.47,51137.45,463.38
2024-06,Midwest,Home & Kitchen,140931.35,0.12,0.58,144907.69,0.1344,0.5729,124019.59,71931.36,52088.23,125432.1,71860.05,53572.05,1483.82
2024-07,Midwest,Home & Kitchen,139230.82,0.12,0.58,134958.36,0.1054,0.577,122523.12,71063.41,51459.71,120733.75,69663.37,51070.38,-389.33
2024-08,Midwest,Home & Kitchen,144502.46,0.12,0.58,138015.87,0.1225,0.5756,127162.16,73754.05,53408.11,121108.93,69710.3,51398.63,-2009.48
2024-09,Midwest,Home & Kitchen,148424.3,0.12,0.58,145149.1,0.1304,0.5983,130613.38,75755.76,54857.62,126221.66,75518.42,50703.24,-4154.38
2024-10,Midwest,Home & Kitchen,156661.24,0.12,0.58,151174.25,0.1161,0.5974,137861.89,79959.9,57901.99,133622.92,79826.33,53796.59,-4105.4
2024-11,Midwest,Home & Kitchen,186526.78,0.12,0.58,178859.45,0.117,0.577,164143.57,95203.27,68940.3,157932.89,91127.28,66805.61,-2134.69
2024-12,Midwest,Home & Kitchen,176344.87,0.12,0.58,191080.35,0.1118,0.5849,155183.49,90006.42,65177.07,169717.57,99267.81,70449.76,5272.69
2025-01,Midwest,Home & Kitchen,131047.02,0.12,0.58,119411.05,0.1368,0.584,115321.38,66886.4,48434.98,103075.62,60196.16,42879.46,-5555.52
2025-02,Midwest,Home & Kitchen,129070.16,0.12,0.58,131578.61,0.1134,0.601,113581.74,65877.41,47704.33,116657.6,70111.22,46546.38,-1157.95
2025-03,Midwest,Home & Kitchen,140346.79,0.12,0.58,143321.21,0.1283,0.5889,123505.18,71633.0,51872.18,124933.1,73573.1,51360.0,-512.18
2025-04,Midwest,Home & Kitchen,145820.37,0.12,0.58,137420.39,0.1425,0.573,128321.93,74426.72,53895.21,117837.98,67521.16,50316.82,-3578.39
2025-05,Midwest,Home & Kitchen,149859.13,0.12,0.58,160293.9,0.1243,0.5894,131876.03,76488.1,55387.93,140369.37,82733.71,57635.66,2247.73
2025-06,Midwest,Home & Kitchen,153940.39,0.12,0.58,146396.83,0.1368,0.5841,135467.54,78571.17,56896.37,126369.74,73812.57,52557.17,-4339.2
2025-07,Midwest,Home & Kitchen,151984.79,0.12,0.58,153690.6,0.1275,0.58,133746.62,77573.04,56173.58,134095.05,77775.13,56319.92,146.34
2025-08,Midwest,Home & Kitchen,157639.05,0.12,0.58,144264.81,0.1266,0.5879,138722.36,80458.97,58263.39,126000.89,74075.92,51924.97,-6338.42
2025-09,Midwest,Home & Kitchen,161815.97,0.12,0.58,150610.14,0.1158,0.572,142398.05,82590.87,59807.18,133169.49,76172.95,56996.54,-2810.64
2025-10,Midwest,Home & Kitchen,170690.61,0.12,0.58,163674.16,0.1123,0.5788,150207.74,87120.49,63087.25,145293.55,84095.91,61197.64,-1889.61
2025-11,Midwest,Home & Kitchen,203106.94,0.12,0.58,206176.96,0.128,0.587,178734.11,103665.78,75068.33,179786.31,105534.56,74251.75,-816.58
2025-12,Midwest,Home & Kitchen,191904.71,0.12,0.58,206999.9,0.1196,0.575,168876.14,97948.16,70927.98,182242.71,104789.56,77453.15,6525.17
2024-01,Midwest,Office Supplies,91701.44,0.08,0.55,86150.02,0.0651,0.5554,84365.32,46400.93,37964.39,80541.65,44732.83,35808.82,-2155.57
2024-02,Midwest,Office Supplies,90380.94,0.08,0.55,94249.94,0.0826,0.5536,83150.46,45732.75,37417.71,86464.89,47866.96,38597.93,1180.22
2024-03,Midwest,Office Supplies,98344.7,0.08,0.55,95516.62,0.0832,0.5344,90477.12,49762.42,40714.7,87569.64,46797.22,40772.42,57.72
2024-04,Midwest,Office Supplies,102249.14,0.08,0.55,106082.77,0.084,0.555,94069.21,51738.07,42331.14,97171.82,53930.36,43241.46,910.32
2024-05,Midwest,Office Supplies,105150.98,0.08,0.55,109005.14,0.0799,0.538,96738.9,53206.4,43532.5,100295.63,53959.05,46336.58,2804.08
2024-06,Midwest,Office Supplies,108085.43,0.08,0.55,109244.76,0.0769,0.563,99438.6,54691.23,44747.37,100843.84,56775.08,44068.76,-678.61
2024-07,Midwest,Office Supplies,106781.23,0.08,0.55,108580.94,0.0809,0.5398,98238.73,54031.3,44207.43,99796.74,53870.28,45926.46,1719.03
2024-08,Midwest,Office Supplies,110824.24,0.08,0.55,100462.56,0.0819,0.5444,101958.3,56077.07,45881.23,92234.68,50212.56,42022.12,-3859.11
2024-09,Midwest,Office Supplies,113832.05,0.08,0.55,117934.65,0.0887,0.543,104725.49,57599.02,47126.47,107473.85,58358.3,49115.55,1989.08
2024-10,Midwest,Office Supplies,120149.26,0.08,0.55,127695.98,0.076,0.5446,110537.32,60795.53,49741.79,117991.09,64257.95,53733.14,3991.35
2024-11,Midwest,Office Supplies,143054.24,0.08,0.55,142329.17,0.08,0.5515,131609.9,72385.45,59224.45,130942.84,72214.98,58727.86,-496.59
2024-12,Midwest,Office Supplies,135245.36,0.08,0.55,140958.76,0.0823,0.5362,124425.73,68434.15,55991.58,129357.85,69361.68,59996.17,4004.59
2025-01,Midwest,Office Supplies,100504.78,0.08,0.55,104506.92,0.0867,0.5488,92464.4,50855.42,41608.98,95446.17,52380.86,43065.31,1456.33
2025-02,Midwest,Office Supplies,98988.65,0.08,0.55,105203.82,0.0745,0.5623,91069.56,50088.26,40981.3,97366.14,54748.98,42617.16,1635.86
2025-03,Midwest,Office Supplies,107637.11,0.08,0.55,103457.46,0.084,0.5295,99026.14,54464.38,44561.76,94767.03,50179.14,44587.89,26.13
2025-04,Midwest,Office Supplies,111835.0,0.08,0.55,108944.37,0.0728,0.5489,102888.2,56588.51,46299.69,101013.22,55446.16,45567.06,-732.63
2025-05,Midwest,Office Supplies,114932.47,0.08,0.55,119582.38,0.071,0.5646,105737.87,58155.83,47582.04,111092.03,62722.56,48369.47,787.43
2025-06,Midwest,Office Supplies,118062.55,0.08,0.55,122634.8,0.0753,0.5547,108617.55,59739.65,48877.9,113400.4,62903.2,50497.2,1619.3
2025-07,Midwest,Office Supplies,116562.72,0.08,0.55,124950.87,0.075,0.5445,107237.7,58980.74,48256.96,115579.55,62933.06,52646.49,4389.53
2025-08,Midwest,Office Supplies,120899.18,0.08,0.55,119487.36,0.0742,0.5561,111227.25,61174.99,50052.26,110621.4,61516.56,49104.84,-947.42
2025-09,Midwest,Office Supplies,124102.61,0.08,0.55,124283.89,0.082,0.5435,114174.4,62795.92,51378.48,114092.61,62009.33,52083.28,704.8
2025-10,Midwest,Office Supplies,130908.9,0.08,0.55,126301.4,0.0859,0.548,120436.19,66239.9,54196.29,115452.11,63267.76,52184.35,-2011.94
2025-11,Midwest,Office Supplies,155770.18,0.08,0.55,154152.69,0.0733,0.5465,143308.57,78819.71,64488.86,142853.3,78069.33,64783.97,295.11
2025-12,Midwest,Office Supplies,147178.77,0.08,0.55,157622.12,0.0801,0.5518,135404.47,74472.46,60932.01,144996.59,80009.12,64987.47,4055.46
2024-01,Midwest,Personal Care,113949.83,0.11,0.54,114066.33,0.1038,0.5347,101415.35,54764.29,46651.06,102226.24,54660.37,47565.87,914.81
2024-02,Midwest,Personal Care,112308.95,0.11,0.54,115438.92,0.1026,0.5489,99954.97,53975.68,45979.29,103594.89,56863.24,46731.65,752.36
2024-03,Midwest,Personal Care,122204.86,0.11,0.54,121956.45,0.0949,0.5477,108762.33,58731.66,50030.67,110382.78,60456.65,49926.13,-104.54
2024-04,Midwest,Personal Care,127056.59,0.11,0.54,125196.58,0.0974,0.5517,113080.37,61063.4,52016.97,113002.43,62343.44,50658.99,-1357.98
2024-05,Midwest,Personal Care,130662.47,0.11,0.54,130646.83,0.1152,0.5398,116289.6,62796.38,53493.22,115596.32,62398.89,53197.43,-295.79
2024-06,Midwest,Personal Care,134308.86,0.11,0.54,134150.87,0.1067,0.5264,119534.89,64548.84,54986.05,119836.97,63082.18,56754.79,1768.74
2024-07,Midwest,Personal Care,132688.24,0.11,0.54,126149.83,0.1141,0.5396,118092.53,63769.97,54322.56,111756.13,60303.61,51452.52,-2870.04
2024-08,Midwest,Personal Care,137712.16,0.11,0.54,132543.2,0.1062,0.5364,122563.82,66184.46,56379.36,118467.11,63545.76,54921.35,-1458.01
2024-09,Midwest,Personal Care,141449.72,0.11,0.54,140103.27,0.1274,0.5367,125890.25,67980.74,57909.51,122254.11,65613.78,56640.33,-1269.18
2024-10,Midwest,Personal Care,149299.59,0.11,0.54,153745.69,0.1075,0.5301,132876.64,71753.39,61123.25,137218.03,72739.28,64478.75,3355.5
2024-11,Midwest,Personal Care,177761.73,0.11,0.54,177057.31,0.1107,0.5406,158207.94,85432.29,72775.65,157457.07,85121.29,72335.78,-439.87
2024-12,Midwest,Personal Care,168058.27,0.11,0.54,154820.74,0.1048,0.538,149571.86,80768.8,68803.06,138595.53,74564.4,64031.13,-4771.93
2025-01,Midwest,Personal Care,124889.01,0.11,0.54,141656.57,0.1311,0.5373,111151.22,60021.66,51129.56,123085.39,66133.78,56951.61,5822.05
2025-02,Midwest,Personal Care,123005.04,0.11,0.54,124945.13,0.1121,0.5439,109474.49,59116.22,50358.27,110938.78,60339.6,50599.18,240.91
2025-03,Midwest,Personal Care,133751.77,0.11,0.54,131647.53,0.1044,0.543,119039.08,64281.1,54757.98,117903.53,64021.62,53881.91,-876.07
2025-04,Midwest,Personal Care,138968.14,0.11,0.54,139780.23,0.1121,0.5456,123681.64,66788.09,56893.55,124110.87,67714.89,56395.98,-497.57
2025-05,Midwest,Personal Care,142817.11,0.11,0.54,142843.65,0.0957,0.5262,127107.23,68637.9,58469.33,129173.51,67971.1,61202.41,2733.08
2025-06,Midwest,Personal Care,146706.6,0.11,0.54,147016.85,0.1099,0.5378,130568.87,70507.19,60061.68,130859.7,70376.35,60483.35,421.67
2025-07,Midwest,Personal Care,144842.89,0.11,0.54,149101.47,0.1057,0.5359,128910.17,69611.49,59298.68,133341.44,71457.68,61883.76,2585.08
2025-08,Midwest,Personal Care,150231.45,0.11,0.54,153871.18,0.117,0.543,133705.99,72201.23,61504.76,135868.25,73776.46,62091.79,587.03
2025-09,Midwest,Personal Care,154212.1,0.11,0.54,155548.97,0.1099,0.5277,137248.77,74114.34,63134.43,138454.14,73062.25,65391.89,2257.46
2025-10,Midwest,Personal Care,162669.71,0.11,0.54,171854.2,0.0999,0.5355,144776.04,78179.06,66596.98,154685.97,82834.34,71851.63,5254.65
2025-11,Midwest,Personal Care,193562.77,0.11,0.54,184593.66,0.0935,0.5369,172270.87,93026.27,79244.6,167334.15,89841.71,77492.44,-1752.16
2025-12,Midwest,Personal Care,182886.94,0.11,0.54,202097.06,0.1012,0.5223,162769.38,87895.47,74873.91,181644.84,94873.1,86771.74,11897.83
2024-01,Midwest,Outdoor & Sporting,85530.55,0.13,0.6,86768.06,0.1532,0.5976,74411.58,44646.95,29764.63,73475.19,43908.77,29566.42,-198.21
2024-02,Midwest,Outdoor & Sporting,84298.91,0.13,0.6,80190.66,0.151,0.5963,73340.05,44004.03,29336.02,68081.87,40597.22,27484.65,-1851.37
2024-03,Midwest,Outdoor & Sporting,91726.77,0.13,0.6,82811.39,0.1512,0.5948,79802.29,47881.37,31920.92,70290.31,41808.68,28481.63,-3439.29
2024-04,Midwest,Outdoor & Sporting,95368.47,0.13,0.6,96808.01,0.1424,0.5864,82970.57,49782.34,33188.23,83022.55,48684.42,34338.13,1149.9
2024-05,Midwest,Outdoor & Sporting,98075.03,0.13,0.6,101930.01,0.1407,0.6004,85325.28,51195.17,34130.11,87588.46,52588.11,35000.35,870.24
2024-06,Midwest,Outdoor & Sporting,100812.01,0.13,0.6,99165.48,0.1606,0.6243,87706.45,52623.87,35082.58,83239.5,51966.42,31273.08,-3809.5
2024-07,Midwest,Outdoor & Sporting,99595.58,0.13,0.6,98580.53,0.1627,0.5967,86648.15,51988.89,34659.26,82541.48,49252.5,33288.98,-1370.28
2024-08,Midwest,Outdoor & Sporting,103366.52,0.13,0.6,101381.46,0.1281,0.5966,89928.87,53957.32,35971.55,88394.49,52736.15,35658.34,-313.21
2024-09,Midwest,Outdoor & Sporting,106171.93,0.13,0.6,109603.87,0.1359,0.6054,92369.58,55421.75,36947.83,94708.7,57336.65,37372.05,424.22
2024-10,Midwest,Outdoor & Sporting,112064.03,0.13,0.6,113837.33,0.1385,0.5875,97495.71,58497.43,38998.28,98070.86,57616.63,40454.23,1455.95
2024-11,Midwest,Outdoor & Sporting,133427.66,0.13,0.6,123730.7,0.1514,0.6027,116082.06,69649.24,46432.82,104997.87,63282.22,41715.65,-4717.17
2024-12,Midwest,Outdoor & Sporting,126144.26,0.13,0.6,129044.29,0.1511,0.6057,109745.51,65847.31,43898.2,109545.7,66351.83,43193.87,-704.33
2025-01,Midwest,Outdoor & Sporting,93741.49,0.13,0.6,94164.25,0.1453,0.6127,81555.1,48933.06,32622.04,80482.18,49311.43,31170.75,-1451.29
2025-02,Midwest,Outdoor & Sporting,92327.38,0.13,0.6,94630.4,0.1511,0.6063,80324.82,48194.89,32129.93,80331.75,48705.14,31626.61,-503.32
2025-03,Midwest,Outdoor & Sporting,100393.86,0.13,0.6,96200.75,0.1651,0.6075,87342.66,52405.6,34937.06,80318.01,48793.19,31524.82,-3412.24
2025-04,Midwest,Outdoor & Sporting,104309.26,0.13,0.6,108855.68,0.1904,0.6044,90749.06,54449.44,36299.62,88129.56,53265.51,34864.05,-1435.57
2025-05,Midwest,Outdoor & Sporting,107198.29,0.13,0.6,114888.41,0.1651,0.5854,93262.51,55957.51,37305.0,95920.33,56151.76,39768.57,2463.57
2025-06,Midwest,Outdoor & Sporting,110117.74,0.13,0.6,98391.43,0.169,0.5985,95802.43,57481.46,38320.97,81763.28,48935.32,32827.96,-5493.01
2025-07,Midwest,Outdoor & Sporting,108718.84,0.13,0.6,114129.2,0.1469,0.5933,94585.39,56751.23,37834.16,97363.62,57765.84,39597.78,1763.62
2025-08,Midwest,Outdoor & Sporting,112763.48,0.13,0.6,112662.36,0.1662,0.5945,98104.23,58862.54,39241.69,93937.88,55846.07,38091.81,-1149.88
2025-09,Midwest,Outdoor & Sporting,115751.35,0.13,0.6,115477.08,0.1718,0.6047,100703.67,60422.2,40281.47,95638.12,57832.37,37805.75,-2475.72
2025-10,Midwest,Outdoor & Sporting,122099.62,0.13,0.6,120664.01,0.153,0.6043,106226.67,63736.0,42490.67,102202.42,61760.92,40441.5,-2049.17
2025-11,Midwest,Outdoor & Sporting,145287.9,0.13,0.6,142833.23,0.1687,0.5984,126400.47,75840.28,50560.19,118737.26,71052.38,47684.88,-2875.31
2025-12,Midwest,Outdoor & Sporting,137274.64,0.13,0.6,139124.68,0.1807,0.5955,119428.94,71657.36,47771.58,113984.85,67877.98,46106.87,-1664.71
2024-01,Midwest,Pet Supplies,90030.42,0.09,0.56,88467.6,0.0943,0.5781,81927.68,45879.5,36048.18,80125.11,46320.33,33804.78,-2243.4
2024-02,Midwest,Pet Supplies,88733.99,0.09,0.56,77793.69,0.0899,0.5615,80747.93,45218.84,35529.09,70800.04,39754.22,31045.82,-4483.27
2024-03,Midwest,Pet Supplies,96552.63,0.09,0.56,99925.4,0.0753,0.5517,87862.89,49203.22,38659.67,92401.02,50977.64,41423.38,2763.71
2024-04,Midwest,Pet Supplies,100385.92,0.09,0.56,101257.79,0.0902,0.5663,91351.19,51156.67,40194.52,92124.34,52170.01,39954.33,-240.19
2024-05,Midwest,Pet Supplies,103234.89,0.09,0.56,106747.69,0.1036,0.5578,93943.75,52608.5,41335.25,95688.63,53375.12,42313.51,978.26
2024-06,Midwest,Pet Supplies,106115.86,0.09,0.56,96436.21,0.0924,0.5584,96565.43,54076.64,42488.79,87525.5,48874.24,38651.26,-3837.53
2024-07,Midwest,Pet Supplies,104835.43,0.09,0.56,107483.71,0.0926,0.5683,95400.24,53424.13,41976.11,97530.72,55426.71,42104.01,127.9
2024-08,Midwest,Pet Supplies,108804.77,0.09,0.56,105068.69,0.0813,0.5711,99012.34,55446.91,43565.43,96526.61,55126.35,41400.26,-2165.17
2024-09,Midwest,Pet Supplies,111757.77,0.09,0.56,116465.55,0.0933,0.5541,101699.57,56951.76,44747.81,105599.31,58512.58,47086.73,2338.92
2024-10,Midwest,Pet Supplies,117959.86,0.09,0.56,119768.64,0.0779,0.5565,107343.47,60112.34,47231.13,110438.66,61459.11,48979.55,1748.42
2024-11,Midwest,Pet Supplies,140447.46,0.09,0.56,151027.88,0.0837,0.572,127807.19,71572.03,56235.16,138386.85,79157.28,59229.57,2994.41
2024-12,Midwest,Pet Supplies,132780.87,0.09,0.56,140611.66,0.0832,0.5436,120830.59,67665.13,53165.46,128912.77,70076.98,58835.79,5670.33
2025-01,Midwest,Pet Supplies,98673.34,0.09,0.56,104149.92,0.0872,0.558,89792.74,50283.93,39508.81,95068.05,53047.97,42020.08,2511.27
2025-02,Midwest,Pet Supplies,97184.84,0.09,0.56,86591.85,0.0812,0.5621,88438.2,49525.39,38912.81,79560.59,44721.01,34839.58,-4073.23
2025-03,Midwest,Pet Supplies,105675.71,0.09,0.56,112645.65,0.0872,0.5536,96164.9,53852.34,42312.56,102822.95,56922.79,45900.16,3587.6
2025-04,Midwest,Pet Supplies,109797.1,0.09,0.56,113620.98,0.0956,0.5649,99915.36,55952.6,43962.76,102758.81,58048.45,44710.36,747.6
2025-05,Midwest,Pet Supplies,112838.13,0.09,0.56,112639.77,0.0867,0.561,102682.7,57502.31,45180.39,102873.9,57712.26,45161.64,-18.75
2025-06,Midwest,Pet Supplies,115911.17,0.09,0.56,123301.79,0.1035,0.5616,105479.16,59068.33,46410.83,110540.05,62079.29,48460.76,2049.93
2025-07,Midwest,Pet Supplies,114438.67,0.09,0.56,115958.54,0.0744,0.5739,104139.19,58317.95,45821.24,107331.22,61597.39,45733.83,-87.41
2025-08,Midwest,Pet Supplies,118696.11,0.09,0.56,121320.21,0.0919,0.5609,108013.46,60487.54,47525.92,110170.88,61794.85,48376.03,850.11
2025-09,Midwest,Pet Supplies,121841.17,0.09,0.56,125119.2,0.0771,0.5774,110875.46,62090.26,48785.2,115472.51,66673.83,48798.68,13.48
2025-10,Midwest,Pet Supplies,128523.43,0.09,0.56,125444.27,0.0954,0.5638,116956.32,65495.54,51460.78,113476.89,63978.27,49498.62,-1962.16
2025-11,Midwest,Pet Supplies,152931.68,0.09,0.56,155333.19,0.0771,0.5599,139167.83,77933.98,61233.85,143357.0,80265.58,63091.42,1857.57
2025-12,Midwest,Pet Supplies,144496.83,0.09,0.56,134460.01,0.0761,0.56,131492.12,73635.59,57856.53,124227.6,69567.46,54660.14,-3196.39
2024-01,South,Electronics Accessories,247322.79,0.1,0.62,257980.38,0.1183,0.6191,222590.51,138006.12,84584.39,227461.3,140821.29,86640.01,2055.62
2024-02,South,Electronics Accessories,243761.34,0.1,0.62,243208.18,0.0818,0.6177,219385.21,136018.83,83366.38,223313.75,137940.9,85372.85,2006.47
2024-03,South,Electronics Accessories,265239.95,0.1,0.62,271940.85,0.1034,0.63,238715.96,148003.9,90712.06,243822.17,153607.97,90214.2,-497.86
2024-04,South,Electronics Accessories,275770.4,0.1,0.62,263763.79,0.1032,0.6137,248193.36,153879.88,94313.48,236543.37,145166.67,91376.7,-2936.78
2024-05,South,Electronics Accessories,283596.8,0.1,0.62,273577.58,0.1001,0.6125,255237.12,158247.01,96990.11,246192.46,150792.88,95399.58,-1590.53
2024-06,South,Electronics Accessories,291511.12,0.1,0.62,296305.98,0.0968,0.6019,262360.01,162663.21,99696.8,267623.56,161082.62,106540.94,6844.14
2024-07,South,Electronics Accessories,287993.65,0.1,0.62,309426.32,0.0849,0.6176,259194.29,160700.46,98493.83,283156.03,174877.16,108278.87,9785.04
2024-08,South,Electronics Accessories,298897.83,0.1,0.62,276921.28,0.0846,0.6171,269008.05,166784.99,102223.06,253493.74,156430.99,97062.75,-5160.31
2024-09,South,Electronics Accessories,307010.02,0.1,0.62,283197.67,0.0945,0.6206,276309.02,171311.59,104997.43,256435.49,159143.87,97291.62,-7705.81
2024-10,South,Electronics Accessories,324047.81,0.1,0.62,313879.87,0.0991,0.6133,291643.03,180818.68,110824.35,282774.37,173425.52,109348.85,-1475.5
2024-11,South,Electronics Accessories,385823.55,0.1,0.62,408489.35,0.0852,0.6172,347241.2,215289.54,131951.66,373686.06,230639.04,143047.02,11095.36
2024-12,South,Electronics Accessories,364762.64,0.1,0.62,367435.78,0.0945,0.6001,328286.38,203537.56,124748.82,332713.1,199661.13,133051.97,8303.15
2025-01,South,Electronics Accessories,271065.77,0.1,0.62,288904.59,0.118,0.6148,243959.19,151254.7,92704.49,254813.85,156659.55,98154.3,5449.81
2025-02,South,Electronics Accessories,266976.7,0.1,0.62,264107.27,0.1067,0.6079,240279.03,148973.0,91306.03,235927.02,143420.04,92506.98,1200.95
2025-03,South,Electronics Accessories,290301.99,0.1,0.62,277525.0,0.1116,0.6258,261271.79,161988.51,99283.28,246553.21,154293.0,92260.21,-7023.07
2025-04,South,Electronics Accessories,301623.88,0.1,0.62,298182.12,0.1055,0.6245,271461.49,168306.12,103155.37,266723.91,166569.08,100154.83,-3000.54
2025-05,South,Electronics Accessories,309977.89,0.1,0.62,316820.35,0.0846,0.6176,278980.1,172967.66,106012.44,290017.35,179114.72,110902.63,4890.19
2025-06,South,Electronics Accessories,318419.84,0.1,0.62,301823.96,0.102,0.6078,286577.86,177678.27,108899.59,271037.92,164736.85,106301.07,-2598.52
2025-07,South,Electronics Accessories,314374.74,0.1,0.62,317983.67,0.1025,0.6056,282937.27,175421.11,107516.16,285390.34,172832.39,112557.95,5041.79
2025-08,South,Electronics Accessories,326070.36,0.1,0.62,327424.35,0.1114,0.6281,293463.32,181947.26,111516.06,290949.28,182745.24,108204.04,-3312.02
2025-09,South,Electronics Accessories,334710.17,0.1,0.62,332263.91,0.1249,0.6103,301239.15,186768.27,114470.88,290764.15,177453.36,113310.79,-1160.09
2025-10,South,Electronics Accessories,353067.02,0.1,0.62,363233.21,0.0942,0.6012,317760.32,197011.4,120748.92,329016.64,197804.8,131211.84,10462.92
2025-11,South,Electronics Accessories,420118.97,0.1,0.62,390780.66,0.1015,0.6131,378107.07,234426.38,143680.69,351116.42,215269.48,135846.94,-7833.75
2025-12,South,Electronics Accessories,396947.58,0.1,0.62,380350.32,0.1079,0.6305,357252.82,221496.75,135756.07,339310.52,213935.28,125375.24,-10380.83
2024-01,South,Home & Kitchen,154172.46,0.12,0.58,158174.71,0.1104,0.6017,135671.76,78689.62,56982.14,140712.22,84666.54,56045.68,-936.46
2024-02,South,Home & Kitchen,151952.38,0.12,0.58,153487.17,0.1099,0.569,133718.09,77556.49,56161.6,136618.93,77736.17,58882.76,2721.16
2024-03,South,Home & Kitchen,165341.4,0.12,0.58,169810.4,0.132,0.5807,145500.43,84390.25,61110.18,147395.43,85592.53,61802.9,692.72
2024-04,South,Home & Kitchen,171905.72,0.12,0.58,178859.8,0.1244,0.585,151277.03,87740.68,63536.35,156609.64,91616.64,64993.0,1456.65
2024-05,South,Home & Kitchen,176784.43,0.12,0.58,194303.64,0.1266,0.5973,155570.3,90230.77,65339.53,169704.8,101364.68,68340.12,3000.59
2024-06,South,Home & Kitchen,181717.94,0.12,0.58,189392.85,0.1266,0.5858,159911.79,92748.84,67162.95,165415.72,96900.53,68515.19,1352.24
2024-07,South,Home & Kitchen,179525.27,0.12,0.58,192089.48,0.1271,0.5856,157982.24,91629.7,66352.54,167674.91,98190.43,69484.48,3131.94
2024-08,South,Home & Kitchen,186322.56,0.12,0.58,186288.2,0.1117,0.5841,163963.85,95099.03,68864.82,165479.81,96656.76,68823.05,-41.77
2024-09,South,Home & Kitchen,191379.42,0.12,0.58,200077.54,0.1148,0.581,168413.89,97680.06,70733.83,177108.64,102900.12,74208.52,3474.69
2024-10,South,Home & Kitchen,202000.19,0.12,0.58,205693.73,0.1106,0.5711,177760.17,103100.9,74659.27,182944.0,104479.32,78464.68,3805.41
2024-11,South,Home & Kitchen,240509.04,0.12,0.58,234038.04,0.1311,0.5841,211647.96,122755.82,88892.14,203355.65,118780.04,84575.61,-4316.53
2024-12,South,Home & Kitchen,227380.4,0.12,0.58,225641.38,0.1107,0.5859,200094.75,116054.95,84039.8,200662.88,117568.38,83094.5,-945.3
2025-01,South,Home & Kitchen,168973.02,0.12,0.58,166294.55,0.1155,0.5883,148696.26,86243.83,62452.43,147087.53,86531.59,60555.94,-1896.49
2025-02,South,Home & Kitchen,166424.04,0.12,0.58,161332.99,0.1263,0.5619,146453.16,84942.83,61510.33,140956.63,79203.53,61753.1,242.77
2025-03,South,Home & Kitchen,180964.21,0.12,0.58,176141.49,0.1263,0.5806,159248.5,92364.13,66884.37,153894.82,89351.33,64543.49,-2340.88
2025-04,South,Home & Kitchen,188021.89,0.12,0.58,206581.09,0.1174,0.5772,165459.26,95966.37,69492.89,182328.47,105239.99,77088.48,7595.59
2025-05,South,Home & Kitchen,193229.49,0.12,0.58,184218.71,0.1238,0.5883,170041.95,98624.33,71417.62,161412.43,94958.93,66453.5,-4964.12
2025-06,South,Home & Kitchen,198491.91,0.12,0.58,197026.34,0.1271,0.5933,174672.88,101310.27,73362.61,171984.29,102038.28,69946.01,-3416.6
2025-07,South,Home & Kitchen,195970.33,0.12,0.58,172840.91,0.1071,0.5712,172453.89,100023.26,72430.63,154329.65,88153.1,66176.55,-6254.08
2025-08,South,Home & Kitchen,203260.98,0.12,0.58,195857.79,0.1291,0.5702,178869.66,103744.4,75125.26,170572.55,97260.47,73312.08,-1813.18
2025-09,South,Home & Kitchen,208646.73,0.12,0.58,210721.6,0.1336,0.5866,183609.12,106493.29,77115.83,182569.19,107095.09,75474.1,-1641.73
2025-10,South,Home & Kitchen,220089.76,0.12,0.58,231218.92,0.1411,0.5863,193678.99,112333.81,81345.18,198593.93,116435.62,82158.31,813.13
2025-11,South,Home & Kitchen,261887.63,0.12,0.58,244463.76,0.1266,0.5798,230461.11,133667.44,96793.67,213514.65,123795.79,89718.86,-7074.81
2025-12,South,Home & Kitchen,247443.38,0.12,0.58,248212.99,0.1135,0.5785,217750.17,126295.1,91455.07,220040.82,127293.61,92747.21,1292.14
2024-01,South,Office Supplies,124299.84,0.08,0.55,120587.94,0.0801,0.543,114355.85,62895.72,51460.13,110928.85,60234.37,50694.48,-765.65
2024-02,South,Office Supplies,122509.92,0.08,0.55,123093.68,0.0733,0.5396,112709.13,61990.02,50719.11,114070.91,61552.66,52518.25,1799.14
2024-03,South,Office Supplies,133304.67,0.08,0.55,127843.9,0.0848,0.5469,122640.3,67452.17,55188.13,117002.74,63988.8,53013.94,-2174.19
2024-04,South,Office Supplies,138597.09,0.08,0.55,138471.72,0.0753,0.5554,127509.32,70130.13,57379.19,128044.8,71116.08,56928.72,-450.47
2024-05,South,Office Supplies,142530.49,0.08,0.55,144682.65,0.0959,0.5688,131128.05,72120.43,59007.62,130807.58,74403.35,56404.23,-2603.39
